month,warehouse,op_type,sku,qty,weight_kg,operator,duration_min,error_flag
2025-11,深圳仓,移库,FWD535,4286,42.86,仓管-03,93,False
2025-11,深圳仓,退货入库,BHC9338GR,2349,23.49,仓管-01,95,False
2025-11,深圳仓,盘点,FWD355,45,0.0,仓管-01,14,False
2025-11,深圳仓,盘点,FWD225WR,2554,0.0,仓管-04,24,False
2025-11,深圳仓,报废,FWD3112,4738,0.0,仓管-02,92,False
2025-11,深圳仓,移库,FWD101,1754,17.54,仓管-01,69,False
2025-11,深圳仓,报废,FWD425,4339,0.0,仓管-02,80,False
2025-11,深圳仓,入库,FWDD10L,2578,25.78,仓管-03,39,False
2025-11,深圳仓,移库,FWD6500A,3225,32.25,仓管-01,80,False
2025-11,深圳仓,入库,FWD259,356,3.56,仓管-03,14,False
2025-11,深圳仓,入库,FWD6820,4002,0.0,仓管-02,13,False
2025-11,深圳仓,盘点,FWD525,231,2.31,仓管-01,21,False
2025-11,深圳仓,移库,FWD323,2084,41.68,仓管-02,102,False
2025-11,深圳仓,盘点,FWD7351,393,3.93,仓管-03,65,False
2025-11,深圳仓,出库,FWD6205,3766,75.32,仓管-02,39,False
2025-11,深圳仓,退货入库,FWD6018,4886,0.0,仓管-03,30,False
2024-10,广州仓,出库,FWD325,724,0.0,仓管-02,33,False
2024-10,广州仓,入库,FWD355,1100,11.0,仓管-01,47,False
2024-10,广州仓,出库,FWD201,2806,0.0,仓管-02,47,False
2024-10,广州仓,移库,FWD173,782,7.82,仓管-02,95,False
2024-10,广州仓,出库,BHC9320YB,818,16.36,仓管-02,6,False
2024-10,广州仓,移库,BHC9237GRH,3004,30.04,仓管-04,119,False
2024-10,广州仓,盘点,FWD418B,3068,61.36,仓管-01,36,False
2024-10,广州仓,报废,BHC9320YB,4422,44.22,仓管-03,22,False
2024-10,广州仓,盘点,BHC9275BOH,1884,18.84,仓管-03,45,False
2024-10,广州仓,出库,FWD419B,2035,20.35,仓管-01,29,False
2024-10,广州仓,入库,FWDD10L,4453,44.53,仓管-04,73,False
2024-10,广州仓,报废,FWD6850,3450,34.5,仓管-02,100,False
2024-10,广州仓,盘点,FWDD29M,182,1.82,仓管-03,94,False
2024-10,广州仓,退货入库,FWD6884,4928,98.56,仓管-02,108,False
2024-10,广州仓,出库,FWD5518,2015,40.3,仓管-02,111,False
2024-10,广州仓,出库,FWD500,948,18.96,仓管-01,69,False
2024-10,广州仓,出库,BHC9233POH,4115,41.15,仓管-01,73,False
2024-10,广州仓,入库,FWDV220,3139,0.0,仓管-04,92,False
2024-10,广州仓,退货入库,FWD520WR,4756,47.56,仓管-03,10,False
2024-10,广州仓,盘点,FWD231,909,9.09,仓管-03,83,False
2024-10,广州仓,报废,BHC9230YBH,549,5.49,仓管-02,35,False
2024-10,广州仓,移库,FWD122,545,5.45,仓管-04,75,False
2024-10,广州仓,移库,FWD5870C,1005,20.1,仓管-03,92,False
2024-10,广州仓,移库,FWD216,4669,46.69,仓管-04,48,False
2024-10,广州仓,出库,FWD330,1187,0.0,仓管-03,20,False
2024-10,广州仓,盘点,FWDD10A,4507,0.0,仓管-02,31,False
2024-10,广州仓,退货入库,FWD415Y,788,7.88,仓管-01,34,False
2024-10,广州仓,出库,FWDV060,391,0.0,仓管-04,61,False
2024-10,广州仓,移库,BHC89235G,1239,0.0,仓管-04,119,False
2024-10,广州仓,盘点,FWD306,3150,31.5,仓管-01,89,False
2024-10,广州仓,退货入库,FWD6001,1472,0.0,仓管-04,63,False
2024-10,广州仓,盘点,BHC9235BVH,1906,38.12,仓管-01,109,False
2024-10,广州仓,盘点,FWD323M,2757,27.57,仓管-04,93,False
2024-10,广州仓,报废,FWD001,1979,19.79,仓管-03,94,False
2024-10,广州仓,出库,FWD6002T,527,5.27,仓管-03,83,False
2024-10,广州仓,出库,FWD505,375,3.75,仓管-03,19,False
2024-10,广州仓,退货入库,FWDD23X,3988,79.76,仓管-02,7,False
2024-10,广州仓,盘点,FWD6002A,3257,0.0,仓管-03,12,False
2024-10,广州仓,入库,BHC9325BR,352,3.52,仓管-03,93,False
2024-10,广州仓,退货入库,FWD2205G,4810,96.2,仓管-02,78,False
2024-10,广州仓,报废,FWD5872C,2157,43.14,仓管-01,20,False
2024-10,广州仓,移库,FWDD29M,4597,91.94,仓管-02,57,False
2024-10,广州仓,移库,FWD323WR,2711,27.11,仓管-03,77,False
2024-10,广州仓,盘点,FWD221WR,4639,46.39,仓管-01,41,False
2024-10,广州仓,出库,FWD306,1958,19.58,仓管-01,68,False
2024-10,广州仓,退货入库,FWDV150,1040,20.8,仓管-03,92,False
2024-10,广州仓,出库,FWD120,4303,0.0,仓管-02,77,False
2024-10,广州仓,移库,FWD111,896,0.0,仓管-03,90,False
2024-10,广州仓,出库,FWDD10A,315,3.15,仓管-04,24,False
2024-10,广州仓,报废,FWDD29X,4557,91.14,仓管-03,119,True
2024-10,广州仓,盘点,FWD152WR,4425,88.5,仓管-03,106,False
2024-10,广州仓,报废,FWD323M,467,4.67,仓管-02,67,False
2024-10,广州仓,退货入库,BHC9225BMTH,669,0.0,仓管-02,12,False
2024-10,广州仓,出库,BHC9325BR,4921,0.0,仓管-04,98,False
2024-10,广州仓,移库,FWD430,1679,16.79,仓管-03,47,True
2024-10,广州仓,出库,FWD508,4691,46.91,仓管-02,72,False
2024-10,广州仓,移库,BHC9338GR,1000,10.0,仓管-02,33,False
2024-10,广州仓,移库,FWDV020,3366,33.66,仓管-02,47,False
2024-10,广州仓,移库,FWD6003TWR,4661,46.61,仓管-03,66,False
2024-10,广州仓,报废,FWD424,3060,61.2,仓管-03,107,False
2024-10,广州仓,报废,FWD425,3226,32.26,仓管-01,20,False
2024-10,广州仓,入库,FWD303WR,2855,0.0,仓管-02,59,False
2024-10,广州仓,出库,BHC9275BOH,396,3.96,仓管-03,95,False
2024-10,广州仓,退货入库,FWD6006,4591,45.91,仓管-04,11,False
2024-10,广州仓,入库,FWDD21L,960,0.0,仓管-02,97,False
2024-10,广州仓,报废,FWD303WR,4566,91.32,仓管-01,114,False
2024-10,广州仓,盘点,FWDV095,3718,37.18,仓管-04,78,False
2024-10,广州仓,入库,FWD532,1679,33.58,仓管-01,13,False
2024-10,广州仓,入库,FWD5519WR,1889,37.78,仓管-01,36,False
2024-10,广州仓,退货入库,FWD300,1265,25.3,仓管-03,57,False
2024-10,广州仓,移库,FWD303WR,2389,23.89,仓管-01,7,False
2024-10,广州仓,报废,FWD300,3185,31.85,仓管-02,44,False
2024-10,广州仓,入库,FWD6500A,2735,54.7,仓管-04,112,False
2024-11,广州仓,报废,FWD301,1742,17.42,仓管-01,62,False
2024-11,广州仓,出库,FWD407,512,5.12,仓管-02,118,False
2024-11,广州仓,出库,FWD6002,1302,13.02,仓管-04,11,False
2024-11,广州仓,出库,FWD5800D,2710,0.0,仓管-03,12,False
2024-11,广州仓,盘点,FWD5518,2896,28.96,仓管-03,90,False
2024-11,广州仓,盘点,BHC9337GP,3931,39.31,仓管-01,54,False
2024-11,广州仓,入库,FWDD10A,726,0.0,仓管-01,9,False
2024-11,广州仓,报废,FWD509,232,4.64,仓管-03,74,False
2024-11,广州仓,报废,FWD362,1644,0.0,仓管-03,92,False
2024-11,广州仓,移库,BHC9326BM ,2981,59.62,仓管-04,5,False
2024-11,广州仓,出库,FWD6882,1770,35.4,仓管-03,91,False
2024-11,广州仓,盘点,FWDD29L,1498,14.98,仓管-02,114,False
2024-11,广州仓,报废,FWD6810,1257,0.0,仓管-03,16,False
2024-11,广州仓,入库,FWDD10Y,941,18.82,仓管-03,10,False
2024-11,广州仓,移库,FWD6601,1320,0.0,仓管-04,67,False
2024-11,广州仓,入库,FWDD25M,2538,25.38,仓管-03,48,False
2024-11,广州仓,入库,FWDD27X,2383,23.83,仓管-01,15,False
2024-11,广州仓,入库,FWD304,3342,33.42,仓管-01,47,False
2024-11,广州仓,盘点,FWD123,4688,46.88,仓管-04,89,False
2024-11,广州仓,移库,FWD308,4435,88.7,仓管-03,95,False
2024-11,广州仓,出库,BHC9320YB,2176,21.76,仓管-03,5,False
2024-11,广州仓,入库,FWD111MT,4578,91.56,仓管-03,81,False
2024-11,广州仓,移库,FWD5870A,3111,31.11,仓管-02,24,False
2024-11,广州仓,退货入库,FWD400B,3333,33.33,仓管-03,107,False
2024-11,广州仓,移库,FWDV060,3777,37.77,仓管-04,110,False
2024-11,广州仓,盘点,FWD306,1790,17.9,仓管-01,5,False
2024-11,广州仓,盘点,FWD6009,3817,0.0,仓管-02,111,False
2024-11,广州仓,退货入库,BHC89230GY,3477,34.77,仓管-03,77,False
2024-11,广州仓,移库,FWD6810,2399,23.99,仓管-04,24,False
2024-11,广州仓,移库,FWD103,3181,0.0,仓管-01,66,False
2024-11,广州仓,退货入库,FWD5871A,2113,0.0,仓管-02,32,False
2024-11,广州仓,移库,FWDD23M,2630,52.6,仓管-02,107,False
2024-11,广州仓,出库,BHC89232BR,620,12.4,仓管-04,88,False
2024-11,广州仓,退货入库,FWD6601,630,6.3,仓管-03,96,False
2024-11,广州仓,盘点,FWD405B,4718,94.36,仓管-04,50,False
2024-11,广州仓,入库,FWD430,4544,90.88,仓管-01,114,False
2024-11,广州仓,盘点,FWD534WR,1793,17.93,仓管-01,12,False
2024-11,广州仓,退货入库,FWD103,4711,0.0,仓管-04,72,False
2024-11,广州仓,入库,FWD351,4414,0.0,仓管-01,107,False
2024-11,广州仓,出库,FWD6003TWR,4151,0.0,仓管-03,76,False
2024-11,广州仓,移库,FWD6601,775,15.5,仓管-03,63,False
2024-11,广州仓,盘点,FWD153,4058,0.0,仓管-02,119,False
2024-11,广州仓,报废,FWD5870D,1043,20.86,仓管-01,88,False
2024-11,广州仓,盘点,FWD302WR,2135,42.7,仓管-03,30,False
2024-11,广州仓,退货入库,FWD6215,5000,50.0,仓管-04,11,False
2024-11,广州仓,出库,FWD403,3297,32.97,仓管-03,93,False
2024-11,广州仓,移库,FWD6504A,1852,18.52,仓管-03,57,False
2024-11,广州仓,移库,FWD508,3204,0.0,仓管-04,92,False
2024-11,广州仓,移库,FWD306WR,1558,31.16,仓管-02,22,False
2024-11,广州仓,入库,FWD152,650,13.0,仓管-02,43,False
2024-11,广州仓,退货入库,FWD5516,2158,0.0,仓管-02,50,False
2024-11,广州仓,退货入库,FWD5800A,2580,51.6,仓管-03,120,False
2024-11,广州仓,出库,FWD249,1948,19.48,仓管-04,69,False
2024-11,广州仓,盘点,FWD6504A,1826,18.26,仓管-01,116,False
2024-11,广州仓,退货入库,FWD249,224,0.0,仓管-03,100,False
2024-11,广州仓,出库,FWD6303A,2403,24.03,仓管-04,46,False
2024-11,广州仓,入库,FWD6820,2562,25.62,仓管-03,113,False
2024-11,广州仓,出库,FWD502WR,1493,14.93,仓管-04,95,False
2024-11,广州仓,退货入库,FWD7322,1121,0.0,仓管-03,9,False
2024-11,广州仓,盘点,FWD6219,3992,0.0,仓管-02,102,False
2024-11,广州仓,移库,FWD552,782,0.0,仓管-04,23,False
2024-11,广州仓,报废,FWD351,1656,0.0,仓管-01,55,False
2024-11,广州仓,出库,FWD6860,2533,25.33,仓管-01,25,False
2024-11,广州仓,出库,FWD401,4804,0.0,仓管-04,70,False
2024-11,广州仓,出库,FWD302,4764,95.28,仓管-02,83,False
2024-11,广州仓,出库,FWD225WR,1825,18.25,仓管-03,85,False
2024-11,广州仓,出库,FWD111WR,200,4.0,仓管-01,84,False
2024-11,广州仓,入库,FWDV020,297,0.0,仓管-03,67,False
2024-11,广州仓,移库,FWD103,3358,33.58,仓管-02,69,False
2024-11,广州仓,入库,FWD416,702,0.0,仓管-04,37,False
2024-11,广州仓,盘点,FWD419B,947,9.47,仓管-03,61,False
2024-11,广州仓,移库,FWD5519WR,1385,13.85,仓管-01,55,False
2024-11,广州仓,报废,FWD4012,4416,0.0,仓管-01,70,False
2024-11,广州仓,出库,HM010AS,2932,58.64,仓管-03,48,False
2024-11,广州仓,退货入库,FWD5892,4659,46.59,仓管-03,13,False
2024-11,广州仓,盘点,FWD6018T,1259,12.59,仓管-03,77,False
2024-11,广州仓,退货入库,FWD522,2825,56.5,仓管-02,36,False
2024-12,广州仓,盘点,FWD6007,2512,25.12,仓管-02,100,False
2024-12,广州仓,移库,FWD7322B,899,8.99,仓管-04,38,False
2024-12,广州仓,出库,FWD304,1991,19.91,仓管-04,12,False
2024-12,广州仓,入库,FWD7322B,3894,77.88,仓管-01,90,False
2024-12,广州仓,盘点,FWD6810,2842,28.42,仓管-01,82,False
2024-12,广州仓,盘点,FWD5870C,615,6.15,仓管-01,50,False
2024-12,广州仓,入库,FWD6005,1457,14.57,仓管-04,7,False
2024-12,广州仓,移库,FWD430,2155,43.1,仓管-03,47,False
2024-12,广州仓,出库,FWD510,723,14.46,仓管-02,117,False
2024-12,广州仓,报废,FWD211WR,4151,0.0,仓管-02,69,False
2024-12,广州仓,退货入库,FWD407,1249,12.49,仓管-02,97,False
2024-12,广州仓,报废,FWD5893,2066,41.32,仓管-04,112,False
2024-12,广州仓,入库,FWD7365,2726,0.0,仓管-01,118,False
2024-12,广州仓,出库,FWD123TS,2061,20.61,仓管-04,63,False
2024-12,广州仓,出库,FWD6840,2026,20.26,仓管-02,15,False
2024-12,广州仓,移库,FWDD25L,477,9.54,仓管-01,70,False
2024-12,广州仓,报废,FWD6882,2376,23.76,仓管-03,87,False
2024-12,广州仓,出库,FWD430,121,0.0,仓管-04,114,False
2024-12,广州仓,盘点,FWD362,2141,21.41,仓管-04,15,False
2024-12,广州仓,报废,BHC9234BOH,3875,0.0,仓管-02,83,False
2024-12,广州仓,退货入库,FWD6303,1575,15.75,仓管-02,25,False
2024-12,广州仓,入库,FWD300WR,4005,80.1,仓管-03,34,False
2024-12,广州仓,移库,FWD120,2918,29.18,仓管-04,18,False
2024-12,广州仓,入库,FWD491,4406,44.06,仓管-01,86,False
2024-12,广州仓,退货入库,BHC9337GP,293,2.93,仓管-01,28,False
2024-12,广州仓,退货入库,FWDD25L,4500,0.0,仓管-01,55,False
2024-12,广州仓,移库,FWD500WR,91,0.91,仓管-04,88,False
2024-12,广州仓,出库,FWDV580,1795,0.0,仓管-03,12,False
2024-12,广州仓,入库,FWDD10L,2977,29.77,仓管-04,46,False
2024-12,广州仓,入库,FWD6500,3193,0.0,仓管-03,40,False
2024-12,广州仓,盘点,FWDD10Y,1350,13.5,仓管-04,38,False
2024-12,广州仓,出库,FWD219,1929,38.58,仓管-01,96,False
2024-12,广州仓,退货入库,FWD6500,1059,10.59,仓管-03,74,False
2024-12,广州仓,出库,FWD5870C,4373,43.73,仓管-03,33,False
2024-12,广州仓,退货入库,FWD6215,1698,16.98,仓管-04,71,False
2024-12,广州仓,出库,FWD225WR,922,9.22,仓管-02,37,False
2024-12,广州仓,退货入库,FWD5800A,2412,24.12,仓管-03,6,False
2024-12,广州仓,移库,FWD152,3870,77.4,仓管-04,34,False
2024-12,广州仓,退货入库,FWD351WR,4746,94.92,仓管-01,36,False
2024-12,广州仓,入库,FWD96107SW,3682,73.64,仓管-01,98,False
2024-12,广州仓,退货入库,FWD6003TWR,4318,43.18,仓管-02,52,False
2024-12,广州仓,退货入库,FWD224,1197,23.94,仓管-03,99,False
2024-12,广州仓,盘点,FWD6882,4827,48.27,仓管-03,66,False
2024-12,广州仓,入库,FWD6603,383,3.83,仓管-03,57,False
2024-12,广州仓,移库,FWD3502,830,8.3,仓管-01,18,False
2024-12,广州仓,盘点,FWD6235,3656,36.56,仓管-01,24,False
2024-12,广州仓,移库,FWD235,1862,18.62,仓管-03,85,True
2024-12,广州仓,移库,FWD201WR,4233,0.0,仓管-04,27,False
2024-12,广州仓,出库,FWD410,2118,0.0,仓管-04,55,False
2024-12,广州仓,入库,FWD5894,13,0.0,仓管-02,72,False
2024-12,广州仓,退货入库,FWD216,2833,28.33,仓管-04,47,False
2024-12,广州仓,出库,FWDD25M,1733,17.33,仓管-04,49,False
2024-12,广州仓,退货入库,FWD5519,121,2.42,仓管-03,80,False
2024-12,广州仓,移库,FWD4002,3066,30.66,仓管-04,93,False
2024-12,广州仓,盘点,FWD351WR,1892,18.92,仓管-03,18,False
2024-12,广州仓,盘点,BHC9232MGH,3885,77.7,仓管-04,76,False
2024-12,广州仓,盘点,FWD151,450,4.5,仓管-01,74,False
2024-12,广州仓,报废,FWD6500,938,0.0,仓管-04,96,False
2024-12,广州仓,盘点,FWDD21L,2240,22.4,仓管-04,15,False
2024-12,广州仓,入库,BHC9235BVH,1926,19.26,仓管-02,10,False
2024-12,广州仓,出库,BHC9320YB,2341,23.41,仓管-02,73,False
2024-12,广州仓,退货入库,BHC89237BG,4512,0.0,仓管-04,99,False
2024-12,广州仓,入库,FWD500,2531,0.0,仓管-01,82,False
2024-12,广州仓,移库,FWD353,2835,56.7,仓管-04,13,True
2024-12,广州仓,报废,FWDD23L,4366,87.32,仓管-02,63,False
2024-12,广州仓,入库,FWD5893,2177,0.0,仓管-03,43,False
2024-12,广州仓,移库,FWD436 ,1961,39.22,仓管-03,75,False
2024-12,广州仓,移库,FWD215WR,1963,39.26,仓管-02,40,False
2024-12,广州仓,盘点,FWD535,2655,26.55,仓管-02,18,False
2024-12,广州仓,盘点,FWD304,526,5.26,仓管-01,84,False
2024-12,广州仓,入库,FWD5800,3569,35.69,仓管-02,62,False
2024-12,广州仓,出库,FWD231WR,1011,20.22,仓管-01,34,False
2025-01,广州仓,出库,FWD6500,3475,69.5,仓管-02,25,False
2025-01,广州仓,移库,FWD152WR,1226,0.0,仓管-03,19,False
2025-01,广州仓,盘点,FWD5519,3270,65.4,仓管-01,37,False
2025-01,广州仓,退货入库,FWD410,2264,0.0,仓管-03,92,False
2025-01,广州仓,移库,FWDD10Y,4212,42.12,仓管-04,113,False
2025-01,广州仓,盘点,FWDV015,2098,0.0,仓管-02,47,False
2025-01,广州仓,退货入库,FWD3504,4120,82.4,仓管-01,64,False
2025-01,广州仓,盘点,FWD5872C,2854,28.54,仓管-04,54,False
2025-01,广州仓,盘点,FWD415Y,2682,53.64,仓管-03,8,False
2025-01,广州仓,移库,FWD6006,4876,48.76,仓管-02,106,False
2025-01,广州仓,报废,BHC89232BR,4951,49.51,仓管-02,84,False
2025-01,广州仓,出库,FWD323M,4433,44.33,仓管-01,44,False
2025-01,广州仓,出库,FWD219WR,3058,30.58,仓管-01,7,False
2025-01,广州仓,出库,FWD416,699,6.99,仓管-03,48,False
2025-01,广州仓,报废,BHC89230GY,440,4.4,仓管-02,16,False
2025-01,广州仓,退货入库,BHC9325BR,4114,82.28,仓管-02,14,False
2025-01,广州仓,报废,FWD7351,1444,0.0,仓管-02,39,False
2025-01,广州仓,移库,FWD001,1434,0.0,仓管-04,31,False
2025-01,广州仓,退货入库,FWDD23L,4730,94.6,仓管-03,75,False
2025-01,广州仓,报废,FWD323M,1467,29.34,仓管-04,67,False
2025-01,广州仓,报废,FWD600,2640,26.4,仓管-03,117,False
2025-01,广州仓,移库,FWD6002T,4210,42.1,仓管-02,117,False
2025-01,广州仓,出库,FWD506,905,9.05,仓管-04,51,False
2025-01,广州仓,入库,FWD289,1585,31.7,仓管-04,37,False
2025-01,广州仓,退货入库,FWD119,3929,39.29,仓管-02,17,False
2025-01,广州仓,报废,FWD425B,3955,39.55,仓管-01,73,False
2025-01,广州仓,入库,FWD001,2912,29.12,仓管-01,16,False
2025-01,广州仓,移库,FWDD28M,910,0.0,仓管-01,10,False
2025-01,广州仓,盘点,FWD7504,253,2.53,仓管-02,98,False
2025-01,广州仓,移库,FWD532,4845,0.0,仓管-04,16,False
2025-01,广州仓,盘点,FWDD23M,1267,12.67,仓管-04,11,False
2025-01,广州仓,盘点,FWDV220,3052,0.0,仓管-04,100,False
2025-01,广州仓,盘点,FWD303,2527,25.27,仓管-03,52,False
2025-01,广州仓,报废,FWD330,1387,13.87,仓管-04,106,False
2025-01,广州仓,报废,FWDV150B,4835,48.35,仓管-02,38,False
2025-01,广州仓,报废,BHC89235G,3960,39.6,仓管-02,20,False
2025-01,广州仓,报废,FWD5873A,2994,0.0,仓管-01,28,False
2025-01,广州仓,退货入库,FWD5872A,2017,20.17,仓管-03,101,False
2025-01,广州仓,退货入库,FWD153,1385,13.85,仓管-04,36,False
2025-01,广州仓,移库,FWD6602E,4266,42.66,仓管-02,35,False
2025-01,广州仓,移库,FWDD10A,1015,20.3,仓管-02,92,False
2025-01,广州仓,入库,FWD215WR,1166,23.32,仓管-04,87,False
2025-01,广州仓,报废,FWD4002,2614,26.14,仓管-02,95,False
2025-01,广州仓,盘点,FWD223,2170,43.4,仓管-01,116,False
2025-01,广州仓,移库,FWDD10L,1304,26.08,仓管-03,17,False
2025-01,广州仓,退货入库,FWD323M,4447,0.0,仓管-03,20,False
2025-01,广州仓,移库,FWD6504,476,0.0,仓管-01,23,False
2025-01,广州仓,出库,FWD530,1066,21.32,仓管-04,22,False
2025-01,广州仓,移库,FWD525WR,2080,20.8,仓管-02,19,False
2025-01,广州仓,退货入库,FWD300WR,3876,38.76,仓管-04,62,False
2025-01,广州仓,报废,FWD416,4572,45.72,仓管-02,13,False
2025-01,广州仓,盘点,BHC9320YB,1016,10.16,仓管-03,91,False
2025-01,广州仓,入库,FWD6820,2427,24.27,仓管-01,27,False
2025-01,广州仓,盘点,FWD3504,798,15.96,仓管-04,21,False
2025-01,广州仓,报废,FWD123TS,3737,37.37,仓管-01,113,False
2025-01,广州仓,移库,FWD6002A,250,0.0,仓管-04,106,False
2025-01,广州仓,入库,FWD6883,156,0.0,仓管-04,65,False
2025-01,广州仓,报废,FWD6018T,4283,42.83,仓管-04,56,False
2025-01,广州仓,报废,FWDD10A,3483,69.66,仓管-01,70,False
2025-01,广州仓,报废,FWD221,536,5.36,仓管-01,117,False
2025-01,广州仓,入库,FWD6840,408,8.16,仓管-03,75,False
2025-01,广州仓,移库,FWD152WR,843,16.86,仓管-04,109,False
2025-01,广州仓,出库,FWD600,2113,42.26,仓管-02,21,False
2025-01,广州仓,报废,FWD525,547,5.47,仓管-02,30,False
2025-01,广州仓,报废,FWD5519,3199,31.99,仓管-04,6,False
2025-02,广州仓,盘点,FWD6603,1547,15.47,仓管-02,117,False
2025-02,广州仓,盘点,FWDD29M,3844,76.88,仓管-02,56,False
2025-02,广州仓,移库,FWD419B,2386,0.0,仓管-01,17,False
2025-02,广州仓,退货入库,FWD419B,1955,19.55,仓管-04,65,False
2025-02,广州仓,退货入库,FWD535,583,5.83,仓管-01,11,True
2025-02,广州仓,盘点,FWD201,2262,22.62,仓管-02,52,False
2025-02,广州仓,退货入库,FWD502,3577,35.77,仓管-02,67,False
2025-02,广州仓,退货入库,FWD8503WR,3133,31.33,仓管-02,98,False
2025-02,广州仓,出库,FWD307,2521,25.21,仓管-02,29,False
2025-02,广州仓,出库,FWD6882,2069,0.0,仓管-04,35,False
2025-02,广州仓,报废,FWD7365,2957,29.57,仓管-01,76,False
2025-02,广州仓,移库,FWDD21L,4513,45.13,仓管-01,93,False
2025-02,广州仓,退货入库,FWDV550,3923,78.46,仓管-02,52,False
2025-02,广州仓,盘点,FWD306WR,260,5.2,仓管-04,50,False
2025-02,广州仓,移库,FWD163,517,10.34,仓管-01,109,False
2025-02,广州仓,入库,FWD6005,3255,65.1,仓管-04,6,False
2025-02,广州仓,盘点,FWD522WR,100,1.0,仓管-01,37,False
2025-02,广州仓,出库,FWD320,1407,14.07,仓管-03,95,False
2025-02,广州仓,出库,FWD6810,2491,49.82,仓管-03,112,False
2025-02,广州仓,报废,FWD6850,1707,34.14,仓管-03,106,False
2025-02,广州仓,移库,FWD502,4967,49.67,仓管-01,95,False
2025-02,广州仓,出库,FWD5873A,1417,28.34,仓管-02,40,False
2025-02,广州仓,入库,FWD6003T,273,5.46,仓管-04,114,False
2025-02,广州仓,入库,FWD6002T,811,8.11,仓管-01,110,False
2025-02,广州仓,报废,FWD353,2043,40.86,仓管-02,37,False
2025-02,广州仓,出库,FWD520,3741,37.41,仓管-01,17,False
2025-02,广州仓,入库,FWD223WR,2707,27.07,仓管-03,104,False
2025-02,广州仓,出库,FWD215WR,4521,45.21,仓管-01,117,False
2025-02,广州仓,盘点,FWD308,663,13.26,仓管-01,49,False
2025-02,广州仓,报废,FWD5892,1488,29.76,仓管-03,78,False
2025-02,广州仓,入库,FWD400B,2612,52.24,仓管-01,48,False
2025-02,广州仓,移库,FWD6219,3085,30.85,仓管-01,46,False
2025-02,广州仓,入库,FWD6002,2760,27.6,仓管-03,35,False
2025-02,广州仓,入库,FWD6006,4212,42.12,仓管-04,52,False
2025-02,广州仓,入库,FWD417,2893,57.86,仓管-04,71,False
2025-02,广州仓,移库,FWD225,1909,19.09,仓管-04,59,False
2025-02,广州仓,出库,FWD217,3594,71.88,仓管-02,35,False
2025-02,广州仓,入库,FWD306WR,282,0.0,仓管-02,103,False
2025-02,广州仓,移库,FWD500WR,2010,0.0,仓管-03,23,False
2025-02,广州仓,入库,FWD302,1667,33.34,仓管-02,54,False
2025-02,广州仓,退货入库,FWD522,1784,17.84,仓管-04,89,False
2025-02,广州仓,移库,FWD6500,3325,33.25,仓管-03,77,False
2025-02,广州仓,出库,FWD5872A,4525,90.5,仓管-01,31,False
2025-02,广州仓,退货入库,FWDD10L,4797,95.94,仓管-03,118,False
2025-02,广州仓,退货入库,FWDD23L,1263,25.26,仓管-04,77,False
2025-02,广州仓,出库,FWDD28L,354,0.0,仓管-03,38,False
2025-02,广州仓,盘点,FWD123T,29,0.58,仓管-04,44,False
2025-02,广州仓,移库,FWD351WR,4240,84.8,仓管-04,92,False
2025-02,广州仓,移库,FWD430,1007,10.07,仓管-04,21,False
2025-02,广州仓,退货入库,FWD101WR,656,6.56,仓管-03,63,False
2025-02,广州仓,盘点,FWD153,1981,39.62,仓管-03,55,False
2025-02,广州仓,入库,FWD5518,1749,0.0,仓管-02,21,False
2025-02,广州仓,移库,FWD6215,3581,35.81,仓管-01,52,False
2025-02,广州仓,出库,FWD123,3720,37.2,仓管-01,27,False
2025-02,广州仓,退货入库,BHC9320YB,753,7.53,仓管-04,120,False
2025-02,广州仓,报废,FWD901KSW,4587,91.74,仓管-03,16,False
2025-02,广州仓,报废,FWD6885,1410,14.1,仓管-03,94,False
2025-02,广州仓,入库,FWD2205G,4589,45.89,仓管-03,69,False
2025-02,广州仓,入库,FWD435,1198,11.98,仓管-02,32,False
2025-02,广州仓,盘点,BHC9234BOH,1914,19.14,仓管-03,66,False
2025-02,广州仓,出库,FWD402,1858,18.58,仓管-03,23,False
2025-02,广州仓,入库,FWD6884,4081,81.62,仓管-02,61,False
2025-02,广州仓,退货入库,FWD123TS,288,5.76,仓管-01,26,False
2025-02,广州仓,出库,FWD216,416,4.16,仓管-03,68,False
2025-02,广州仓,盘点,FWD6502A,4162,83.24,仓管-01,52,False
2025-02,广州仓,报废,FWD5518,3687,36.87,仓管-04,32,False
2025-02,广州仓,退货入库,FWD219WR,2450,24.5,仓管-04,113,False
2025-02,广州仓,出库,FWD6005T,3091,30.91,仓管-03,50,False
2025-03,广州仓,盘点,FWD5872C,559,0.0,仓管-04,74,False
2025-03,广州仓,入库,FWD301,2470,24.7,仓管-01,108,False
2025-03,广州仓,移库,FWD325,603,6.03,仓管-01,19,False
2025-03,广州仓,入库,FWDD23M,3322,66.44,仓管-01,63,False
2025-03,广州仓,退货入库,FWD235WR,267,5.34,仓管-03,40,False
2025-03,广州仓,盘点,FWD211WR,2753,27.53,仓管-04,14,False
2025-03,广州仓,退货入库,FWD7305WR,1047,20.94,仓管-02,118,False
2025-03,广州仓,出库,FWD510,2799,27.99,仓管-04,31,False
2025-03,广州仓,入库,FWD001,4386,87.72,仓管-01,104,False
2025-03,广州仓,入库,BHC89230GY,3701,37.01,仓管-03,90,False
