month,channel,category,revenue_rmb,units_sold,orders_count,avg_order_value,return_rate,new_customer_ratio
2025-01,直销,着色系列,166098.1,1467,36,1258.32,0.06,0.18
2025-01,直销,玻璃变色龙,498115.43,2864,30,3343.06,0.06,0.33
2025-01,直销,水晶系列,234462.89,757,180,802.96,0.01,0.36
2025-01,直销,化妆品系列,464007.13,187,19,2829.31,0.04,0.37
2025-01,直销,云母粉,196208.3,394,148,971.33,0.03,0.34
2025-01,直销,银白系列,428277.06,3577,218,2315.01,0.02,0.2
2025-01,直销,虹彩系列,138178.09,1680,260,897.26,0.03,0.37
2025-01,直销,着色变色龙,460200.3,794,173,1704.45,0.07,0.11
2025-01,直销,玻璃包银系列,72977.66,976,134,1520.37,0.02,0.12
2025-02,直销,金色系列,290235.32,2041,54,6046.57,0.01,0.1
2025-02,直销,磁性珠光,405423.26,676,89,1654.79,0.05,0.2
2025-02,直销,其他,335819.65,1099,38,4145.92,0.02,0.32
2025-02,直销,金属彩光系列,49766.24,851,56,4524.2,0.04,0.31
2025-02,直销,超白系列,113007.33,750,208,649.47,0.05,0.16
2025-02,直销,钻石系列,410599.96,4157,105,1642.4,0.03,0.3
2025-02,直销,耐候系列,433854.03,601,236,4171.67,0.05,0.12
2025-02,直销,着色系列,487353.27,2256,83,1698.1,0.05,0.16
2025-02,直销,玻璃变色龙,70765.05,720,106,673.95,0.07,0.33
2025-02,直销,水晶系列,121580.62,3333,161,550.14,0.05,0.19
2025-02,直销,化妆品系列,218996.42,2924,133,779.35,0.01,0.37
2025-02,直销,云母粉,344930.2,2405,92,8021.63,0.01,0.25
2025-02,直销,银白系列,452319.8,594,230,9046.4,0.06,0.37
2025-02,直销,虹彩系列,228506.68,822,173,1171.83,0.06,0.28
2025-02,直销,着色变色龙,480055.09,4762,144,2774.88,0.04,0.32
2025-02,直销,玻璃包银系列,245419.92,4193,163,943.92,0.03,0.4
2025-03,直销,金色系列,103239.68,4910,97,3330.31,0.06,0.22
2025-03,直销,磁性珠光,441187.58,2757,216,1786.18,0.07,0.24
2025-03,直销,其他,84815.57,3258,224,3855.25,0.07,0.34
2025-03,直销,金属彩光系列,196914.1,1323,214,999.56,0.01,0.34
2025-03,直销,超白系列,334268.32,1515,87,3214.12,0.03,0.1
2025-03,直销,钻石系列,241421.23,2319,182,2174.97,0.01,0.22
2025-03,直销,耐候系列,158725.84,4600,152,1259.73,0.02,0.28
2025-03,直销,着色系列,254577.08,3664,91,982.92,0.08,0.12
2025-03,直销,玻璃变色龙,481105.31,648,175,1894.12,0.05,0.14
2025-03,直销,水晶系列,264193.72,4148,120,1184.73,0.04,0.39
2025-03,直销,化妆品系列,319439.22,2873,169,1394.93,0.05,0.28
2025-03,直销,云母粉,269521.99,2894,201,3593.63,0.04,0.39
2025-03,直销,银白系列,40931.25,3762,199,183.55,0.03,0.38
2025-03,直销,虹彩系列,347258.07,2660,253,2269.66,0.05,0.27
2025-03,直销,着色变色龙,172219.75,1692,75,989.77,0.06,0.27
2025-03,直销,玻璃包银系列,456576.62,4956,131,3332.68,0.04,0.24
2025-04,直销,金色系列,19504.67,4285,58,94.68,0.06,0.29
2025-04,直销,磁性珠光,49840.76,4121,246,341.38,0.01,0.22
2025-04,直销,其他,104659.04,2362,83,533.97,0.07,0.12
2025-04,直销,金属彩光系列,130826.95,125,177,681.39,0.07,0.24
2025-04,直销,超白系列,81598.9,2334,173,316.27,0.08,0.28
2025-04,直销,钻石系列,272791.98,1641,71,1694.36,0.06,0.32
2025-04,直销,耐候系列,105522.11,4229,154,770.23,0.07,0.23
2025-04,直销,着色系列,411107.4,189,162,2874.88,0.02,0.19
2025-04,直销,玻璃变色龙,24122.41,3552,50,121.83,0.04,0.37
2025-04,直销,水晶系列,82331.22,3229,294,914.79,0.05,0.33
2025-04,直销,化妆品系列,62794.99,2340,243,415.86,0.02,0.28
2025-04,直销,云母粉,149533.76,4904,75,854.48,0.08,0.14
2025-04,直销,银白系列,435191.47,4626,254,2197.94,0.02,0.35
2025-04,直销,虹彩系列,193764.23,308,232,1107.22,0.04,0.2
2025-04,直销,着色变色龙,419675.93,382,154,2398.15,0.05,0.27
2025-04,直销,玻璃包银系列,442797.21,557,77,1677.26,0.01,0.12
2025-05,直销,金色系列,84269.26,4382,93,648.23,0.02,0.21
2025-05,直销,磁性珠光,184969.71,764,221,999.84,0.06,0.25
2025-05,直销,其他,277104.58,4398,223,1307.1,0.06,0.26
2025-05,直销,金属彩光系列,53842.12,1797,239,591.67,0.02,0.37
2025-05,直销,超白系列,137769.8,2060,38,467.02,0.01,0.29
2025-05,直销,钻石系列,351671.01,4021,31,11344.23,0.03,0.17
2025-05,直销,耐候系列,84789.07,1227,266,490.11,0.03,0.33
2025-05,直销,着色系列,338428.87,257,271,2141.95,0.04,0.3
2025-05,直销,玻璃变色龙,351591.13,4605,44,11719.7,0.02,0.11
2025-05,直销,水晶系列,122457.94,4126,13,651.37,0.06,0.27
2025-05,直销,化妆品系列,190377.93,1444,213,1613.37,0.02,0.1
2025-05,直销,云母粉,317563.1,2405,146,1080.15,0.04,0.22
2025-05,直销,银白系列,419062.95,2199,181,3809.66,0.03,0.18
2025-05,直销,虹彩系列,68392.15,2437,241,2849.67,0.04,0.39
2025-05,直销,着色变色龙,339204.72,3423,114,3261.58,0.02,0.22
2025-05,直销,玻璃包银系列,62297.52,1784,112,384.55,0.07,0.3
2025-06,直销,金色系列,444459.56,2585,194,1799.43,0.01,0.29
2025-06,直销,磁性珠光,287754.83,2167,121,1061.83,0.01,0.1
2025-06,直销,其他,416497.72,2835,115,1571.69,0.08,0.22
2025-06,直销,金属彩光系列,170405.81,3301,94,652.9,0.04,0.28
2025-06,直销,超白系列,399551.56,2135,49,6242.99,0.07,0.36
2025-06,直销,钻石系列,313445.6,191,150,31344.56,0.03,0.21
2025-06,直销,耐候系列,288374.35,1406,59,7793.9,0.04,0.29
2025-06,直销,着色系列,485760.7,3154,48,3174.91,0.04,0.11
2025-06,直销,玻璃变色龙,387517.41,1083,164,4725.82,0.03,0.38
2025-06,直销,水晶系列,444807.36,1776,71,17792.29,0.07,0.38
2025-06,直销,化妆品系列,95544.83,1022,54,734.96,0.04,0.37
2025-06,直销,云母粉,350510.1,2337,148,16690.96,0.06,0.24
2025-06,直销,银白系列,368402.67,1355,120,8567.5,0.04,0.21
2025-06,直销,虹彩系列,28208.97,3642,248,127.64,0.02,0.1
2025-06,直销,着色变色龙,449729.98,616,153,2920.32,0.06,0.16
2025-06,直销,玻璃包银系列,140969.37,2327,106,1084.38,0.06,0.34
2025-07,直销,金色系列,497960.35,461,298,2146.38,0.05,0.31
2025-07,直销,磁性珠光,398062.25,487,156,2030.93,0.02,0.21
2025-07,直销,其他,412149.96,4561,93,2050.5,0.06,0.21
2025-07,直销,金属彩光系列,280001.79,1293,174,1497.34,0.04,0.27
2025-07,直销,超白系列,192333.86,2946,159,2262.75,0.07,0.33
2025-07,直销,钻石系列,252310.23,4542,218,1300.57,0.08,0.13
2025-07,直销,耐候系列,134068.15,1227,180,694.65,0.06,0.24
2025-07,直销,着色系列,274213.78,1445,31,1482.24,0.05,0.36
2025-07,直销,玻璃变色龙,316280.78,2898,286,3475.61,0.07,0.27
2025-07,直销,水晶系列,488843.67,1786,212,9585.17,0.07,0.36
2025-07,直销,化妆品系列,495346.93,4556,31,1794.74,0.02,0.1
2025-07,直销,云母粉,467907.58,1449,126,2585.12,0.04,0.2
2025-07,直销,银白系列,419869.7,3158,290,1980.52,0.05,0.35
2025-07,直销,虹彩系列,117345.0,2976,218,1833.52,0.03,0.29
2025-07,直销,着色变色龙,86293.58,1642,10,321.99,0.07,0.25
2025-07,直销,玻璃包银系列,458763.41,2611,133,2114.12,0.03,0.16
2025-08,直销,金色系列,322741.82,1664,22,17930.1,0.01,0.14
2025-08,直销,磁性珠光,100999.92,684,44,726.62,0.04,0.14
2025-08,直销,其他,472988.56,3401,15,2901.77,0.03,0.21
2025-08,直销,金属彩光系列,158855.44,4930,254,5124.37,0.06,0.39
2025-08,直销,超白系列,254997.47,2979,25,1821.41,0.06,0.36
2025-08,直销,钻石系列,198040.08,4515,60,876.28,0.06,0.29
2025-08,直销,耐候系列,182016.91,4116,23,892.24,0.01,0.25
2025-08,直销,着色系列,453878.95,3990,139,1575.97,0.02,0.17
2025-08,直销,玻璃变色龙,417008.73,870,242,2044.16,0.06,0.17
2025-08,直销,水晶系列,492160.12,381,175,2929.52,0.05,0.31
2025-08,直销,化妆品系列,231087.5,3463,58,15405.83,0.06,0.28
2025-08,直销,云母粉,340868.92,331,269,1438.27,0.01,0.15
2025-08,直销,银白系列,144623.16,4728,208,509.24,0.06,0.11
2025-08,直销,虹彩系列,296973.92,4333,261,2999.74,0.07,0.19
2025-08,直销,着色变色龙,89745.63,2478,179,393.62,0.02,0.15
2025-08,直销,玻璃包银系列,420313.47,1731,256,1629.12,0.03,0.22
2025-09,直销,金色系列,374820.08,1546,202,11713.13,0.03,0.17
2025-09,直销,磁性珠光,434127.14,4880,262,3418.32,0.06,0.34
2025-09,直销,其他,474540.16,1051,61,5048.3,0.02,0.32
2025-09,直销,金属彩光系列,473869.49,4710,22,2025.08,0.04,0.34
2025-09,直销,超白系列,220687.0,4402,198,766.27,0.02,0.24
2025-09,直销,钻石系列,146662.08,4665,226,3333.23,0.01,0.18
2025-09,直销,耐候系列,474844.4,3029,253,2208.58,0.05,0.17
2025-09,直销,着色系列,464655.2,1226,71,21120.69,0.02,0.27
2025-09,直销,玻璃变色龙,335674.07,3754,289,1670.02,0.05,0.24
2025-09,直销,水晶系列,485724.03,1619,221,7039.48,0.05,0.17
2025-09,直销,化妆品系列,82219.74,1191,210,5481.32,0.04,0.25
2025-09,直销,云母粉,15961.06,4397,146,56.8,0.01,0.36
2025-09,直销,银白系列,77160.28,2096,255,648.41,0.02,0.24
2025-09,直销,虹彩系列,244579.83,911,98,1175.86,0.05,0.29
2025-09,直销,着色变色龙,430759.47,680,84,5743.46,0.07,0.14
2025-09,直销,玻璃包银系列,382653.83,4013,272,8141.57,0.05,0.17
2025-10,直销,金色系列,379172.74,3063,125,2633.14,0.04,0.33
2025-10,直销,磁性珠光,31025.36,2725,212,1292.72,0.02,0.32
2025-10,直销,其他,193104.29,3784,125,2574.72,0.04,0.38
2025-10,直销,金属彩光系列,259678.17,3430,90,1952.47,0.05,0.19
2025-10,直销,超白系列,388818.59,3645,25,1743.58,0.01,0.13
2025-10,直销,钻石系列,446908.73,1292,30,2245.77,0.03,0.18
2025-10,直销,耐候系列,328581.76,2897,165,1156.98,0.05,0.38
2025-10,直销,着色系列,429135.66,3949,271,1656.89,0.04,0.36
2025-10,直销,玻璃变色龙,347341.33,4689,80,1389.37,0.03,0.31
2025-10,直销,水晶系列,487861.06,4464,274,11615.74,0.03,0.18
2025-10,直销,化妆品系列,142913.09,2467,272,1134.23,0.03,0.37
2025-10,直销,云母粉,454536.64,4736,107,2417.75,0.08,0.16
2025-10,直销,银白系列,174149.26,3471,152,1201.03,0.05,0.3
2025-10,直销,虹彩系列,102292.86,1240,161,956.01,0.06,0.21
2025-10,直销,着色变色龙,275960.2,2730,114,1121.79,0.05,0.15
2025-10,直销,玻璃包银系列,365050.42,2487,136,3174.35,0.05,0.29
2025-11,直销,金色系列,175312.31,4171,201,1298.61,0.04,0.32
2025-11,直销,磁性珠光,466917.12,3860,285,2537.59,0.02,0.28
2025-11,直销,其他,133742.49,3184,291,633.85,0.01,0.16
2025-11,直销,金属彩光系列,467719.78,4155,242,1607.28,0.05,0.18
2025-11,直销,超白系列,288052.28,1731,146,8001.45,0.08,0.29
2025-11,直销,钻石系列,249884.2,985,253,1072.46,0.04,0.14
2025-11,直销,耐候系列,98741.32,3060,37,3185.2,0.07,0.18
2025-11,直销,着色系列,278760.44,2298,75,4724.75,0.07,0.31
2025-11,直销,玻璃变色龙,110397.44,4741,40,7359.83,0.02,0.39
2025-11,直销,水晶系列,362590.26,2428,230,2726.24,0.03,0.29
2025-11,直销,化妆品系列,289602.38,2285,292,1516.24,0.07,0.15
2025-11,直销,云母粉,281318.02,2694,122,2900.19,0.07,0.35
2025-11,直销,银白系列,109539.19,242,92,1956.06,0.05,0.28
2025-11,直销,虹彩系列,487302.15,4083,73,8401.76,0.03,0.22
2025-11,直销,着色变色龙,128592.01,1456,98,1054.03,0.03,0.1
2025-11,直销,玻璃包银系列,338869.18,3665,207,1423.82,0.02,0.13
2024-10,展会,金色系列,50178.6,3738,236,583.47,0.06,0.22
2024-10,展会,磁性珠光,311375.93,3214,21,1084.93,0.06,0.16
2024-10,展会,其他,339922.47,3677,278,1837.42,0.03,0.25
2024-10,展会,金属彩光系列,311662.54,3722,115,1558.31,0.02,0.12
2024-10,展会,超白系列,420100.48,3193,96,1944.91,0.02,0.19
2024-10,展会,钻石系列,208500.12,2137,158,1628.91,0.04,0.36
2024-10,展会,耐候系列,480720.99,4714,134,11179.56,0.04,0.34
2024-10,展会,着色系列,200546.24,2927,194,978.27,0.01,0.23
2024-10,展会,玻璃变色龙,228210.5,3574,55,979.44,0.03,0.17
2024-10,展会,水晶系列,189631.43,2228,255,2107.02,0.02,0.36
2024-10,展会,化妆品系列,326054.38,4449,110,11644.8,0.08,0.21
2024-10,展会,云母粉,382748.02,837,91,6714.88,0.05,0.27
2024-10,展会,银白系列,132691.65,4402,140,550.59,0.02,0.14
2024-10,展会,虹彩系列,223587.95,1623,127,1020.95,0.03,0.26
2024-10,展会,着色变色龙,123589.66,855,36,1235.9,0.03,0.24
2024-10,展会,玻璃包银系列,217399.37,1475,130,12077.74,0.07,0.16
2024-11,展会,金色系列,359139.24,651,61,2443.12,0.07,0.15
2024-11,展会,磁性珠光,70827.27,3889,293,357.71,0.06,0.15
2024-11,展会,其他,466753.55,2112,14,2652.01,0.07,0.33
2024-11,展会,金属彩光系列,261490.5,269,266,975.71,0.07,0.22
2024-11,展会,超白系列,91830.62,3942,89,1192.61,0.03,0.28
2024-11,展会,钻石系列,189923.52,2387,246,1406.84,0.04,0.31
2024-11,展会,耐候系列,359580.55,1427,31,8172.29,0.08,0.14
2024-11,展会,着色系列,150729.22,4432,260,710.99,0.05,0.32
2024-11,展会,玻璃变色龙,445508.42,3922,276,2332.5,0.07,0.27
2024-11,展会,水晶系列,420437.59,3419,138,1512.37,0.08,0.15
2024-11,展会,化妆品系列,430384.15,1134,28,3742.47,0.02,0.4
2024-11,展会,云母粉,422553.55,1046,221,2061.24,0.04,0.21
2024-11,展会,银白系列,164127.14,1727,18,1367.73,0.04,0.29
2024-11,展会,虹彩系列,82113.38,4936,81,500.69,0.04,0.14
2024-11,展会,着色变色龙,451246.75,3696,139,1742.27,0.04,0.31
2024-11,展会,玻璃包银系列,192067.89,1776,247,2527.21,0.04,0.12
2024-12,展会,金色系列,474385.46,929,161,2360.13,0.01,0.24
2024-12,展会,磁性珠光,199412.86,3650,49,1246.33,0.03,0.25
2024-12,展会,其他,243782.97,4027,44,1283.07,0.03,0.19
2024-12,展会,金属彩光系列,258291.6,190,61,3074.9,0.06,0.27
2024-12,展会,超白系列,39344.61,4273,121,142.55,0.04,0.23
2024-12,展会,钻石系列,173680.06,3870,187,981.24,0.03,0.12
2024-12,展会,耐候系列,263328.79,1110,234,1016.71,0.04,0.25
2024-12,展会,着色系列,336496.81,4589,299,1250.92,0.01,0.39
2024-12,展会,玻璃变色龙,467144.32,3195,179,1987.85,0.06,0.29
2024-12,展会,水晶系列,80536.22,1708,57,390.95,0.03,0.17
2024-12,展会,化妆品系列,31566.58,199,78,289.6,0.04,0.16
2024-12,展会,云母粉,401741.12,1342,228,1385.31,0.05,0.4
2024-12,展会,银白系列,113201.83,642,93,3903.51,0.03,0.24
2024-12,展会,虹彩系列,42383.65,3936,94,161.77,0.02,0.3
2024-12,展会,着色变色龙,407727.99,2907,200,1630.91,0.08,0.18
2024-12,展会,玻璃包银系列,283698.61,2808,177,1016.84,0.02,0.3
2025-01,展会,金色系列,361116.41,4360,152,2674.94,0.03,0.11
2025-01,展会,磁性珠光,246864.02,2788,270,1514.5,0.04,0.32
2025-01,展会,其他,208307.45,4947,163,1477.36,0.02,0.14
2025-01,展会,金属彩光系列,119576.35,1893,137,484.11,0.07,0.38
2025-01,展会,超白系列,351717.04,4243,195,1591.48,0.06,0.23
2025-01,展会,钻石系列,172294.44,764,134,1852.63,0.05,0.38
2025-01,展会,耐候系列,334812.34,2671,39,1436.96,0.04,0.23
2025-01,展会,着色系列,212969.22,350,180,1070.2,0.02,0.17
2025-01,展会,玻璃变色龙,440761.86,4129,212,3703.88,0.04,0.35
2025-01,展会,水晶系列,150369.12,1450,182,1652.41,0.05,0.28
2025-01,展会,化妆品系列,428067.31,924,52,8232.06,0.07,0.1
2025-01,展会,云母粉,274781.52,4135,57,3158.41,0.08,0.1
2025-01,展会,银白系列,97010.8,1193,159,492.44,0.06,0.38
2025-01,展会,虹彩系列,352992.35,4785,54,11766.41,0.02,0.19
2025-01,展会,着色变色龙,58985.94,4874,52,1966.2,0.05,0.35
2025-01,展会,玻璃包银系列,104201.59,1492,210,399.24,0.02,0.28
2025-02,展会,金色系列,311563.19,4409,46,2010.09,0.02,0.24
2025-02,展会,磁性珠光,427673.77,1389,273,7248.71,0.04,0.17
2025-02,展会,其他,149011.54,3322,183,1602.27,0.06,0.34
2025-02,展会,金属彩光系列,185788.44,4268,166,1161.18,0.06,0.34
2025-02,展会,超白系列,214805.1,2026,168,1213.59,0.02,0.24
2025-02,展会,钻石系列,354584.96,401,50,8864.62,0.05,0.14
2025-02,展会,耐候系列,62760.5,3777,74,729.77,0.06,0.18
2025-02,展会,着色系列,173036.82,2721,132,675.93,0.04,0.14
2025-02,展会,玻璃变色龙,325712.4,4622,164,2783.87,0.07,0.3
2025-02,展会,水晶系列,188462.57,3301,108,1013.24,0.01,0.11
2025-02,展会,化妆品系列,428003.12,2165,209,4076.22,0.07,0.24
2025-02,展会,云母粉,483610.74,2750,240,6200.14,0.07,0.32
2025-02,展会,银白系列,356618.42,2678,300,3429.02,0.01,0.33
2025-02,展会,虹彩系列,477601.89,3506,57,1844.02,0.07,0.2
2025-02,展会,着色变色龙,30592.48,1249,132,112.47,0.05,0.39
2025-02,展会,玻璃包银系列,454580.38,1578,223,15675.19,0.06,0.29
2025-03,展会,金色系列,358568.96,3155,182,32597.18,0.02,0.33
2025-03,展会,磁性珠光,484944.3,1752,118,5705.23,0.03,0.3
2025-03,展会,其他,370907.28,4236,150,1319.95,0.04,0.26
2025-03,展会,金属彩光系列,299339.02,1711,232,9977.97,0.04,0.32
2025-03,展会,超白系列,278090.36,4513,243,8690.32,0.03,0.11
2025-03,展会,钻石系列,298766.93,614,252,1339.76,0.08,0.37
2025-03,展会,耐候系列,308292.62,1991,171,2486.23,0.04,0.19
2025-03,展会,着色系列,329506.8,417,127,2353.62,0.04,0.1
2025-03,展会,玻璃变色龙,122318.21,1916,240,926.65,0.04,0.23
2025-03,展会,水晶系列,479732.35,2341,284,1659.97,0.08,0.1
2025-03,展会,化妆品系列,435587.5,2608,36,1649.95,0.08,0.16
2025-03,展会,云母粉,334031.41,2455,69,2569.47,0.07,0.22
2025-03,展会,银白系列,365603.4,1551,289,3264.32,0.01,0.23
2025-03,展会,虹彩系列,171099.67,2111,255,8554.98,0.02,0.38
2025-03,展会,着色变色龙,368198.12,1484,159,2611.33,0.04,0.37
2025-03,展会,玻璃包银系列,110005.73,1442,195,1864.5,0.06,0.19
2025-04,展会,金色系列,498963.69,4594,45,10182.93,0.08,0.36
2025-04,展会,磁性珠光,427984.84,127,132,9953.14,0.06,0.34
2025-04,展会,其他,472738.31,1566,68,1961.57,0.03,0.25
2025-04,展会,金属彩光系列,419243.74,4479,248,1547.02,0.02,0.3
2025-04,展会,超白系列,146367.28,782,192,2567.85,0.03,0.22
2025-04,展会,钻石系列,102757.08,2150,19,1902.91,0.08,0.15
2025-04,展会,耐候系列,177629.58,4376,283,1629.63,0.04,0.38
2025-04,展会,着色系列,319469.43,344,184,1528.56,0.07,0.23
2025-04,展会,玻璃变色龙,405564.77,3396,118,4269.1,0.02,0.29
2025-04,展会,水晶系列,388997.06,648,126,1479.08,0.05,0.24
2025-04,展会,化妆品系列,167884.86,3121,111,5415.64,0.01,0.16
2025-04,展会,云母粉,289760.26,240,200,1583.39,0.04,0.35
2025-04,展会,银白系列,485096.03,3896,53,6219.18,0.07,0.28
2025-04,展会,虹彩系列,285092.02,1054,79,1131.32,0.04,0.4
2025-04,展会,着色变色龙,365692.8,2891,71,14065.11,0.07,0.29
2025-04,展会,玻璃包银系列,130558.41,4499,227,815.99,0.01,0.13
2025-05,展会,金色系列,470133.82,1221,142,2304.58,0.08,0.18
2025-05,展会,磁性珠光,426371.13,709,281,2175.36,0.02,0.19
2025-05,展会,其他,156911.87,286,23,1012.33,0.03,0.31
2025-05,展会,金属彩光系列,436057.39,4400,61,2236.19,0.02,0.39
2025-05,展会,超白系列,386319.4,2707,73,3750.67,0.05,0.27
2025-05,展会,钻石系列,48631.04,502,151,287.76,0.07,0.27
2025-05,展会,耐候系列,275240.1,752,291,952.39,0.03,0.27
2025-05,展会,着色系列,155797.57,3406,30,921.88,0.07,0.23
2025-05,展会,玻璃变色龙,332369.78,2304,36,4154.62,0.01,0.38
2025-05,展会,水晶系列,298269.09,975,254,9621.58,0.04,0.21
2025-05,展会,化妆品系列,275562.56,2265,91,927.82,0.07,0.17
2025-05,展会,云母粉,173690.79,1616,63,9649.49,0.04,0.32
2025-05,展会,银白系列,72064.1,4275,132,330.57,0.01,0.26
2025-05,展会,虹彩系列,143924.06,1636,262,496.29,0.03,0.23
2025-05,展会,着色变色龙,310496.4,3282,108,1108.92,0.03,0.14
2025-05,展会,玻璃包银系列,487123.53,3471,157,3313.77,0.03,0.36
2025-06,展会,金色系列,71077.92,3542,140,269.23,0.01,0.13
2025-06,展会,磁性珠光,299461.31,2172,75,2879.44,0.07,0.27
2025-06,展会,其他,483915.44,2138,77,16130.51,0.03,0.17
2025-06,展会,金属彩光系列,32816.46,691,212,420.72,0.08,0.18
2025-06,展会,超白系列,65180.64,123,117,987.59,0.07,0.1
2025-06,展会,钻石系列,62407.29,1790,238,751.9,0.02,0.29
2025-06,展会,耐候系列,70389.64,3120,176,319.95,0.04,0.26
2025-06,展会,着色系列,144781.65,1751,84,1258.97,0.04,0.16
2025-06,展会,玻璃变色龙,336269.93,2088,260,1293.35,0.08,0.23
2025-06,展会,水晶系列,133534.52,3649,247,1467.41,0.01,0.37
2025-06,展会,化妆品系列,39200.24,3858,278,248.1,0.02,0.13
2025-06,展会,云母粉,150732.87,2421,153,1507.33,0.04,0.1
2025-06,展会,银白系列,394990.66,4438,43,1632.19,0.03,0.29
2025-06,展会,虹彩系列,230178.11,2357,254,1101.33,0.03,0.24
2025-06,展会,着色变色龙,224683.35,1193,18,1728.33,0.06,0.22
2025-06,展会,玻璃包银系列,493381.63,4619,270,5873.59,0.02,0.32
2025-07,展会,金色系列,265793.83,909,149,970.05,0.07,0.32
2025-07,展会,磁性珠光,19946.79,4746,64,149.98,0.07,0.18
2025-07,展会,其他,129704.16,4654,281,1259.26,0.05,0.39
2025-07,展会,金属彩光系列,11651.71,260,177,39.77,0.04,0.2
2025-07,展会,超白系列,245699.43,1634,65,1480.12,0.06,0.23
2025-07,展会,钻石系列,351053.2,2327,112,1632.81,0.06,0.39
2025-07,展会,耐候系列,286955.68,3023,59,1406.65,0.04,0.16
2025-07,展会,着色系列,129993.19,475,182,677.05,0.04,0.17
2025-07,展会,玻璃变色龙,173380.3,1964,230,583.77,0.01,0.12
2025-07,展会,水晶系列,286927.89,1222,128,1304.22,0.07,0.16
2025-07,展会,化妆品系列,212056.34,694,62,731.23,0.04,0.14
2025-07,展会,云母粉,371631.99,1889,199,6298.85,0.01,0.1
2025-07,展会,银白系列,297874.81,1085,153,1241.15,0.07,0.13
2025-07,展会,虹彩系列,462547.91,1073,57,3351.8,0.07,0.26
2025-07,展会,着色变色龙,318262.43,2075,32,1257.95,0.06,0.26
2025-07,展会,玻璃包银系列,332075.54,152,260,2767.3,0.07,0.37
2025-08,展会,金色系列,59045.84,4226,127,388.46,0.01,0.31
2025-08,展会,磁性珠光,467980.87,3805,294,4978.52,0.01,0.13
2025-08,展会,其他,317331.16,274,150,2938.25,0.02,0.15
2025-08,展会,金属彩光系列,371362.75,1569,110,3174.04,0.02,0.19
2025-08,展会,超白系列,40024.83,3782,125,513.14,0.01,0.32
2025-08,展会,钻石系列,364790.33,3103,163,1579.18,0.02,0.12
2025-08,展会,耐候系列,451566.68,3980,203,34735.9,0.02,0.11
2025-08,展会,着色系列,95796.91,3543,65,1807.49,0.06,0.16
2025-08,展会,玻璃变色龙,85332.45,988,232,671.91,0.06,0.15
2025-08,展会,水晶系列,359711.54,4646,281,2020.85,0.07,0.15
2025-08,展会,化妆品系列,498636.65,4465,300,4155.31,0.08,0.23
2025-08,展会,云母粉,309364.89,3746,152,1809.15,0.03,0.16
2025-08,展会,银白系列,369373.05,264,110,1702.18,0.03,0.33
2025-08,展会,虹彩系列,237785.51,845,69,3213.32,0.07,0.17
2025-08,展会,着色变色龙,353132.09,1027,296,1384.83,0.04,0.29
2025-08,展会,玻璃包银系列,359100.0,1207,37,1305.82,0.02,0.36
2025-09,展会,金色系列,401482.02,2070,35,1486.97,0.07,0.26
2025-09,展会,磁性珠光,46344.74,4515,292,891.25,0.03,0.26
2025-09,展会,其他,137232.53,2820,291,1737.12,0.07,0.11
2025-09,展会,金属彩光系列,250349.09,1781,81,2052.04,0.06,0.13
2025-09,展会,超白系列,82432.89,3723,46,364.75,0.06,0.26
2025-09,展会,钻石系列,371493.14,2736,245,3952.05,0.06,0.4
2025-09,展会,耐候系列,175463.93,371,15,7628.87,0.06,0.31
2025-09,展会,着色系列,432814.04,348,52,2473.22,0.02,0.32
2025-09,展会,玻璃变色龙,322149.21,764,52,3010.74,0.04,0.34
2025-09,展会,水晶系列,225099.74,4515,200,5771.79,0.07,0.32
2025-09,展会,化妆品系列,306386.68,1326,190,1802.27,0.04,0.13
2025-09,展会,云母粉,457986.92,2474,159,3202.71,0.02,0.26
2025-09,展会,银白系列,82492.37,4821,286,324.77,0.03,0.26
2025-09,展会,虹彩系列,386313.68,1333,99,2460.6,0.05,0.34
2025-09,展会,着色变色龙,163915.68,3941,30,609.35,0.04,0.11
2025-09,展会,玻璃包银系列,303613.71,122,143,2248.99,0.04,0.29
2025-10,展会,金色系列,53457.39,4326,150,190.24,0.02,0.21
2025-10,展会,磁性珠光,70241.74,3483,86,477.83,0.05,0.4
2025-10,展会,其他,191087.49,501,197,1137.43,0.07,0.34
2025-10,展会,金属彩光系列,193909.51,443,292,6463.65,0.05,0.12
2025-10,展会,超白系列,111879.09,3460,295,456.65,0.05,0.34
2025-10,展会,钻石系列,18327.24,4407,104,247.67,0.01,0.18
2025-10,展会,耐候系列,33023.43,1102,210,237.58,0.07,0.14
2025-10,展会,着色系列,282338.79,4435,12,1974.4,0.05,0.18
2025-10,展会,玻璃变色龙,429903.42,1553,290,1705.97,0.04,0.38
2025-10,展会,水晶系列,262675.04,3197,106,938.13,0.06,0.22
2025-10,展会,化妆品系列,128691.32,636,82,601.36,0.05,0.19
2025-10,展会,云母粉,93726.86,4781,167,429.94,0.03,0.11
2025-10,展会,银白系列,440928.6,1169,198,1574.74,0.04,0.13
2025-10,展会,虹彩系列,480779.09,2163,52,1954.39,0.07,0.35
2025-10,展会,着色变色龙,152896.41,3293,90,800.5,0.08,0.21
2025-10,展会,玻璃包银系列,152399.83,446,105,705.55,0.07,0.32
2025-11,展会,金色系列,190833.33,4552,105,1192.71,0.02,0.36
2025-11,展会,磁性珠光,367330.68,793,250,1809.51,0.03,0.34
