po_id,sku,category,supplier_id,inspect_date,qty_inspected,qty_defective,defect_rate,defect_type,result,inspector
PO00311,FWD6215,水晶系列,SUP048,2025-10-08,1275,5,0.00392,无,通过,QC-03
PO02073,FWD509,金属彩光系列,SUP008,2025-06-21,4010,8,0.002,外观缺陷,通过,QC-01
PO01985,FWD217,虹彩系列,SUP046,2025-11-18,440,3,0.00682,无,通过,QC-03
PO00049,FWD430,着色系列,SUP019,2025-05-22,2423,3,0.00124,尺寸偏差,通过,QC-02
PO00424,FWD6002T,超白系列,SUP045,2025-09-25,2223,15,0.00675,无,通过,QC-01
PO02010,FWD5893,钻石系列,SUP031,2025-03-23,4460,35,0.00785,尺寸偏差,通过,QC-02
PO02771,FWD430,着色系列,SUP017,2025-03-09,3989,23,0.00577,无,通过,QC-03
PO00021,FWDD10L,钻石系列,SUP003,2025-03-13,2602,2,0.00077,外观缺陷,通过,QC-01
PO02290,FWD330,金色系列,SUP009,2025-08-26,235,2,0.00851,外观缺陷,通过,QC-01
PO01954,FWDV020,玻璃包银系列,SUP042,2025-12-28,681,4,0.00587,无,通过,QC-03
PO01870,FWD5519,金属彩光系列,SUP011,2025-08-18,3090,25,0.00809,无,通过,QC-03
PO01135,FWD300,金色系列,SUP003,2025-02-03,1863,18,0.00966,外观缺陷,通过,QC-02
PO01026,FWDV220,玻璃包银系列,SUP014,2025-05-04,4635,3,0.00065,无,通过,QC-03
PO01402,FWD123T,银白系列,SUP002,2025-06-30,4140,40,0.00966,无,通过,QC-02
PO02125,FWD425,着色系列,SUP041,2025-09-02,1363,8,0.00587,无,通过,QC-01
PO01318,FWD231WR,耐候系列,SUP002,2025-12-29,2349,7,0.00298,无,通过,QC-03
PO01615,FWD5870B,钻石系列,SUP003,2025-05-15,4620,13,0.00281,外观缺陷,通过,QC-02
PO02020,FWDD23L,钻石系列,SUP054,2025-12-26,3066,3,0.00098,无,通过,QC-02
PO01588,FWD6502A,水晶系列,SUP004,2025-05-25,1488,7,0.0047,无,通过,QC-03
PO00380,BHC5518,化妆品系列,SUP055,2025-08-17,2528,14,0.00554,颜色偏差,通过,QC-03
PO02749,FWD5870B,钻石系列,SUP018,2025-04-01,336,0,0.0,尺寸偏差,通过,QC-02
PO02774,FWD6602,磁性珠光,SUP037,2025-04-21,4671,8,0.00171,无,通过,QC-03
PO02052,FWD403,着色系列,SUP020,2025-11-03,1133,5,0.00441,尺寸偏差,通过,QC-03
PO01745,FWD417,着色系列,SUP046,2025-03-07,3439,17,0.00494,颜色偏差,通过,QC-03
PO01229,FWD6601A,磁性珠光,SUP010,2024-12-01,4167,33,0.00792,颜色偏差,通过,QC-02
PO02499,FWD6003TWR,耐候系列,SUP050,2025-07-12,4480,34,0.00759,颜色偏差,通过,QC-01
PO00441,FWD5518,金属彩光系列,SUP004,2025-05-14,2541,5,0.00197,无,通过,QC-02
PO00966,FWD152,银白系列,SUP032,2025-04-03,3023,1,0.00033,无,通过,QC-02
PO02659,FWD235,虹彩系列,SUP016,2025-10-22,3875,13,0.00335,无,通过,QC-02
PO00846,FWD6504A,水晶系列,SUP037,2025-11-19,4443,0,0.0,尺寸偏差,通过,QC-01
PO01582,FWD403,着色系列,SUP041,2025-06-08,3754,30,0.00799,尺寸偏差,通过,QC-01
PO01028,FWD510,金属彩光系列,SUP060,2025-01-26,3735,8,0.00214,无,通过,QC-02
PO02870,FWD6002AWR,耐候系列,SUP056,2025-11-01,3636,34,0.00935,无,通过,QC-01
PO02582,FWD6002T,超白系列,SUP008,2025-03-29,2961,5,0.00169,无,通过,QC-03
PO02414,FWD7322,其他,SUP025,2025-04-25,181,1,0.00552,无,通过,QC-03
PO02024,FWD6005T,超白系列,SUP057,2024-12-21,2751,11,0.004,颜色偏差,通过,QC-02
PO02656,FWD323WR,耐候系列,SUP043,2025-02-24,3403,8,0.00235,无,通过,QC-01
PO01746,FWD6883,水晶系列,SUP027,2026-01-12,1392,3,0.00216,无,通过,QC-02
PO02552,FWD410,着色系列,SUP053,2025-01-18,4371,30,0.00686,无,通过,QC-01
PO02976,FWD6300,水晶系列,SUP035,2024-11-26,1112,4,0.0036,外观缺陷,通过,QC-02
PO02274,FWD8503WR,耐候系列,SUP004,2025-04-20,113,1,0.00885,尺寸偏差,通过,QC-02
PO01466,FWDD21M,钻石系列,SUP032,2025-03-08,3218,17,0.00528,无,通过,QC-02
PO02536,FWD120,银白系列,SUP039,2024-12-21,3068,27,0.0088,尺寸偏差,通过,QC-01
PO01464,FWD502WR,耐候系列,SUP011,2024-12-19,4412,16,0.00363,无,通过,QC-02
PO01910,FWD522WR,耐候系列,SUP024,2025-11-02,1818,0,0.0,无,通过,QC-03
PO00814,FWD219WR,耐候系列,SUP057,2025-07-05,2514,23,0.00915,颜色偏差,通过,QC-03
PO00698,FWD417,着色系列,SUP019,2025-05-07,3492,5,0.00143,无,通过,QC-01
PO01851,FWD110,银白系列,SUP046,2025-11-18,3292,23,0.00699,颜色偏差,不通过,QC-02
PO01001,FWDD25X,钻石系列,SUP060,2026-01-01,4604,3,0.00065,颜色偏差,通过,QC-01
PO00904,FWD121WR,耐候系列,SUP045,2026-01-22,1660,15,0.00904,外观缺陷,通过,QC-02
PO02982,FWD6601A,磁性珠光,SUP059,2025-05-03,1765,13,0.00737,无,通过,QC-02
PO00847,FWD5873A,钻石系列,SUP056,2025-09-25,2883,28,0.00971,无,通过,QC-02
PO00122,FWD508,金属彩光系列,SUP025,2025-02-09,2888,18,0.00623,无,通过,QC-02
PO02533,FWD103TWR,耐候系列,SUP058,2025-02-05,3081,29,0.00941,无,通过,QC-02
PO02892,FWD307,金色系列,SUP058,2025-10-14,2521,9,0.00357,无,通过,QC-01
PO02818,FWD6603B,磁性珠光,SUP028,2025-07-30,2051,1,0.00049,无,通过,QC-01
PO01543,FWDD23M,钻石系列,SUP016,2025-05-10,714,4,0.0056,外观缺陷,不通过,QC-01
PO02713,FWDV150B,玻璃包银系列,SUP016,2025-09-02,3460,17,0.00491,无,通过,QC-01
PO02668,FWD6882,水晶系列,SUP016,2024-12-05,3253,20,0.00615,无,通过,QC-03
PO01802,FWD6883,水晶系列,SUP050,2025-09-03,370,3,0.00811,无,通过,QC-03
PO00387,BHC9237GRH,化妆品系列,SUP031,2024-11-29,3597,28,0.00778,尺寸偏差,通过,QC-03
PO02351,FWD6603,磁性珠光,SUP007,2025-10-12,3292,7,0.00213,无,通过,QC-03
PO02179,FWDV020,玻璃包银系列,SUP059,2024-12-11,3819,6,0.00157,无,通过,QC-01
PO01194,FWDV020,玻璃包银系列,SUP020,2025-05-06,1975,10,0.00506,无,不通过,QC-01
PO00110,FWD6502,水晶系列,SUP058,2025-04-05,1748,13,0.00744,无,通过,QC-02
PO00174,FWD6300,水晶系列,SUP004,2025-11-17,1568,11,0.00702,无,不通过,QC-01
PO00866,FWD5518WR,耐候系列,SUP020,2024-12-05,3664,11,0.003,外观缺陷,通过,QC-02
PO01791,FWD524,金属彩光系列,SUP010,2025-12-07,1049,6,0.00572,无,通过,QC-02
PO02939,FWD3302,金色系列,SUP005,2025-12-05,2843,13,0.00457,无,通过,QC-03
PO02861,FWD6602,磁性珠光,SUP043,2025-09-03,3160,10,0.00316,外观缺陷,通过,QC-01
PO02978,FWDD28M,钻石系列,SUP048,2026-01-12,4596,9,0.00196,尺寸偏差,通过,QC-02
PO01062,FWDV015,玻璃包银系列,SUP004,2025-04-26,1013,1,0.00099,无,通过,QC-03
PO02557,BHC9328GR,玻璃变色龙,SUP060,2025-03-28,3782,8,0.00212,无,通过,QC-02
PO02684,BHC9275BOH,化妆品系列,SUP038,2025-08-05,4823,40,0.00829,无,通过,QC-03
PO01899,FWD403,着色系列,SUP024,2025-04-28,982,9,0.00916,无,通过,QC-01
PO02776,BHC89237BG,着色变色龙,SUP047,2025-06-20,1172,0,0.0,无,通过,QC-03
PO02236,FWD5518,金属彩光系列,SUP024,2024-12-22,4868,6,0.00123,外观缺陷,通过,QC-02
PO01738,BHC89235G,着色变色龙,SUP043,2025-01-16,1871,16,0.00855,尺寸偏差,通过,QC-03
PO02281,BHC9232MGH,化妆品系列,SUP023,2025-10-20,1062,3,0.00282,无,通过,QC-03
PO00287,FWD520,金属彩光系列,SUP060,2024-11-12,4037,26,0.00644,无,通过,QC-01
PO00646,FWD302WR,耐候系列,SUP036,2025-03-18,1985,1,0.0005,无,通过,QC-01
PO01572,FWDD10L,钻石系列,SUP002,2025-05-17,1285,3,0.00233,无,通过,QC-02
PO02616,FWD351,金色系列,SUP038,2024-12-20,2727,12,0.0044,无,通过,QC-02
PO01967,FWD001,其他,SUP052,2025-04-27,2874,0,0.0,外观缺陷,通过,QC-03
PO02506,FWDV040B,玻璃包银系列,SUP029,2025-07-06,3412,15,0.0044,尺寸偏差,通过,QC-01
PO00740,FWD205,虹彩系列,SUP032,2025-08-24,211,2,0.00948,无,通过,QC-01
PO01633,FWD231WR,耐候系列,SUP049,2025-07-21,4358,42,0.00964,颜色偏差,通过,QC-01
PO01301,FWD520,金属彩光系列,SUP010,2025-09-28,1403,10,0.00713,无,通过,QC-02
PO02562,FWD103,银白系列,SUP036,2025-08-10,2743,27,0.00984,外观缺陷,通过,QC-01
PO01317,FWD6603,磁性珠光,SUP058,2025-08-22,2169,20,0.00922,颜色偏差,通过,QC-01
PO00581,FWD8503WR,耐候系列,SUP027,2025-02-12,4950,33,0.00667,无,通过,QC-01
PO01769,FWDD25L,钻石系列,SUP021,2024-12-20,1797,10,0.00556,无,通过,QC-01
PO02727,FWDV060B,玻璃包银系列,SUP055,2025-02-17,2566,19,0.0074,尺寸偏差,通过,QC-03
PO01325,FWD6009,超白系列,SUP034,2025-01-06,4125,10,0.00242,颜色偏差,通过,QC-02
PO01474,FWD435B,着色系列,SUP034,2025-01-25,1624,16,0.00985,外观缺陷,通过,QC-01
PO02397,FWD6504,水晶系列,SUP031,2025-02-10,2431,9,0.0037,尺寸偏差,通过,QC-03
PO02690,BHC89237BG,着色变色龙,SUP004,2025-09-30,4299,23,0.00535,无,通过,QC-01
PO01269,FWD502,金属彩光系列,SUP029,2026-03-10,2740,22,0.00803,颜色偏差,通过,QC-03
PO01183,FWD6810,水晶系列,SUP060,2025-08-28,1053,5,0.00475,无,通过,QC-03
PO00140,FWD5874A,钻石系列,SUP031,2026-01-31,3383,22,0.0065,颜色偏差,通过,QC-02
PO02009,FWD289,虹彩系列,SUP046,2026-02-09,3483,20,0.00574,无,通过,QC-03
PO02066,FWD225WR,耐候系列,SUP051,2025-07-18,1895,15,0.00792,尺寸偏差,通过,QC-01
PO01460,FWD302,金色系列,SUP046,2025-12-03,844,2,0.00237,外观缺陷,通过,QC-02
PO00528,FWD5870D,钻石系列,SUP035,2024-11-25,395,2,0.00506,无,通过,QC-01
PO00007,FWDV550,玻璃包银系列,SUP044,2024-12-27,2628,7,0.00266,颜色偏差,通过,QC-03
PO01699,FWD259,虹彩系列,SUP042,2025-12-08,4000,40,0.01,外观缺陷,通过,QC-02
PO01671,FWD6810,水晶系列,SUP049,2025-07-30,974,5,0.00513,无,通过,QC-01
PO00945,FWD435B,着色系列,SUP001,2025-07-03,4207,22,0.00523,无,通过,QC-01
PO01666,FWD308,金色系列,SUP023,2025-05-13,4620,39,0.00844,无,通过,QC-03
PO01257,FWD123TS,银白系列,SUP040,2025-04-02,1437,3,0.00209,外观缺陷,通过,QC-02
PO00735,FWD6830,水晶系列,SUP055,2024-11-28,4611,23,0.00499,尺寸偏差,通过,QC-02
PO00041,FWD5800D,钻石系列,SUP001,2025-02-04,4128,1,0.00024,无,通过,QC-01
PO00393,FWD6018T,超白系列,SUP034,2025-11-14,510,4,0.00784,颜色偏差,通过,QC-01
PO00648,FWD330,金色系列,SUP015,2025-03-14,1203,12,0.00998,无,通过,QC-03
PO02696,FWD6007,超白系列,SUP040,2025-12-03,1982,15,0.00757,无,通过,QC-02
PO02993,FWDD28M,钻石系列,SUP011,2025-09-05,1139,4,0.00351,无,通过,QC-02
PO01252,FWD231,虹彩系列,SUP027,2025-06-25,3225,12,0.00372,无,通过,QC-02
PO01418,FWD211,虹彩系列,SUP022,2025-06-21,520,3,0.00577,尺寸偏差,通过,QC-03
PO00257,FWD103,银白系列,SUP023,2025-11-02,2160,14,0.00648,颜色偏差,通过,QC-01
PO00643,FWD6504,水晶系列,SUP024,2025-03-03,4320,39,0.00903,无,通过,QC-01
PO00458,FWDD29X,钻石系列,SUP028,2025-01-03,349,2,0.00573,无,通过,QC-01
PO00109,FWD211,虹彩系列,SUP010,2025-12-14,2223,12,0.0054,颜色偏差,通过,QC-02
PO00649,FWD6009,超白系列,SUP051,2025-12-11,1756,15,0.00854,无,通过,QC-03
PO02985,FWD123,银白系列,SUP038,2025-08-23,2568,25,0.00974,无,通过,QC-02
PO01444,FWD6300T,水晶系列,SUP055,2025-04-16,1965,4,0.00204,无,通过,QC-03
PO01945,FWD6205,水晶系列,SUP006,2025-10-23,1603,8,0.00499,无,通过,QC-03
PO02150,FWD221,虹彩系列,SUP021,2025-08-24,2053,10,0.00487,外观缺陷,通过,QC-02
PO00666,FWD425B,着色系列,SUP047,2025-11-02,1014,4,0.00394,尺寸偏差,通过,QC-03
PO00755,FWDV220,玻璃包银系列,SUP044,2025-02-10,4140,25,0.00604,外观缺陷,不通过,QC-02
PO02538,BHC89230GY,着色变色龙,SUP048,2025-08-06,3610,10,0.00277,无,通过,QC-01
PO02415,FWD520WR,耐候系列,SUP049,2025-04-07,2685,4,0.00149,颜色偏差,通过,QC-01
PO02131,FWD355,金色系列,SUP050,2025-03-26,4426,39,0.00881,无,通过,QC-01
PO00849,FWD6163,超白系列,SUP041,2025-01-14,4019,16,0.00398,外观缺陷,通过,QC-03
PO01357,FWD6219,水晶系列,SUP058,2025-09-07,4091,27,0.0066,无,通过,QC-01
PO00565,FWD408,着色系列,SUP037,2025-04-17,3266,29,0.00888,无,通过,QC-02
PO02752,BHC9321RY,玻璃变色龙,SUP037,2025-04-21,3344,26,0.00778,颜色偏差,不通过,QC-01
PO02694,FWD430,着色系列,SUP060,2025-12-26,1196,7,0.00585,无,通过,QC-02
PO01149,FWD6601,磁性珠光,SUP004,2025-11-10,2455,3,0.00122,无,通过,QC-01
PO01223,FWD5895,钻石系列,SUP045,2025-09-16,3987,35,0.00878,无,通过,QC-02
PO00414,FWD6003T,超白系列,SUP034,2025-01-21,583,3,0.00515,无,不通过,QC-03
PO01139,FWD5890,钻石系列,SUP014,2025-11-12,1973,3,0.00152,尺寸偏差,通过,QC-03
PO01440,FWD407,着色系列,SUP003,2025-06-03,4398,40,0.0091,无,通过,QC-01
PO00913,FWD2205G,虹彩系列,SUP008,2024-12-22,630,5,0.00794,外观缺陷,通过,QC-02
PO02699,FWD6018T,超白系列,SUP027,2025-01-17,3742,35,0.00935,尺寸偏差,通过,QC-01
PO00660,BHC89232BR,着色变色龙,SUP038,2025-12-26,841,0,0.0,无,通过,QC-02
PO02473,FWD6006,超白系列,SUP035,2025-03-12,747,2,0.00268,尺寸偏差,通过,QC-01
PO02311,FWD534,金属彩光系列,SUP010,2025-04-27,293,2,0.00683,无,通过,QC-02
PO02578,FWD6300T,水晶系列,SUP037,2025-08-11,1978,13,0.00657,无,通过,QC-02
PO00816,FWD308,金色系列,SUP005,2025-03-17,918,1,0.00109,尺寸偏差,通过,QC-01
PO02739,FWD425,着色系列,SUP041,2025-10-23,459,2,0.00436,无,通过,QC-02
PO02629,FWD6850,水晶系列,SUP030,2026-01-22,3080,12,0.0039,无,通过,QC-02
PO00805,FWD7331,其他,SUP052,2025-01-16,153,1,0.00654,外观缺陷,通过,QC-02
PO02107,FWD530,金属彩光系列,SUP047,2025-08-16,1561,5,0.0032,颜色偏差,通过,QC-01
PO02729,FWD6003T,超白系列,SUP045,2025-01-22,3754,5,0.00133,颜色偏差,通过,QC-01
PO00870,BHC5518,化妆品系列,SUP054,2025-06-24,2833,10,0.00353,无,通过,QC-03
PO01437,FWD225,虹彩系列,SUP021,2026-01-10,1583,3,0.0019,尺寸偏差,通过,QC-03
PO02854,BHC89234BG,着色变色龙,SUP053,2025-10-28,2018,4,0.00198,颜色偏差,通过,QC-01
PO02540,HC010AS,云母粉,SUP059,2025-06-04,1023,2,0.00196,无,通过,QC-03
PO02530,FWD421,着色系列,SUP018,2025-05-06,2344,8,0.00341,外观缺陷,通过,QC-03
PO00921,FWD505,金属彩光系列,SUP024,2025-07-09,4252,27,0.00635,尺寸偏差,通过,QC-03
PO02152,FWD235WR,耐候系列,SUP008,2025-10-03,1809,4,0.00221,外观缺陷,通过,QC-01
PO02181,FWD320,金色系列,SUP022,2025-04-24,4987,29,0.00582,无,通过,QC-03
PO00995,FWDD10A,钻石系列,SUP010,2025-06-24,4848,40,0.00825,颜色偏差,通过,QC-01
PO01452,FWD6502A,水晶系列,SUP038,2025-10-15,4440,2,0.00045,外观缺陷,通过,QC-03
PO02327,FWD211,虹彩系列,SUP048,2025-01-18,1178,5,0.00424,无,通过,QC-02
PO00305,FWD6850,水晶系列,SUP052,2025-07-29,4688,21,0.00448,外观缺陷,通过,QC-02
PO00977,FWD410,着色系列,SUP007,2025-07-05,3269,32,0.00979,无,通过,QC-01
PO01119,BHC9327GP,玻璃变色龙,SUP034,2025-11-17,4314,33,0.00765,尺寸偏差,通过,QC-01
PO00900,FWD6303,水晶系列,SUP026,2025-08-04,4962,41,0.00826,颜色偏差,通过,QC-02
PO02835,FWD508WR,耐候系列,SUP007,2025-09-19,2954,17,0.00575,外观缺陷,不通过,QC-01
PO02326,FWD402,着色系列,SUP034,2025-08-18,906,0,0.0,无,通过,QC-02
PO00798,FWD305,金色系列,SUP007,2025-02-05,2060,7,0.0034,尺寸偏差,通过,QC-01
PO02846,BHC89230GY,着色变色龙,SUP012,2024-12-12,3635,27,0.00743,颜色偏差,通过,QC-03
PO00195,FWD509,金属彩光系列,SUP048,2025-10-17,4764,16,0.00336,无,通过,QC-02
PO01126,FWD163,银白系列,SUP055,2025-09-07,638,3,0.0047,尺寸偏差,通过,QC-03
PO02497,FWD351,金色系列,SUP048,2025-01-16,2487,5,0.00201,外观缺陷,通过,QC-02
PO01045,BHC9320YB,玻璃变色龙,SUP043,2025-11-30,4130,20,0.00484,外观缺陷,通过,QC-03
PO02932,FWDD29L,钻石系列,SUP059,2025-05-26,1094,2,0.00183,颜色偏差,通过,QC-02
PO02765,FWD306WR,耐候系列,SUP007,2025-12-20,4978,48,0.00964,尺寸偏差,不通过,QC-03
PO00939,FWD205,虹彩系列,SUP056,2025-12-06,3244,23,0.00709,无,通过,QC-03
PO01717,FWD211,虹彩系列,SUP051,2025-02-13,2449,14,0.00572,无,通过,QC-01
PO00682,FWD5519,金属彩光系列,SUP019,2025-10-21,4707,10,0.00212,无,通过,QC-03
PO00651,FWD103TWR,耐候系列,SUP036,2025-11-01,100,1,0.01,尺寸偏差,通过,QC-03
PO02885,FWD3502,金属彩光系列,SUP050,2025-04-26,768,4,0.00521,无,通过,QC-02
PO00596,FWDV040,玻璃包银系列,SUP017,2025-07-21,4177,21,0.00503,无,通过,QC-03
PO01513,FWDD10M,钻石系列,SUP002,2025-08-25,1548,13,0.0084,无,不通过,QC-03
PO02384,FWD6881,水晶系列,SUP023,2024-10-30,2539,21,0.00827,无,通过,QC-01
PO02390,FWD5871C,钻石系列,SUP021,2025-07-04,3278,17,0.00519,颜色偏差,通过,QC-03
PO00169,FWD123TS,银白系列,SUP007,2025-11-13,198,0,0.0,颜色偏差,通过,QC-02
PO02231,FWD424,着色系列,SUP014,2025-10-31,3144,12,0.00382,尺寸偏差,通过,QC-01
PO00776,FWD508WR,耐候系列,SUP036,2025-06-24,3178,0,0.0,外观缺陷,通过,QC-02
PO00215,FWDD21M,钻石系列,SUP015,2025-01-28,3516,3,0.00085,无,通过,QC-01
PO02314,FWD6009,超白系列,SUP019,2024-12-01,1889,17,0.009,颜色偏差,通过,QC-03
PO02643,FWD153,银白系列,SUP004,2024-12-05,2249,20,0.00889,外观缺陷,通过,QC-02
PO01331,FWD6001,超白系列,SUP035,2025-12-24,4057,10,0.00246,无,通过,QC-03
PO01921,FWD410,着色系列,SUP011,2024-11-20,784,6,0.00765,颜色偏差,通过,QC-02
PO01010,FWDD21M,钻石系列,SUP034,2025-01-19,1440,0,0.0,无,通过,QC-02
PO00597,FWDD21M,钻石系列,SUP005,2025-09-06,493,4,0.00811,尺寸偏差,通过,QC-02
PO00365,FWD216,虹彩系列,SUP059,2025-09-29,4705,45,0.00956,颜色偏差,通过,QC-01
PO02803,FWD7305,其他,SUP040,2025-10-09,3427,2,0.00058,无,通过,QC-03
PO02543,FWD6009,超白系列,SUP046,2025-01-27,1971,3,0.00152,外观缺陷,通过,QC-01
PO01188,FWD7305WR,耐候系列,SUP036,2025-03-04,3251,2,0.00062,无,通过,QC-02
PO01234,FWD534WR,耐候系列,SUP055,2025-12-05,125,0,0.0,无,通过,QC-02
PO02869,FWDV150,玻璃包银系列,SUP014,2025-10-31,2868,6,0.00209,颜色偏差,通过,QC-03
PO01803,FWD123,银白系列,SUP059,2025-11-13,1747,12,0.00687,外观缺陷,通过,QC-01
PO02422,FWD2205G,虹彩系列,SUP044,2025-04-15,4924,8,0.00162,外观缺陷,通过,QC-01
PO00201,FWDD23L,钻石系列,SUP011,2025-05-07,1658,1,0.0006,无,通过,QC-03
PO01461,FWD408,着色系列,SUP036,2025-07-18,1283,4,0.00312,尺寸偏差,通过,QC-01
PO01905,FWD6002,超白系列,SUP031,2025-05-28,1858,3,0.00161,无,通过,QC-02
PO01169,FWD435,着色系列,SUP043,2025-01-22,4892,6,0.00123,外观缺陷,通过,QC-03
PO02490,FWDV060B,玻璃包银系列,SUP001,2025-06-07,2328,0,0.0,无,通过,QC-02
PO00095,FWD504WR,耐候系列,SUP009,2026-02-03,1965,6,0.00305,无,通过,QC-01
PO02254,FWD5519,金属彩光系列,SUP011,2026-01-02,670,5,0.00746,无,通过,QC-01
PO02865,FWD502,金属彩光系列,SUP004,2025-03-28,838,2,0.00239,无,通过,QC-01
PO01304,FWD5516,金属彩光系列,SUP044,2025-09-14,686,4,0.00583,颜色偏差,通过,QC-02
PO01964,FWDD28X,钻石系列,SUP027,2025-12-11,1487,0,0.0,无,通过,QC-03
PO00315,FWD217,虹彩系列,SUP034,2025-03-19,4418,28,0.00634,外观缺陷,通过,QC-01
PO02489,FWD306WR,耐候系列,SUP021,2024-12-06,641,0,0.0,外观缺陷,通过,QC-03
PO02632,FWD306,金色系列,SUP049,2025-05-08,1196,2,0.00167,颜色偏差,通过,QC-02
PO02151,FWD111MT,银白系列,SUP044,2025-09-23,2960,11,0.00372,无,通过,QC-01
PO02542,FWD306WR,耐候系列,SUP052,2025-11-15,164,1,0.0061,颜色偏差,通过,QC-01
PO00445,FWD424,着色系列,SUP016,2025-07-10,4311,19,0.00441,颜色偏差,通过,QC-02
PO02906,FWD111MT,银白系列,SUP018,2024-11-23,1331,3,0.00225,无,通过,QC-01
PO02947,FWD6003TWR,耐候系列,SUP028,2024-12-17,940,8,0.00851,无,通过,QC-02
PO00366,FWDV060B,玻璃包银系列,SUP051,2024-12-22,743,3,0.00404,无,通过,QC-01
PO00746,FWD6005T,超白系列,SUP019,2025-06-05,1058,2,0.00189,无,通过,QC-03
PO00084,FWD325,金色系列,SUP025,2025-05-23,761,1,0.00131,无,通过,QC-03
PO02748,FWD3504,金属彩光系列,SUP016,2025-12-08,963,1,0.00104,无,通过,QC-01
PO00825,FWD111M,银白系列,SUP039,2025-05-25,4500,16,0.00356,颜色偏差,通过,QC-02
PO00170,FWD407,着色系列,SUP042,2025-09-26,4105,27,0.00658,颜色偏差,通过,QC-01
PO02091,FWD163,银白系列,SUP017,2025-02-01,1860,15,0.00806,颜色偏差,通过,QC-03
PO01944,FWD6007,超白系列,SUP012,2025-06-21,4737,47,0.00992,无,通过,QC-01
PO00037,FWDD21X,钻石系列,SUP018,2025-05-23,1894,14,0.00739,尺寸偏差,通过,QC-01
PO02080,FWD7331,其他,SUP055,2025-03-20,3358,33,0.00983,尺寸偏差,通过,QC-03
PO01395,FWD7331,其他,SUP006,2025-06-15,898,5,0.00557,颜色偏差,通过,QC-02
PO01832,BHC9328GR,玻璃变色龙,SUP010,2025-04-14,2639,8,0.00303,尺寸偏差,通过,QC-03
PO02359,BHC9325BR,玻璃变色龙,SUP001,2025-11-02,4730,17,0.00359,颜色偏差,通过,QC-02
PO01124,FWD6307A,水晶系列,SUP020,2025-09-09,2008,18,0.00896,尺寸偏差,通过,QC-02
PO02614,FWD6001,超白系列,SUP051,2026-01-27,4868,25,0.00514,尺寸偏差,通过,QC-02
PO01148,FWD6003,超白系列,SUP041,2025-03-23,4831,32,0.00662,颜色偏差,不通过,QC-01
PO02612,FWD123,银白系列,SUP042,2025-09-30,2842,27,0.0095,无,通过,QC-03
PO01942,FWDV020,玻璃包银系列,SUP042,2025-05-29,780,3,0.00385,无,不通过,QC-01
PO02421,FWD413,着色系列,SUP012,2025-08-19,451,4,0.00887,无,通过,QC-01
PO01249,FWD427,着色系列,SUP039,2024-12-17,1806,9,0.00498,无,通过,QC-02
PO01238,FWD101,银白系列,SUP056,2025-01-12,2892,15,0.00519,无,不通过,QC-01
PO00474,FWD153,银白系列,SUP023,2025-05-31,1741,16,0.00919,尺寸偏差,通过,QC-01
PO01969,BHC89235G,着色变色龙,SUP040,2025-02-21,1887,3,0.00159,无,通过,QC-01
PO02258,BHC89234BG,着色变色龙,SUP049,2025-08-07,4571,24,0.00525,外观缺陷,通过,QC-02
PO00526,FWD5874A,钻石系列,SUP054,2026-01-20,2529,13,0.00514,无,通过,QC-01
PO02383,FWDD29X,钻石系列,SUP056,2025-01-16,3816,23,0.00603,外观缺陷,不通过,QC-01
PO00113,FWD6603,磁性珠光,SUP010,2025-10-31,3677,5,0.00136,尺寸偏差,通过,QC-01
PO02834,FWDV580,玻璃包银系列,SUP054,2025-04-19,3190,4,0.00125,尺寸偏差,通过,QC-01
PO01953,FWD6883,水晶系列,SUP055,2025-08-29,3156,10,0.00317,外观缺陷,通过,QC-01
PO02613,FWD5870D,钻石系列,SUP027,2025-08-24,1285,8,0.00623,无,通过,QC-02
PO01336,FWD3500,金属彩光系列,SUP052,2026-01-04,531,1,0.00188,无,通过,QC-03
PO02391,FWDV080B,玻璃包银系列,SUP042,2025-01-27,2417,16,0.00662,无,通过,QC-03
PO01243,FWD5800,钻石系列,SUP002,2025-05-17,2253,6,0.00266,无,通过,QC-03
PO00427,FWD508WR,耐候系列,SUP021,2025-04-26,539,4,0.00742,无,通过,QC-02
PO00153,FWD307,金色系列,SUP026,2025-11-05,2078,13,0.00626,外观缺陷,通过,QC-01
PO00444,FWD6163,超白系列,SUP019,2024-12-29,234,0,0.0,无,通过,QC-01
PO02587,FWD6006,超白系列,SUP028,2024-12-30,3326,7,0.0021,尺寸偏差,通过,QC-01
PO02041,FWD225,虹彩系列,SUP012,2026-01-22,3812,29,0.00761,外观缺陷,通过,QC-01
PO01380,BHC9227GOH,化妆品系列,SUP017,2025-10-09,466,4,0.00858,尺寸偏差,通过,QC-02
PO01208,FWD535,金属彩光系列,SUP027,2024-10-27,3356,15,0.00447,无,通过,QC-01
PO00200,FWD425B,着色系列,SUP010,2025-04-10,1565,6,0.00383,无,通过,QC-03
PO01519,FWD219WR,耐候系列,SUP031,2024-12-11,2234,22,0.00985,无,通过,QC-02
PO00106,FWDD10X,钻石系列,SUP054,2025-12-04,453,1,0.00221,无,通过,QC-01
PO02147,FWD417,着色系列,SUP023,2025-12-31,2216,5,0.00226,尺寸偏差,通过,QC-01
PO01761,FWD300,金色系列,SUP053,2025-10-24,4990,28,0.00561,外观缺陷,通过,QC-01
