shipment_id,month,ship_date,expected_delivery,actual_delivery,warehouse,carrier,destination,sku,category,qty,weight_kg,freight_cost_rmb,revenue_rmb,on_time
SHP01633,2024-10,2024-10-13,2024-10-16,2024-10-19,广州仓,DHL,Singapore,FWD5895,钻石系列,355,7.1,1560.3,88750.0,True
SHP01634,2025-02,2025-02-14,2025-02-28,2025-03-05,深圳仓,顺丰,深圳,FWD215,虹彩系列,199,1.99,1832.86,7462.5,True
SHP01635,2025-09,2025-09-25,2025-09-29,2025-10-01,上海仓,京东物流,北京,FWDV095,玻璃包银系列,269,5.38,1598.11,575660.0,True
SHP01636,2025-04,2025-04-18,2025-04-24,2025-04-24,广州仓,FedEx,西安,FWD173,银白系列,553,11.06,418.16,14378.0,False
SHP01637,2025-09,2025-09-17,2025-09-30,2025-10-03,深圳仓,德邦,Singapore,FWD8503WR,耐候系列,1915,19.15,215.84,344700.0,True
SHP01638,2025-06,2025-06-27,2025-07-04,2025-07-03,深圳仓,顺丰,北京,FWD5516,金属彩光系列,1595,15.95,853.68,95700.0,True
SHP01639,2025-08,2025-08-08,2025-08-15,2025-08-19,上海仓,DHL,西安,FWD330,金色系列,1712,17.12,1286.32,64200.0,True
SHP01640,2025-01,2025-01-06,2025-01-18,2025-01-21,上海仓,中外运,成都,FWD235WR,耐候系列,246,4.92,321.17,22140.0,True
SHP01641,2025-08,2025-08-09,2025-08-16,2025-08-20,成都仓,德邦,重庆,FWD5891,钻石系列,1712,17.12,1830.24,428000.0,True
SHP01642,2025-07,2025-07-08,2025-07-21,2025-07-21,深圳仓,德邦,Los Angeles,BHC9321RY,玻璃变色龙,504,10.08,1910.86,252000.0,True
SHP01643,2025-09,2025-09-18,2025-09-30,2025-10-02,成都仓,DHL,北京,BHC9328GR,玻璃变色龙,1562,15.62,1795.3,781000.0,True
SHP01644,2025-05,2025-05-11,2025-05-12,2025-05-12,上海仓,京东物流,上海,FWDD10X,钻石系列,1684,33.68,550.29,202080.0,True
SHP01645,2024-12,2024-12-15,2024-12-28,2024-12-31,广州仓,德邦,武汉,FWD221WR,耐候系列,1246,12.46,1525.6,112140.0,False
SHP01646,2025-04,2025-04-12,2025-04-25,2025-04-24,成都仓,FedEx,Seoul,FWD307,金色系列,1958,19.58,1070.81,73425.0,True
SHP01647,2024-10,2024-10-08,2024-10-17,2024-10-16,上海仓,德邦,Tokyo,FWD5870D,钻石系列,977,0.0,983.94,175860.0,True
SHP01648,2025-07,2025-07-18,2025-07-31,2025-08-02,广州仓,德邦,南京,FWD6205,水晶系列,1550,31.0,1687.51,85250.0,True
SHP01649,2025-01,2025-01-09,2025-01-11,2025-01-10,深圳仓,京东物流,Frankfurt,FWD6603,磁性珠光,1514,0.0,1452.37,378500.0,False
SHP01650,2025-08,2025-08-25,2025-09-07,2025-09-06,上海仓,京东物流,重庆,FWDD10Y,钻石系列,1141,0.0,1233.47,136920.0,True
SHP01651,2025-10,2025-10-06,2025-10-20,2025-10-22,成都仓,顺丰,Tokyo,FWD435,着色系列,1632,32.64,1046.46,97920.0,True
SHP01652,2025-05,2025-05-03,2025-05-13,2025-05-16,深圳仓,DHL,Seoul,FWD506,金属彩光系列,284,2.84,1445.23,7952.0,True
SHP01653,2025-11,2025-11-06,2025-11-12,2025-11-13,广州仓,京东物流,武汉,FWD353,金色系列,754,15.08,391.99,28275.0,True
SHP01654,2025-07,2025-07-11,2025-07-24,2025-07-24,上海仓,中外运,Seoul,FWD323WR,耐候系列,314,3.14,314.6,28260.0,False
SHP01655,2025-08,2025-08-14,2025-08-28,2025-08-31,上海仓,京东物流,成都,FWDD29M,钻石系列,17,0.17,1666.66,5950.0,True
SHP01656,2024-12,2024-12-04,2024-12-05,2024-12-05,上海仓,京东物流,北京,FWD436 ,着色系列,1619,16.19,1647.99,40475.0,True
SHP01657,2024-10,2024-10-02,2024-10-06,2024-10-05,深圳仓,德邦,成都,FWD6504,水晶系列,586,5.86,1825.11,49810.0,True
SHP01658,2025-09,2025-09-17,2025-09-29,2025-10-03,上海仓,FedEx,武汉,FWD225WR,耐候系列,1371,13.71,1873.83,123390.0,True
SHP01659,2025-11,2025-11-08,2025-11-11,2025-11-14,深圳仓,中外运,Singapore,FWDD25X,钻石系列,1651,33.02,460.5,412750.0,True
SHP01660,2025-03,2025-03-15,2025-03-28,2025-03-31,深圳仓,中外运,武汉,FWDV220,玻璃包银系列,1462,14.62,138.7,2061420.0,True
SHP01661,2025-03,2025-03-26,2025-04-05,2025-04-07,上海仓,京东物流,Frankfurt,FWD6003TWR,耐候系列,1249,12.49,1171.72,99920.0,True
SHP01662,2024-12,2024-12-28,2025-01-03,2025-01-03,上海仓,京东物流,重庆,FWD6009,超白系列,610,6.1,739.89,27450.0,False
SHP01663,2025-05,2025-05-02,2025-05-14,2025-05-17,成都仓,德邦,上海,FWDV550,玻璃包银系列,12,0.0,306.7,15720.0,True
SHP01664,2025-11,2025-11-22,2025-11-24,2025-11-28,上海仓,京东物流,Los Angeles,FWD402,着色系列,1979,39.58,686.39,87076.0,True
SHP01665,2025-06,2025-06-15,2025-06-19,2025-06-19,深圳仓,顺丰,Tokyo,FWDD10A,钻石系列,348,0.0,1340.97,34800.0,True
SHP01666,2024-11,2024-11-17,2024-11-27,2024-12-02,上海仓,中外运,上海,FWD6003T,超白系列,1752,17.52,254.17,65700.0,True
SHP01667,2025-06,2025-06-24,2025-06-30,2025-07-03,广州仓,FedEx,Los Angeles,BHC89233BR,着色变色龙,1644,32.88,1843.81,822000.0,True
SHP01668,2025-11,2025-11-16,2025-11-26,2025-12-01,上海仓,中外运,广州,FWD5870C,钻石系列,798,0.0,408.42,143640.0,True
SHP01669,2025-04,2025-04-24,2025-04-26,2025-04-26,深圳仓,顺丰,西安,FWD6885,水晶系列,75,1.5,451.94,4125.0,True
SHP01670,2024-11,2024-11-05,2024-11-19,2024-11-18,上海仓,德邦,深圳,FWD8205WR,耐候系列,1059,10.59,1206.77,232980.0,True
SHP01671,2025-07,2025-07-27,2025-07-30,2025-07-30,上海仓,德邦,武汉,BHC9225BMTH,化妆品系列,890,0.0,536.41,195800.0,True
SHP01672,2025-07,2025-07-14,2025-07-22,2025-07-24,成都仓,德邦,武汉,FWDV080B,玻璃包银系列,35,0.35,1297.21,148050.0,True
SHP01673,2025-11,2025-11-01,2025-11-11,2025-11-16,广州仓,德邦,南京,FWD151WR,耐候系列,75,0.75,562.58,4500.0,True
SHP01674,2025-08,2025-08-27,2025-09-01,2025-09-01,成都仓,DHL,成都,FWDD29X,钻石系列,194,0.0,1924.49,67900.0,True
SHP01675,2025-03,2025-03-25,2025-04-03,2025-04-05,深圳仓,德邦,西安,FWDV040,玻璃包银系列,1165,11.65,1751.01,8207425.0,True
SHP01676,2025-02,2025-02-09,2025-02-12,2025-02-11,深圳仓,顺丰,广州,FWD3500,金属彩光系列,954,0.0,1736.89,32436.0,True
SHP01677,2025-07,2025-07-18,2025-07-24,2025-07-26,广州仓,德邦,成都,FWD402,着色系列,487,9.74,1938.02,21428.0,True
SHP01678,2025-05,2025-05-10,2025-05-24,2025-05-27,广州仓,DHL,Singapore,FWD436 ,着色系列,445,8.9,215.25,11125.0,True
SHP01679,2024-11,2024-11-25,2024-12-04,2024-12-06,广州仓,京东物流,Tokyo,FWD7331,其他,1013,10.13,1208.06,111430.0,True
SHP01680,2024-11,2024-11-19,2024-11-25,2024-11-25,广州仓,中外运,重庆,FWD219,虹彩系列,946,0.0,1096.5,35475.0,False
SHP01681,2025-03,2025-03-06,2025-03-17,2025-03-18,成都仓,京东物流,Tokyo,FWD504WR,耐候系列,1308,26.16,1197.51,117720.0,True
SHP01682,2025-10,2025-10-21,2025-11-05,2025-11-09,深圳仓,顺丰,成都,FWD5870B,钻石系列,262,2.62,1441.52,47160.0,True
SHP01683,2025-09,2025-09-28,2025-10-11,2025-10-14,上海仓,京东物流,西安,FWD5870D,钻石系列,225,2.25,152.9,40500.0,False
SHP01684,2025-09,2025-09-28,2025-10-03,2025-10-07,成都仓,德邦,杭州,FWD100,银白系列,385,7.7,427.11,9625.0,True
SHP01685,2025-04,2025-04-16,2025-04-17,2025-04-21,成都仓,德邦,Seoul,FWD221WR,耐候系列,1211,24.22,1920.23,108990.0,True
SHP01686,2025-05,2025-05-13,2025-05-27,2025-05-27,广州仓,FedEx,北京,FWD306WR,耐候系列,1005,10.05,1920.93,90450.0,False
SHP01687,2025-03,2025-03-02,2025-03-05,2025-03-05,成都仓,德邦,Frankfurt,FWD425,着色系列,1170,11.7,389.71,70200.0,True
SHP01688,2025-07,2025-07-11,2025-07-18,2025-07-21,成都仓,中外运,上海,FWD205A,虹彩系列,289,2.89,285.41,10837.5,False
SHP01689,2025-07,2025-07-09,2025-07-20,2025-07-22,广州仓,京东物流,Seoul,FWDV095B,玻璃包银系列,1377,13.77,1841.44,2451060.0,False
SHP01690,2025-10,2025-10-23,2025-11-03,2025-11-03,成都仓,京东物流,Los Angeles,FWD110,银白系列,279,0.0,839.93,7533.0,True
SHP01691,2025-05,2025-05-11,2025-05-14,2025-05-18,成都仓,德邦,深圳,FWD520,金属彩光系列,1447,14.47,1810.18,49198.0,True
SHP01692,2025-02,2025-02-18,2025-02-24,2025-02-27,广州仓,顺丰,Frankfurt,FWD225,虹彩系列,1925,0.0,1211.79,72187.5,True
SHP01693,2024-12,2024-12-02,2024-12-05,2024-12-05,深圳仓,京东物流,Tokyo,FWD217,虹彩系列,706,14.12,139.26,26475.0,True
SHP01694,2025-11,2025-11-07,2025-11-10,2025-11-14,上海仓,中外运,深圳,FWD416,着色系列,74,1.48,1969.38,4440.0,True
SHP01695,2025-10,2025-10-18,2025-10-25,2025-10-30,成都仓,中外运,北京,FWD502,金属彩光系列,1394,13.94,170.52,47396.0,True
SHP01696,2025-02,2025-02-13,2025-02-27,2025-03-01,成都仓,FedEx,南京,FWD215WR,耐候系列,1009,20.18,861.92,90810.0,True
SHP01697,2025-08,2025-08-28,2025-09-01,2025-09-05,上海仓,德邦,上海,FWD306,金色系列,1236,12.36,96.7,46350.0,True
SHP01698,2025-11,2025-11-15,2025-11-26,2025-11-30,上海仓,德邦,西安,FWD5892,钻石系列,611,12.22,400.97,152750.0,True
SHP01699,2025-05,2025-05-08,2025-05-12,2025-05-17,成都仓,德邦,Tokyo,BHC9227GOH,化妆品系列,1978,0.0,696.2,435160.0,True
SHP01700,2025-07,2025-07-04,2025-07-08,2025-07-12,广州仓,京东物流,成都,FWD6018,超白系列,1525,15.25,1677.32,57187.5,True
SHP01701,2025-11,2025-11-10,2025-11-13,2025-11-12,深圳仓,顺丰,Seoul,FWDD27L,钻石系列,1540,15.4,1338.37,431200.0,True
SHP01702,2025-08,2025-08-23,2025-08-28,2025-08-28,成都仓,京东物流,武汉,FWD419B,着色系列,153,3.06,518.23,9180.0,True
SHP01703,2024-10,2024-10-28,2024-11-11,2024-11-13,深圳仓,德邦,南京,FWD413,着色系列,1470,14.7,1494.23,88200.0,True
SHP01704,2025-08,2025-08-23,2025-08-25,2025-08-29,深圳仓,京东物流,深圳,FWD416,着色系列,1855,0.0,315.34,111300.0,True
SHP01705,2025-11,2025-11-12,2025-11-24,2025-11-24,广州仓,京东物流,Tokyo,FWDV060B,玻璃包银系列,707,7.07,1726.48,3411275.0,True
SHP01706,2025-08,2025-08-18,2025-08-20,2025-08-20,广州仓,顺丰,Singapore,FWD302WR,耐候系列,1507,15.07,390.94,135630.0,True
SHP01707,2024-11,2024-11-28,2024-12-08,2024-12-11,广州仓,DHL,Seoul,FWD6300,水晶系列,1503,30.06,656.68,127755.0,True
SHP01708,2025-08,2025-08-27,2025-09-04,2025-09-04,上海仓,FedEx,Seoul,FWD6850,水晶系列,1484,14.84,1588.08,126140.0,True
SHP01709,2025-02,2025-02-01,2025-02-14,2025-02-16,上海仓,FedEx,广州,FWD6219,水晶系列,1710,17.1,1139.71,94050.0,True
SHP01710,2024-10,2024-10-03,2024-10-17,2024-10-21,成都仓,德邦,Seoul,FWD305,金色系列,1461,14.61,833.47,54787.5,True
SHP01711,2025-06,2025-06-05,2025-06-19,2025-06-19,成都仓,中外运,Los Angeles,FWD205,虹彩系列,1186,11.86,1336.98,44475.0,False
SHP01712,2025-03,2025-03-15,2025-03-27,2025-03-26,成都仓,京东物流,北京,FWD400B,着色系列,802,8.02,1802.44,35288.0,True
SHP01713,2025-10,2025-10-10,2025-10-14,2025-10-15,上海仓,顺丰,上海,FWD509,金属彩光系列,1703,34.06,909.76,57902.0,True
SHP01714,2025-09,2025-09-11,2025-09-24,2025-09-23,广州仓,FedEx,Singapore,FWD403,着色系列,1660,16.6,348.74,73040.0,True
SHP01715,2025-06,2025-06-27,2025-07-06,2025-07-10,上海仓,德邦,上海,FWD300,金色系列,1739,34.78,1493.85,65212.5,True
SHP01716,2025-05,2025-05-18,2025-05-20,2025-05-21,深圳仓,FedEx,武汉,FWD305,金色系列,1096,21.92,1892.03,41100.0,True
SHP01717,2025-09,2025-09-08,2025-09-14,2025-09-17,上海仓,中外运,上海,FWD323M,金色系列,90,1.8,204.12,3375.0,False
SHP01718,2024-11,2024-11-18,2024-12-01,2024-12-05,成都仓,FedEx,西安,FWD500WR,耐候系列,1748,34.96,722.99,157320.0,True
SHP01719,2025-05,2025-05-21,2025-05-29,2025-05-29,上海仓,FedEx,Frankfurt,FWD530,金属彩光系列,412,4.12,1440.94,14008.0,True
SHP01720,2025-05,2025-05-23,2025-06-01,2025-05-31,深圳仓,德邦,南京,FWD436 ,着色系列,1586,31.72,1682.59,39650.0,True
SHP01721,2025-05,2025-05-01,2025-05-10,2025-05-12,上海仓,京东物流,北京,FWD502,金属彩光系列,486,4.86,113.52,16524.0,True
SHP01722,2024-11,2024-11-16,2024-11-18,2024-11-23,深圳仓,德邦,Tokyo,BHC9328GR,玻璃变色龙,951,9.51,166.97,475500.0,True
SHP01723,2025-07,2025-07-01,2025-07-04,2025-07-04,深圳仓,FedEx,武汉,FWD7322B,其他,700,7.0,1900.11,49000.0,True
SHP01724,2025-07,2025-07-20,2025-07-24,2025-07-29,成都仓,顺丰,西安,FWDD10L,钻石系列,1033,10.33,900.74,123960.0,True
SHP01725,2025-09,2025-09-11,2025-09-13,2025-09-12,成都仓,顺丰,武汉,BHC89232BR,着色变色龙,16,0.32,1298.95,8000.0,True
SHP01726,2025-02,2025-02-22,2025-02-25,2025-02-26,深圳仓,德邦,杭州,FWD300WR,耐候系列,1406,14.06,1358.82,126540.0,True
SHP01727,2025-01,2025-01-27,2025-01-30,2025-01-31,广州仓,中外运,上海,FWD530,金属彩光系列,1937,19.37,1333.34,65858.0,True
SHP01728,2024-12,2024-12-20,2024-12-25,2024-12-26,深圳仓,中外运,北京,FWD6303,水晶系列,1734,17.34,1698.63,147390.0,True
SHP01729,2024-11,2024-11-21,2024-11-29,2024-11-29,深圳仓,德邦,广州,FWD415Y,着色系列,1817,18.17,946.15,79948.0,True
SHP01730,2025-05,2025-05-10,2025-05-23,2025-05-24,成都仓,德邦,Tokyo,FWD522,金属彩光系列,376,0.0,944.43,12784.0,False
SHP01731,2024-10,2024-10-02,2024-10-13,2024-10-15,成都仓,顺丰,西安,FWDV080,玻璃包银系列,1638,0.0,275.84,8288280.0,True
SHP01732,2025-11,2025-11-23,2025-12-05,2025-12-07,成都仓,DHL,Frankfurt,FWD5519WR,耐候系列,83,1.66,283.22,9960.0,True
SHP01733,2025-06,2025-06-17,2025-06-19,2025-06-22,深圳仓,京东物流,北京,FWD152,银白系列,1463,0.0,1400.58,39501.0,True
SHP01734,2025-08,2025-08-17,2025-08-21,2025-08-23,上海仓,顺丰,杭州,FWDD10A,钻石系列,1629,0.0,268.66,162900.0,False
SHP01735,2025-01,2025-01-25,2025-01-30,2025-02-04,广州仓,京东物流,南京,FWD522WR,耐候系列,1654,33.08,1164.41,148860.0,True
SHP01736,2025-07,2025-07-28,2025-08-03,2025-08-03,广州仓,顺丰,西安,HC010AS,云母粉,812,0.0,1574.19,20300.0,True
SHP01737,2024-12,2024-12-28,2025-01-12,2025-01-15,深圳仓,DHL,上海,FWD308,金色系列,1838,18.38,1582.92,68925.0,True
SHP01738,2025-10,2025-10-13,2025-10-20,2025-10-25,深圳仓,京东物流,上海,FWD5800A,钻石系列,103,0.0,188.77,12360.0,False
SHP01739,2024-11,2024-11-24,2024-12-07,2024-12-09,成都仓,FedEx,杭州,FWD7331,其他,1613,16.13,340.98,177430.0,True
SHP01740,2025-02,2025-02-13,2025-02-18,2025-02-23,广州仓,FedEx,Singapore,BHC9235BVH,化妆品系列,1377,27.54,1562.74,302940.0,True
SHP01741,2025-05,2025-05-02,2025-05-05,2025-05-06,广州仓,中外运,Singapore,FWDV040,玻璃包银系列,41,0.82,451.41,288845.0,True
SHP01742,2024-11,2024-11-26,2024-12-05,2024-12-05,成都仓,顺丰,南京,BHC89237BG,着色变色龙,430,8.6,1548.62,215000.0,True
SHP01743,2025-04,2025-04-26,2025-04-30,2025-05-05,上海仓,中外运,Los Angeles,FWD500,金属彩光系列,211,4.22,1187.53,7174.0,False
SHP01744,2025-07,2025-07-19,2025-07-28,2025-07-29,深圳仓,顺丰,Los Angeles,FWDD27M,钻石系列,1596,15.96,1292.86,446880.0,True
SHP01745,2025-08,2025-08-07,2025-08-17,2025-08-20,成都仓,FedEx,上海,FWD6307A,水晶系列,159,3.18,312.93,8745.0,True
SHP01746,2025-02,2025-02-12,2025-02-13,2025-02-17,深圳仓,DHL,Tokyo,FWD401,着色系列,568,11.36,464.45,24992.0,True
SHP01747,2025-08,2025-08-21,2025-09-03,2025-09-06,上海仓,京东物流,西安,FWDD29L,钻石系列,247,2.47,1299.27,86450.0,True
SHP01748,2024-12,2024-12-11,2024-12-15,2024-12-15,成都仓,FedEx,重庆,FWD6504A,水晶系列,158,1.58,330.32,8690.0,True
SHP01749,2025-10,2025-10-14,2025-10-25,2025-10-27,深圳仓,顺丰,杭州,BHC9338GR,玻璃变色龙,988,19.76,1042.16,494000.0,True
SHP01750,2025-03,2025-03-03,2025-03-05,2025-03-05,深圳仓,德邦,深圳,FWD5516,金属彩光系列,1270,0.0,911.57,76200.0,True
SHP01751,2025-07,2025-07-15,2025-07-20,2025-07-22,成都仓,德邦,深圳,FWDV060,玻璃包银系列,48,0.48,542.57,280320.0,True
SHP01752,2024-12,2024-12-10,2024-12-18,2024-12-18,成都仓,DHL,西安,FWD307,金色系列,1486,29.72,550.58,55725.0,True
SHP01753,2024-11,2024-11-21,2024-11-29,2024-12-01,上海仓,德邦,杭州,FWD6602E,磁性珠光,592,5.92,692.65,88800.0,True
SHP01754,2025-11,2025-11-01,2025-11-02,2025-11-06,成都仓,德邦,Frankfurt,FWD416,着色系列,192,1.92,357.52,11520.0,False
SHP01755,2025-01,2025-01-06,2025-01-07,2025-01-07,广州仓,德邦,成都,FWD351,金色系列,723,7.23,1423.64,27112.5,True
SHP01756,2024-12,2024-12-18,2024-12-27,2024-12-27,上海仓,京东物流,北京,FWD436 ,着色系列,1200,12.0,1694.48,30000.0,True
SHP01757,2025-01,2025-01-27,2025-02-11,2025-02-11,成都仓,DHL,成都,FWD5870D,钻石系列,1296,12.96,703.0,233280.0,True
SHP01758,2025-03,2025-03-08,2025-03-15,2025-03-15,深圳仓,德邦,上海,FWDV060B,玻璃包银系列,1605,0.0,752.07,7744125.0,True
SHP01759,2025-02,2025-02-24,2025-03-01,2025-03-06,深圳仓,京东物流,西安,FWD323M,金色系列,1467,29.34,717.5,55012.5,True
SHP01760,2025-08,2025-08-19,2025-08-28,2025-08-29,成都仓,顺丰,深圳,FWDV220,玻璃包银系列,399,0.0,1656.11,562590.0,True
SHP01761,2024-12,2024-12-06,2024-12-20,2024-12-19,深圳仓,德邦,杭州,FWD7504,其他,678,13.56,1891.48,67800.0,True
SHP01762,2025-02,2025-02-27,2025-03-03,2025-03-02,上海仓,京东物流,上海,FWD5872A,钻石系列,1331,13.31,928.14,372680.0,True
SHP01763,2025-09,2025-09-15,2025-09-22,2025-09-22,上海仓,德邦,重庆,FWD6603B,磁性珠光,1793,17.93,1890.74,448250.0,True
SHP01764,2025-10,2025-10-26,2025-11-01,2025-11-04,深圳仓,DHL,Singapore,FWD525WR,耐候系列,725,7.25,717.49,65250.0,True
SHP01765,2025-03,2025-03-25,2025-04-07,2025-04-08,深圳仓,FedEx,西安,FWDD23M,钻石系列,1857,18.57,886.24,519960.0,True
SHP01766,2025-09,2025-09-22,2025-10-05,2025-10-05,成都仓,FedEx,Tokyo,FWD6603B,磁性珠光,1003,10.03,790.56,250750.0,True
SHP01767,2025-09,2025-09-19,2025-09-22,2025-09-21,广州仓,京东物流,南京,FWD103TWR,耐候系列,1048,10.48,1782.48,62880.0,True
SHP01768,2025-04,2025-04-06,2025-04-10,2025-04-14,深圳仓,DHL,武汉,FWDV150B,玻璃包银系列,1923,38.46,1450.05,4269060.0,True
SHP01769,2025-01,2025-01-03,2025-01-15,2025-01-16,成都仓,德邦,成都,FWD6504T,水晶系列,1245,24.9,1045.85,105825.0,False
SHP01770,2025-09,2025-09-14,2025-09-25,2025-09-29,上海仓,德邦,Seoul,FWD6001,超白系列,486,0.0,1200.14,18225.0,False
SHP01771,2025-04,2025-04-11,2025-04-16,2025-04-17,广州仓,中外运,杭州,BHC89235G,着色变色龙,1888,37.76,131.66,944000.0,True
SHP01772,2025-06,2025-06-04,2025-06-17,2025-06-18,深圳仓,顺丰,北京,FWD231WR,耐候系列,1844,36.88,1885.23,165960.0,True
SHP01773,2025-01,2025-01-08,2025-01-14,2025-01-15,广州仓,DHL,广州,FWD6601,磁性珠光,268,0.0,1909.73,40200.0,True
SHP01774,2024-11,2024-11-05,2024-11-09,2024-11-10,广州仓,德邦,西安,FWD534WR,耐候系列,1379,27.58,1013.66,124110.0,True
SHP01775,2024-12,2024-12-03,2024-12-12,2024-12-11,深圳仓,中外运,上海,FWDD10X,钻石系列,647,0.0,1302.91,77640.0,True
SHP01776,2025-01,2025-01-27,2025-02-01,2025-01-31,深圳仓,德邦,南京,FWD6215,水晶系列,106,1.06,512.31,5830.0,True
SHP01777,2025-05,2025-05-17,2025-05-24,2025-05-26,广州仓,京东物流,Frankfurt,FWD6810,水晶系列,954,9.54,990.55,52470.0,False
SHP01778,2024-12,2024-12-03,2024-12-07,2024-12-12,深圳仓,顺丰,广州,BHC89232BR,着色变色龙,1637,16.37,582.29,818500.0,False
SHP01779,2025-11,2025-11-07,2025-11-20,2025-11-21,深圳仓,DHL,南京,FWD534,金属彩光系列,1429,28.58,1403.94,48586.0,False
SHP01780,2025-09,2025-09-16,2025-09-30,2025-09-29,深圳仓,DHL,西安,FWD5800,钻石系列,1342,13.42,1091.99,181170.0,True
SHP01781,2025-05,2025-05-23,2025-05-28,2025-05-31,广州仓,DHL,Singapore,FWDD27M,钻石系列,619,0.0,898.25,173320.0,True
SHP01782,2025-06,2025-06-24,2025-07-09,2025-07-10,上海仓,中外运,广州,FWD6163,超白系列,1510,15.1,257.73,56625.0,True
SHP01783,2025-08,2025-08-25,2025-09-09,2025-09-11,深圳仓,DHL,北京,BHC9275BOH,化妆品系列,1976,39.52,910.86,434720.0,True
SHP01784,2025-02,2025-02-05,2025-02-15,2025-02-14,上海仓,京东物流,杭州,FWD6881,水晶系列,596,5.96,64.06,32780.0,True
SHP01785,2024-12,2024-12-24,2024-12-25,2024-12-25,深圳仓,德邦,Tokyo,FWD435B,着色系列,1244,24.88,150.26,74640.0,True
SHP01786,2025-04,2025-04-06,2025-04-20,2025-04-24,上海仓,德邦,广州,FWDD28M,钻石系列,1476,14.76,1657.64,413280.0,True
SHP01787,2025-07,2025-07-16,2025-07-29,2025-08-02,深圳仓,德邦,Singapore,FWD7331,其他,1527,30.54,513.86,167970.0,True
SHP01788,2025-07,2025-07-12,2025-07-23,2025-07-22,广州仓,中外运,Tokyo,FWDV020,玻璃包银系列,242,4.84,616.18,2146540.0,True
SHP01789,2025-06,2025-06-21,2025-06-28,2025-06-30,成都仓,FedEx,重庆,FWD7322,其他,293,2.93,382.02,20510.0,False
SHP01790,2024-10,2024-10-13,2024-10-26,2024-10-29,广州仓,德邦,Los Angeles,FWD6830,水晶系列,393,7.86,1512.04,33405.0,True
SHP01791,2024-12,2024-12-03,2024-12-17,2024-12-17,深圳仓,FedEx,西安,FWD7352,其他,1143,11.43,1365.16,68580.0,True
SHP01792,2025-01,2025-01-05,2025-01-07,2025-01-08,成都仓,FedEx,Seoul,FWD6003,超白系列,70,0.7,231.08,3430.0,True
SHP01793,2025-03,2025-03-19,2025-03-24,2025-03-23,上海仓,FedEx,Tokyo,FWD421,着色系列,995,19.9,983.2,59700.0,True
SHP01794,2025-08,2025-08-14,2025-08-17,2025-08-19,上海仓,FedEx,Singapore,BHC9325BR,玻璃变色龙,28,0.28,151.1,14000.0,True
SHP01795,2025-11,2025-11-22,2025-11-27,2025-11-26,上海仓,德邦,重庆,FWD215WR,耐候系列,613,6.13,1633.72,55170.0,True
SHP01796,2024-12,2024-12-09,2024-12-10,2024-12-11,深圳仓,德邦,杭州,FWDV155,玻璃包银系列,1864,0.0,786.36,2590960.0,True
SHP01797,2024-12,2024-12-16,2024-12-25,2024-12-28,上海仓,中外运,深圳,FWD6504T,水晶系列,183,0.0,1000.94,15555.0,False
SHP01798,2025-10,2025-10-26,2025-11-09,2025-11-09,成都仓,FedEx,重庆,HM010AS,云母粉,1098,0.0,1909.2,27450.0,True
SHP01799,2025-10,2025-10-27,2025-11-07,2025-11-08,深圳仓,DHL,杭州,FWD351WR,耐候系列,1406,14.06,122.62,126540.0,True
SHP01800,2025-01,2025-01-03,2025-01-18,2025-01-23,成都仓,德邦,杭州,FWD151,银白系列,1870,18.7,989.35,46750.0,True
SHP01801,2024-10,2024-10-27,2024-11-07,2024-11-10,广州仓,DHL,北京,FWD400B,着色系列,309,3.09,1532.13,13596.0,True
SHP01802,2025-09,2025-09-15,2025-09-16,2025-09-17,广州仓,中外运,南京,FWD425B,着色系列,379,3.79,1760.3,22740.0,False
SHP01803,2024-12,2024-12-07,2024-12-16,2024-12-17,上海仓,顺丰,广州,HM010AS,云母粉,373,7.46,462.68,9325.0,True
SHP01804,2025-09,2025-09-28,2025-10-02,2025-10-01,成都仓,顺丰,Singapore,FWD522,金属彩光系列,1405,0.0,1266.89,47770.0,True
SHP01805,2024-10,2024-10-10,2024-10-23,2024-10-27,上海仓,京东物流,Singapore,FWD103TWR,耐候系列,264,0.0,1143.68,15840.0,True
SHP01806,2024-12,2024-12-15,2024-12-25,2024-12-27,深圳仓,京东物流,Frankfurt,FWDD21M,钻石系列,1193,11.93,744.02,334040.0,True
SHP01807,2025-01,2025-01-17,2025-01-24,2025-01-27,成都仓,DHL,南京,FWDD28L,钻石系列,1926,19.26,560.68,539280.0,True
SHP01808,2025-01,2025-01-25,2025-02-05,2025-02-09,成都仓,德邦,Seoul,FWD151,银白系列,466,4.66,1573.15,11650.0,True
SHP01809,2024-12,2024-12-06,2024-12-15,2024-12-20,成都仓,顺丰,重庆,FWDD25L,钻石系列,795,7.95,1196.94,222600.0,True
SHP01810,2025-07,2025-07-02,2025-07-03,2025-07-08,上海仓,FedEx,西安,FWD534WR,耐候系列,1001,10.01,905.15,90090.0,True
SHP01811,2024-10,2024-10-02,2024-10-03,2024-10-08,成都仓,FedEx,西安,BHC89230GY,着色变色龙,468,4.68,561.68,234000.0,True
SHP01812,2025-01,2025-01-05,2025-01-07,2025-01-10,上海仓,德邦,上海,FWD235,虹彩系列,409,4.09,1642.67,15337.5,False
SHP01813,2025-05,2025-05-08,2025-05-13,2025-05-18,深圳仓,FedEx,杭州,FWD6504T,水晶系列,730,14.6,1144.64,62050.0,True
