return_id,shipment_id,month,sku,category,return_qty,return_reason,return_date,refund_amount,restockable,carrier
RET00513,SHP02593,2025-05,FWD361,金色系列,117,规格不符,2025-06-02,4095.0,True,京东物流
RET00514,SHP02150,2025-09,FWD7322,其他,606,客户取消,2025-10-07,42420.0,True,顺丰
RET00515,SHP03373,2025-06,FWD5871A,钻石系列,799,客户取消,2025-06-13,223720.0,True,顺丰
RET00516,SHP02368,2025-09,FWD6840,水晶系列,433,发货错误,2025-10-05,36805.0,True,DHL
RET00517,SHP02896,2025-08,FWD302WR,耐候系列,1025,运输损坏,2025-09-12,92250.0,False,中外运
RET00518,SHP02894,2025-04,FWD7365,其他,481,质量问题,2025-04-17,28860.0,False,京东物流
RET00519,SHP02617,2025-11,FWD8205WR,耐候系列,120,客户取消,2025-11-29,26400.0,True,顺丰
RET00520,SHP01637,2025-09,FWD8503WR,耐候系列,1651,质量问题,2025-10-03,297180.0,False,德邦
RET00521,SHP01240,2025-04,FWD6882,水晶系列,103,客户取消,2025-04-30,5665.0,True,顺丰
RET00522,SHP01159,2024-12,FWD5800D,钻石系列,160,质量问题,2025-01-04,19200.0,False,DHL
RET00523,SHP03226,2025-01,FWD123T,银白系列,1210,质量问题,2025-01-18,39930.0,False,德邦
RET00524,SHP00706,2024-11,FWD111M,银白系列,45,发货错误,2024-11-19,1305.0,True,顺丰
RET00525,SHP02269,2025-09,FWD421,着色系列,205,规格不符,2025-09-29,12300.0,True,FedEx
RET00526,SHP03264,2024-12,FWD509,金属彩光系列,407,客户取消,2024-12-18,13838.0,True,顺丰
RET00527,SHP01123,2024-10,FWD5874A,钻石系列,401,质量问题,2024-10-28,112280.0,False,京东物流
RET00528,SHP02349,2025-05,FWD7504,其他,1325,客户取消,2025-05-23,132500.0,True,京东物流
RET00529,SHP01421,2024-11,BHC9237GRH,化妆品系列,188,运输损坏,2024-12-08,41360.0,False,顺丰
RET00530,SHP01098,2025-11,FWD6504T,水晶系列,168,客户取消,2025-12-06,14280.0,True,DHL
RET00531,SHP00078,2025-03,FWD302,金色系列,75,运输损坏,2025-04-06,2812.5,False,FedEx
RET00532,SHP00360,2024-10,FWDD23M,钻石系列,207,规格不符,2024-10-20,57960.0,True,德邦
RET00533,SHP00981,2025-08,FWD6884,水晶系列,347,运输损坏,2025-08-19,19085.0,False,德邦
RET00534,SHP02155,2025-04,FWD5519WR,耐候系列,1212,规格不符,2025-05-11,145440.0,True,顺丰
RET00535,SHP03291,2025-05,FWDV080B,玻璃包银系列,722,规格不符,2025-05-24,3054060.0,True,FedEx
RET00536,SHP01645,2024-12,FWD221WR,耐候系列,1189,运输损坏,2024-12-31,107010.0,False,德邦
RET00537,SHP01119,2025-10,FWD413,着色系列,101,规格不符,2025-10-07,6060.0,True,京东物流
RET00538,SHP00514,2025-03,FWD8205WR,耐候系列,260,运输损坏,2025-04-09,57200.0,False,德邦
RET00539,SHP02494,2024-12,FWD362,金色系列,25,质量问题,2024-12-23,937.5,False,中外运
RET00540,SHP03085,2024-10,FWD6910,水晶系列,719,质量问题,2024-10-12,39545.0,False,德邦
RET00541,SHP03002,2025-04,FWDV150B,玻璃包银系列,1213,客户取消,2025-04-17,2692860.0,True,中外运
RET00542,SHP00485,2025-03,BHC9233POH,化妆品系列,1000,客户取消,2025-03-22,220000.0,True,顺丰
RET00543,SHP00099,2024-10,FWD103TWR,耐候系列,799,质量问题,2024-10-24,47940.0,False,中外运
RET00544,SHP01516,2025-06,FWD249,虹彩系列,242,客户取消,2025-07-02,9075.0,True,京东物流
RET00545,SHP00452,2025-07,FWD530,金属彩光系列,319,规格不符,2025-08-10,10846.0,True,FedEx
RET00546,SHP03495,2025-02,FWD3112,金色系列,646,客户取消,2025-02-27,25840.0,True,中外运
RET00547,SHP02202,2024-10,FWD534WR,耐候系列,37,规格不符,2024-11-05,3330.0,True,DHL
RET00548,SHP00226,2025-02,FWDD21M,钻石系列,82,质量问题,2025-03-07,22960.0,False,DHL
RET00549,SHP02268,2025-09,BHC5518,化妆品系列,561,质量问题,2025-09-11,42075.0,False,中外运
RET00550,SHP02745,2025-02,FWD401,着色系列,1105,规格不符,2025-03-02,48620.0,True,顺丰
RET00551,SHP01270,2025-04,FWD3302,金色系列,92,运输损坏,2025-04-23,3450.0,False,FedEx
RET00552,SHP02094,2024-12,FWD300WR,耐候系列,88,规格不符,2024-12-18,7920.0,True,DHL
RET00553,SHP03404,2025-02,FWD289,虹彩系列,304,客户取消,2025-02-10,11400.0,True,FedEx
RET00554,SHP00757,2025-11,FWD522,金属彩光系列,207,规格不符,2025-12-03,7038.0,True,中外运
RET00555,SHP01311,2025-11,FWD6603,磁性珠光,1071,客户取消,2025-11-22,267750.0,True,FedEx
RET00556,SHP01124,2025-06,FWD504,金属彩光系列,848,质量问题,2025-06-27,28832.0,False,中外运
RET00557,SHP02849,2025-06,FWDV040,玻璃包银系列,414,运输损坏,2025-06-28,2916630.0,False,德邦
RET00558,SHP03448,2025-08,FWD151WR,耐候系列,539,发货错误,2025-08-20,32340.0,True,中外运
RET00559,SHP02436,2025-09,FWD231,虹彩系列,739,规格不符,2025-09-19,27712.5,True,京东物流
RET00560,SHP00986,2025-08,FWD5870B,钻石系列,515,质量问题,2025-08-28,92700.0,False,DHL
RET00561,SHP01137,2025-06,BHC9227GOH,化妆品系列,267,客户取消,2025-06-20,58740.0,True,DHL
RET00562,SHP01222,2024-10,FWD123T,银白系列,918,运输损坏,2024-10-25,30294.0,False,顺丰
RET00563,SHP02120,2025-06,FWDD23L,钻石系列,136,运输损坏,2025-07-03,38080.0,False,FedEx
RET00564,SHP01348,2025-09,BHC9320YB,玻璃变色龙,395,发货错误,2025-10-10,197500.0,True,京东物流
RET00565,SHP00049,2025-06,FWD435,着色系列,43,质量问题,2025-06-14,2580.0,False,FedEx
RET00566,SHP02704,2025-03,FWD152,银白系列,103,发货错误,2025-03-12,2781.0,True,FedEx
RET00567,SHP01111,2025-10,FWD901KSW,耐候系列,1530,规格不符,2025-10-15,198900.0,True,FedEx
RET00568,SHP02464,2024-10,FWD510,金属彩光系列,54,发货错误,2024-10-21,1836.0,True,京东物流
RET00569,SHP01405,2025-03,FWD6500A,水晶系列,766,运输损坏,2025-03-11,42130.0,False,中外运
RET00570,SHP00818,2024-11,FWD323WR,耐候系列,150,发货错误,2024-12-09,13500.0,True,德邦
RET00571,SHP00820,2025-10,FWD505,金属彩光系列,188,质量问题,2025-11-06,6392.0,False,DHL
RET00572,SHP00535,2025-10,FWDD28M,钻石系列,1210,客户取消,2025-10-24,338800.0,True,中外运
RET00573,SHP01481,2025-06,HC010AS,云母粉,400,发货错误,2025-07-08,10000.0,True,DHL
RET00574,SHP00629,2024-12,BHC9227GOH,化妆品系列,536,客户取消,2024-12-28,117920.0,True,FedEx
RET00575,SHP01781,2025-05,FWDD27M,钻石系列,412,质量问题,2025-05-31,115360.0,False,DHL
RET00576,SHP01580,2025-04,FWD103TWR,耐候系列,310,质量问题,2025-04-21,18600.0,False,京东物流
RET00577,SHP00739,2024-11,FWD6001,超白系列,1636,发货错误,2024-11-08,61350.0,True,京东物流
RET00578,SHP02410,2025-01,FWD435B,着色系列,62,发货错误,2025-01-19,3720.0,True,京东物流
RET00579,SHP00329,2025-08,FWD410,着色系列,147,客户取消,2025-08-21,8820.0,True,德邦
RET00580,SHP03191,2025-11,FWD205WR,耐候系列,1076,运输损坏,2025-12-09,96840.0,False,FedEx
RET00581,SHP00061,2025-06,BHC89232BR,着色变色龙,43,质量问题,2025-06-13,21500.0,False,德邦
RET00582,SHP00887,2025-10,FWD401,着色系列,45,质量问题,2025-10-16,1980.0,False,DHL
RET00583,SHP01069,2025-10,FWD6006,超白系列,25,发货错误,2025-10-16,975.0,True,德邦
RET00584,SHP01976,2025-03,FWD101WR,耐候系列,422,质量问题,2025-04-03,25320.0,False,德邦
RET00585,SHP02366,2024-10,FWD6501,水晶系列,37,运输损坏,2024-10-12,2035.0,False,FedEx
RET00586,SHP02069,2025-04,FWDV080B,玻璃包银系列,7,规格不符,2025-04-12,29610.0,True,FedEx
RET00587,SHP00209,2025-10,FWD205,虹彩系列,164,质量问题,2025-10-23,6150.0,False,DHL
RET00588,SHP01927,2025-04,FWD351WR,耐候系列,17,质量问题,2025-05-10,1530.0,False,FedEx
RET00589,SHP02176,2025-02,FWD320,金色系列,598,运输损坏,2025-03-02,22425.0,False,FedEx
RET00590,SHP02456,2025-01,FWD400B,着色系列,54,运输损坏,2025-01-23,2376.0,False,DHL
RET00591,SHP01268,2025-05,FWDD10X,钻石系列,1085,规格不符,2025-05-11,130200.0,True,DHL
RET00592,SHP00154,2024-10,FWD300,金色系列,312,运输损坏,2024-11-04,11700.0,False,DHL
RET00593,SHP00755,2025-04,FWD7322B,其他,195,运输损坏,2025-04-19,13650.0,False,中外运
RET00594,SHP03022,2025-02,FWDV550,玻璃包银系列,918,质量问题,2025-03-05,1202580.0,False,顺丰
RET00595,SHP02248,2025-11,FWDV095,玻璃包银系列,775,运输损坏,2025-12-04,1658500.0,False,德邦
RET00596,SHP02551,2024-10,FWD308,金色系列,162,客户取消,2024-10-13,6075.0,True,京东物流
RET00597,SHP02461,2025-11,FWD5516,金属彩光系列,979,运输损坏,2025-11-30,58740.0,False,京东物流
RET00598,SHP00126,2025-08,FWD123TS,银白系列,576,客户取消,2025-08-22,21888.0,True,FedEx
RET00599,SHP02624,2025-07,FWD532,金属彩光系列,1514,客户取消,2025-07-21,51476.0,True,FedEx
RET00600,SHP01044,2025-10,FWD306WR,耐候系列,235,运输损坏,2025-11-01,21150.0,False,DHL
RET00601,SHP01856,2024-10,FWD152,银白系列,582,规格不符,2024-10-31,15714.0,True,德邦
RET00602,SHP01458,2025-10,FWD304,金色系列,270,运输损坏,2025-10-27,10125.0,False,顺丰
RET00603,SHP02678,2025-10,FWD6219,水晶系列,858,质量问题,2025-11-04,47190.0,False,DHL
RET00604,SHP02747,2024-12,FWD400B,着色系列,607,运输损坏,2025-01-08,26708.0,False,FedEx
RET00605,SHP01290,2025-07,FWD215,虹彩系列,28,规格不符,2025-08-10,1050.0,True,DHL
RET00606,SHP00843,2024-11,FWD111M,银白系列,38,发货错误,2024-12-09,1102.0,True,FedEx
RET00607,SHP02296,2024-11,FWD510,金属彩光系列,357,客户取消,2024-12-01,12138.0,True,顺丰
RET00608,SHP01017,2025-09,FWD6003T,超白系列,757,规格不符,2025-10-05,28387.5,True,德邦
RET00609,SHP03120,2025-11,FWD2205G,虹彩系列,677,运输损坏,2025-11-17,25387.5,False,DHL
RET00610,SHP02658,2025-10,FWD3112,金色系列,888,运输损坏,2025-10-24,35520.0,False,德邦
RET00611,SHP01273,2025-02,FWD5516,金属彩光系列,79,质量问题,2025-02-18,4740.0,False,FedEx
RET00612,SHP02647,2025-03,FWDV150B,玻璃包银系列,1169,发货错误,2025-04-02,2595180.0,True,FedEx
RET00613,SHP02988,2025-10,FWD225WR,耐候系列,15,发货错误,2025-11-07,1350.0,True,中外运
RET00614,SHP00628,2025-05,BHC89234BG,着色变色龙,62,质量问题,2025-05-24,31000.0,False,德邦
RET00615,SHP01547,2025-06,FWD6502A,水晶系列,108,质量问题,2025-06-20,5940.0,False,中外运
RET00616,SHP03029,2025-07,FWD151,银白系列,612,规格不符,2025-08-04,15300.0,True,中外运
RET00617,SHP02851,2024-12,FWD5871A,钻石系列,981,发货错误,2024-12-13,274680.0,True,德邦
RET00618,SHP01919,2025-02,FWD304,金色系列,573,发货错误,2025-02-23,21487.5,True,顺丰
RET00619,SHP00499,2025-09,FWD323WR,耐候系列,115,质量问题,2025-09-18,10350.0,False,DHL
RET00620,SHP03220,2025-08,FWD6820,水晶系列,516,规格不符,2025-08-30,43860.0,True,德邦
RET00621,SHP00933,2025-08,FWD6910,水晶系列,1418,运输损坏,2025-09-08,77990.0,False,京东物流
RET00622,SHP00017,2024-10,FWD221,虹彩系列,702,发货错误,2024-10-20,26325.0,True,顺丰
RET00623,SHP00139,2025-09,FWD5870D,钻石系列,444,发货错误,2025-09-10,79920.0,True,顺丰
RET00624,SHP01578,2025-01,FWD6884,水晶系列,1057,规格不符,2025-01-10,58135.0,True,顺丰
RET00625,SHP03313,2025-03,FWD305,金色系列,1406,客户取消,2025-03-30,52725.0,True,京东物流
RET00626,SHP01667,2025-06,BHC89233BR,着色变色龙,609,客户取消,2025-07-03,304500.0,True,FedEx
RET00627,SHP01682,2025-10,FWD5870B,钻石系列,33,质量问题,2025-11-09,5940.0,False,顺丰
RET00628,SHP00640,2025-07,FWD205,虹彩系列,791,发货错误,2025-07-26,29662.5,True,顺丰
RET00629,SHP00950,2025-11,FWD3112,金色系列,842,质量问题,2025-12-09,33680.0,False,中外运
RET00630,SHP02537,2025-06,BHC9326BM ,玻璃变色龙,1098,质量问题,2025-06-23,27450.0,False,DHL
RET00631,SHP01380,2025-08,BHC89232BR,着色变色龙,1430,质量问题,2025-08-15,715000.0,False,FedEx
RET00632,SHP00020,2025-02,FWD6500A,水晶系列,993,发货错误,2025-02-23,54615.0,True,FedEx
RET00633,SHP01984,2024-12,FWDV155,玻璃包银系列,737,规格不符,2024-12-21,1024430.0,True,德邦
RET00634,SHP01412,2025-04,FWD355,金色系列,509,规格不符,2025-04-17,19087.5,True,中外运
RET00635,SHP03275,2025-01,FWD520WR,耐候系列,216,客户取消,2025-01-16,19440.0,True,中外运
RET00636,SHP01681,2025-03,FWD504WR,耐候系列,218,发货错误,2025-03-18,19620.0,True,京东物流
RET00637,SHP02315,2024-12,FWD421,着色系列,80,客户取消,2024-12-24,4800.0,True,中外运
RET00638,SHP01408,2025-04,FWD303WR,耐候系列,744,客户取消,2025-04-24,66960.0,True,DHL
RET00639,SHP02027,2025-01,FWD6850,水晶系列,679,发货错误,2025-02-03,57715.0,True,顺丰
RET00640,SHP02562,2025-10,FWD362,金色系列,986,发货错误,2025-10-20,36975.0,True,德邦
RET00641,SHP01223,2025-02,FWD6603,磁性珠光,1064,发货错误,2025-02-24,266000.0,True,顺丰
RET00642,SHP00289,2025-04,BHC89230GY,着色变色龙,743,发货错误,2025-04-29,371500.0,True,DHL
RET00643,SHP03027,2025-05,FWDD28M,钻石系列,321,发货错误,2025-06-03,89880.0,True,京东物流
RET00644,SHP03477,2025-04,FWDD28X,钻石系列,518,质量问题,2025-04-23,129500.0,False,FedEx
RET00645,SHP00466,2025-03,FWD6840,水晶系列,86,客户取消,2025-04-05,7310.0,True,中外运
