po_id,po_date,month,supplier_id,sku,category,qty_ordered,unit_cost_rmb,total_cost_rmb,expected_date,actual_date,status,defect_qty
PO01366,2025-10-11,2025-10,SUP031,FWD201WR,耐候系列,4955,60.75,301016.25,2025-11-08,2025-11-14,已收货,29
PO01367,2024-11-08,2024-11,SUP017,FWD417,着色系列,4633,42.3,195975.9,2025-01-08,2025-01-23,在途,1
PO01368,2025-09-21,2025-09,SUP057,FWD110,银白系列,288,19.44,5598.72,2025-11-15,2025-11-24,已收货,2
PO01369,2025-03-23,2025-03,SUP020,FWD2205G,虹彩系列,4070,27.28,111034.69,2025-06-12,2025-06-24,在途,33
PO01370,2025-02-04,2025-02,SUP030,BHC9326BM ,玻璃变色龙,2145,13.35,28635.75,2025-03-18,2025-03-26,已收货,15
PO01371,2025-06-25,2025-06,SUP035,FWD532,金属彩光系列,2968,26.27,77954.52,2025-08-08,2025-08-08,已收货,29
PO01372,2025-02-12,2025-02,SUP025,FWD6224,水晶系列,4532,41.66,188814.45,2025-03-14,2025-03-09,已收货,23
PO01373,2025-10-08,2025-10,SUP054,FWD355,金色系列,4091,27.56,112758.19,2025-11-30,2025-12-06,已收货,26
PO01374,2024-11-26,2024-11,SUP038,FWD325,金色系列,945,30.81,29115.45,2025-01-12,2025-01-27,已收货,0
PO01375,2025-08-04,2025-08,SUP043,FWD534WR,耐候系列,1921,68.85,132260.85,2025-09-24,2025-09-21,已收货,18
PO01376,2025-06-27,2025-06,SUP036,FWDD25L,钻石系列,4358,195.3,851117.4,2025-08-10,2025-08-05,已收货,8
PO01377,2025-05-16,2025-05,SUP045,FWD410,着色系列,3724,51.3,191041.2,2025-06-08,2025-06-06,已收货,24
PO01378,2025-08-17,2025-08,SUP007,FWD530,金属彩光系列,136,28.05,3814.8,2025-10-13,2025-10-22,已收货,1
PO01379,2025-05-19,2025-05,SUP013,FWD119,银白系列,4410,19.12,84341.25,2025-07-04,2025-06-29,待发货,38
PO01380,2025-09-06,2025-09,SUP017,BHC9227GOH,化妆品系列,466,183.15,85347.9,2025-10-11,2025-10-09,待发货,4
PO01381,2025-10-13,2025-10,SUP045,BHC89233BR,着色变色龙,2520,322.5,812700.0,2025-12-07,2025-12-20,已收货,14
PO01382,2025-04-09,2025-04,SUP036,FWD403,着色系列,3507,34.32,120360.24,2025-06-03,2025-06-12,已收货,33
PO01383,2024-10-06,2024-10,SUP012,BHC9328GR,玻璃变色龙,3252,356.25,1158525.0,2024-11-19,2024-11-27,已收货,0
PO01384,2025-06-01,2025-06,SUP056,BHC9275BOH,化妆品系列,4554,141.9,646212.6,2025-07-31,2025-07-29,待发货,35
PO01385,2025-06-01,2025-06,SUP060,FWD6820,水晶系列,100,54.19,5418.75,2025-06-15,2025-06-16,在途,0
PO01386,2025-06-13,2025-06,SUP042,FWDV015,玻璃包银系列,1412,6548.18,9246023.1,2025-09-02,2025-09-17,已收货,0
PO01387,2025-10-07,2025-10,SUP055,FWD520WR,耐候系列,677,58.73,39756.83,2025-10-22,2025-11-03,已收货,6
PO01388,2025-04-19,2025-04,SUP038,FWD436 ,着色系列,1779,16.65,29620.35,2025-05-24,2025-06-02,在途,12
PO01389,2024-12-04,2024-12,SUP045,FWD6300T,水晶系列,666,60.56,40334.62,2025-02-02,2025-01-30,待发货,4
PO01390,2024-10-15,2024-10,SUP040,FWD403,着色系列,3821,35.31,134919.51,2024-10-29,2024-10-29,待发货,19
PO01391,2025-11-27,2025-11,SUP035,BHC89235G,着色变色龙,3449,341.25,1176971.25,2025-12-30,2026-01-01,已收货,10
PO01392,2025-09-13,2025-09,SUP041,BHC89235G,着色变色龙,4872,405.0,1973160.0,2025-10-22,2025-11-03,在途,41
PO01393,2025-08-09,2025-08,SUP010,FWD5890,钻石系列,824,78.3,64519.2,2025-10-03,2025-10-05,已收货,5
PO01394,2025-03-28,2025-03,SUP010,FWDV080B,玻璃包银系列,2954,3140.78,9277849.35,2025-06-17,2025-06-28,已收货,8
PO01395,2025-04-21,2025-04,SUP006,FWD7331,其他,898,92.4,82975.2,2025-06-01,2025-06-15,已收货,5
PO01396,2025-03-18,2025-03,SUP041,FWD5800D,钻石系列,1803,77.4,139552.2,2025-06-02,2025-06-01,待发货,13
PO01397,2024-11-09,2024-11,SUP030,FWD231,虹彩系列,2538,24.47,62101.69,2025-02-05,2025-02-18,已收货,20
PO01398,2025-08-06,2025-08,SUP059,FWD520,金属彩光系列,3902,26.27,102486.03,2025-08-25,2025-09-05,待发货,6
PO01399,2025-02-11,2025-02,SUP036,BHC9323PG,玻璃变色龙,762,408.75,311467.5,2025-03-30,2025-04-13,已收货,7
PO01400,2025-08-06,2025-08,SUP020,FWD6205,水晶系列,2862,44.55,127502.1,2025-10-24,2025-11-05,在途,8
PO01401,2025-07-09,2025-07,SUP027,FWD2205G,虹彩系列,4821,31.22,150505.59,2025-07-28,2025-07-28,待发货,33
PO01402,2025-04-12,2025-04,SUP002,FWD123T,银白系列,4140,25.99,107588.25,2025-07-04,2025-06-30,待发货,40
PO01403,2025-08-01,2025-08,SUP058,FWD522WR,耐候系列,269,58.73,15797.02,2025-09-29,2025-10-09,已收货,0
PO01404,2025-10-22,2025-10,SUP043,FWD500WR,耐候系列,2733,71.55,195546.15,2025-12-16,2025-12-30,已收货,10
PO01405,2025-03-27,2025-03,SUP045,FWD231WR,耐候系列,4197,58.05,243635.85,2025-05-27,2025-06-08,已收货,27
PO01406,2025-11-20,2025-11,SUP042,FWD100,银白系列,951,17.81,16939.69,2025-12-05,2025-12-17,已收货,2
PO01407,2025-10-07,2025-10,SUP019,FWD425,着色系列,2338,47.7,111522.6,2025-12-08,2025-12-22,已收货,15
PO01408,2025-08-02,2025-08,SUP045,FWD410,着色系列,2925,39.6,115830.0,2025-08-16,2025-08-12,在途,28
PO01409,2025-08-15,2025-08,SUP004,FWDD10L,钻石系列,2306,97.2,224143.2,2025-09-15,2025-09-29,已收货,15
PO01410,2025-09-16,2025-09,SUP019,FWD6225,水晶系列,4463,40.84,182257.76,2025-10-20,2025-10-29,在途,15
PO01411,2024-10-22,2024-10,SUP043,FWD5519,金属彩光系列,2830,44.1,124803.0,2025-01-12,2025-01-24,待发货,0
PO01412,2025-07-04,2025-07,SUP042,FWD201,虹彩系列,3520,25.88,91080.0,2025-07-25,2025-08-03,已收货,5
PO01413,2025-06-01,2025-06,SUP011,FWD408,着色系列,473,47.25,22349.25,2025-07-18,2025-07-19,已收货,2
PO01414,2025-10-28,2025-10,SUP014,FWD901KSW,耐候系列,2920,96.53,281853.0,2026-01-22,2026-01-30,待发货,24
PO01415,2025-08-25,2025-08,SUP029,FWDV040B,玻璃包银系列,4033,4212.0,16986996.0,2025-10-01,2025-10-07,已收货,22
PO01416,2024-12-11,2024-12,SUP025,FWD201WR,耐候系列,4666,64.12,299207.25,2025-02-28,2025-03-12,已收货,1
PO01417,2025-09-14,2025-09,SUP011,FWD6300,水晶系列,4203,63.11,265261.84,2025-11-16,2025-11-23,已收货,32
PO01418,2025-05-04,2025-05,SUP022,FWD211,虹彩系列,520,24.47,12723.75,2025-06-15,2025-06-21,已收货,3
PO01419,2025-08-09,2025-08,SUP040,FWD6830,水晶系列,2055,59.92,123145.88,2025-10-05,2025-10-16,已收货,4
PO01420,2025-07-09,2025-07,SUP019,FWD6224,水晶系列,2457,40.84,100337.74,2025-09-26,2025-09-24,已收货,11
PO01421,2024-10-11,2024-10,SUP028,FWD5519,金属彩光系列,1704,44.55,75913.2,2024-12-13,2024-12-27,已收货,3
PO01422,2025-11-03,2025-11,SUP008,FWD351,金色系列,4937,27.28,134687.53,2026-01-22,2026-01-23,待发货,41
PO01423,2025-05-28,2025-05,SUP011,FWDD10Y,钻石系列,2768,91.8,254102.4,2025-07-27,2025-07-27,待发货,16
PO01424,2024-11-22,2024-11,SUP040,FWD6820,水晶系列,1343,59.92,80479.27,2024-12-30,2025-01-13,在途,13
PO01425,2025-05-24,2025-05,SUP007,FWD303,金色系列,4358,23.91,104183.44,2025-06-18,2025-06-25,在途,29
PO01426,2025-02-27,2025-02,SUP035,FWD5871A,钻石系列,522,231.0,120582.0,2025-04-06,2025-04-20,已收货,4
PO01427,2025-06-11,2025-06,SUP015,FWD302WR,耐候系列,913,77.62,70871.62,2025-07-14,2025-07-22,待发货,4
PO01428,2025-05-09,2025-05,SUP034,FWDD10A,钻石系列,4031,72.75,293255.25,2025-06-18,2025-06-30,待发货,13
PO01429,2025-09-17,2025-09,SUP006,FWD303,金色系列,3302,29.25,96583.5,2025-11-23,2025-12-04,在途,29
PO01430,2025-04-10,2025-04,SUP013,FWD7504,其他,556,75.75,42117.0,2025-06-03,2025-05-31,待发货,3
PO01431,2025-08-11,2025-08,SUP048,FWD216,虹彩系列,3762,30.94,116386.88,2025-09-14,2025-09-10,已收货,20
PO01432,2025-01-22,2025-01,SUP021,FWD408,着色系列,3539,38.7,136959.3,2025-02-13,2025-02-23,已收货,3
PO01433,2024-12-21,2024-12,SUP035,FWD6303A,水晶系列,2852,42.9,122350.8,2025-03-13,2025-03-22,在途,18
PO01434,2025-03-12,2025-03,SUP006,FWD323,金色系列,1497,27.28,40840.03,2025-06-06,2025-06-08,已收货,7
PO01435,2025-06-08,2025-06,SUP045,FWD5518,金属彩光系列,994,48.6,48308.4,2025-08-18,2025-08-20,已收货,9
PO01436,2025-02-04,2025-02,SUP046,FWD6007,超白系列,2243,34.91,78308.74,2025-03-11,2025-03-11,已收货,5
PO01437,2025-10-12,2025-10,SUP021,FWD225,虹彩系列,1583,26.44,41850.56,2025-12-31,2026-01-10,已收货,3
PO01438,2025-10-13,2025-10,SUP022,FWD5519WR,耐候系列,2311,97.2,224629.2,2025-11-18,2025-11-16,已收货,19
PO01439,2024-12-17,2024-12,SUP004,FWD535,金属彩光系列,1196,25.5,30498.0,2025-02-21,2025-02-20,已收货,1
PO01440,2025-05-09,2025-05,SUP003,FWD407,着色系列,4398,35.31,155293.38,2025-05-27,2025-06-03,已收货,40
PO01441,2025-11-16,2025-11,SUP014,FWD6005T,超白系列,2530,26.16,66175.31,2026-01-18,2026-01-21,在途,0
PO01442,2024-12-21,2024-12,SUP026,FWD5516,金属彩光系列,2112,48.15,101692.8,2025-02-21,2025-02-24,已收货,12
PO01443,2025-08-06,2025-08,SUP011,BHC9327GP,玻璃变色龙,4157,322.5,1340632.5,2025-11-03,2025-11-08,已收货,6
PO01444,2025-03-24,2025-03,SUP055,FWD6300T,水晶系列,1965,72.04,141553.69,2025-04-18,2025-04-16,在途,4
PO01445,2025-08-07,2025-08,SUP047,FWDV095B,玻璃包银系列,3097,1148.1,3555665.7,2025-10-08,2025-10-12,待发货,11
PO01446,2024-12-13,2024-12,SUP042,FWD416,着色系列,2113,42.75,90330.75,2025-01-02,2025-01-12,已收货,5
PO01447,2025-02-02,2025-02,SUP026,FWD5895,钻石系列,2042,161.25,329272.5,2025-03-28,2025-03-25,已收货,7
PO01448,2025-07-01,2025-07,SUP059,FWD6300,水晶系列,3094,66.94,207104.62,2025-07-15,2025-07-29,已收货,15
PO01449,2025-03-28,2025-03,SUP032,FWD532,金属彩光系列,2295,22.18,50914.57,2025-05-02,2025-04-28,已收货,13
PO01450,2025-06-26,2025-06,SUP023,FWD6002,超白系列,2839,27.0,76653.0,2025-08-07,2025-08-14,已收货,16
PO01451,2025-03-19,2025-03,SUP036,FWD289,虹彩系列,4407,30.38,133862.63,2025-06-12,2025-06-15,已收货,39
PO01452,2025-07-25,2025-07,SUP038,FWD6502A,水晶系列,4440,44.96,199633.5,2025-10-03,2025-10-15,已收货,2
PO01453,2025-11-12,2025-11,SUP054,FWDV095,玻璃包银系列,1808,1765.5,3192024.0,2026-01-11,2026-01-12,待发货,0
PO01454,2025-05-20,2025-05,SUP044,FWD121WR,耐候系列,3281,38.25,125498.25,2025-06-19,2025-06-23,已收货,19
PO01455,2025-02-15,2025-02,SUP021,FWD151,银白系列,940,18.56,17448.75,2025-04-17,2025-04-12,已收货,6
PO01456,2025-08-27,2025-08,SUP049,FWDD29X,钻石系列,2747,262.5,721087.5,2025-10-30,2025-11-13,已收货,20
PO01457,2025-04-11,2025-04,SUP051,FWD6603B,磁性珠光,4939,187.5,926062.5,2025-07-02,2025-07-01,已收货,12
PO01458,2024-12-10,2024-12,SUP004,FWD205M,虹彩系列,2164,25.88,55993.5,2025-01-16,2025-01-23,已收货,2
PO01459,2025-07-04,2025-07,SUP055,FWD225WR,耐候系列,4717,66.83,315213.53,2025-07-22,2025-07-20,已收货,24
PO01460,2025-10-08,2025-10,SUP046,FWD302,金色系列,844,30.94,26111.25,2025-12-04,2025-12-03,已收货,2
PO01461,2025-06-13,2025-06,SUP036,FWD408,着色系列,1283,40.95,52538.85,2025-07-10,2025-07-18,已收货,4
PO01462,2024-10-23,2024-10,SUP010,FWD6225,水晶系列,2802,38.77,108647.55,2024-11-22,2024-11-25,待发货,4
PO01463,2024-12-10,2024-12,SUP009,FWD123T,银白系列,1317,22.77,29988.09,2025-01-23,2025-01-19,已收货,0
PO01464,2024-11-07,2024-11,SUP011,FWD502WR,耐候系列,4412,76.27,336525.3,2024-12-07,2024-12-19,已收货,16
PO01465,2025-08-08,2025-08,SUP037,FWD259,虹彩系列,4900,30.94,151593.75,2025-10-03,2025-10-01,已收货,21
PO01466,2025-01-25,2025-01,SUP032,FWDD21M,钻石系列,3218,184.8,594686.4,2025-02-28,2025-03-08,已收货,17
PO01467,2025-09-23,2025-09,SUP052,FWD6504,水晶系列,3441,68.21,234719.21,2025-12-12,2025-12-19,已收货,3
PO01468,2025-10-18,2025-10,SUP024,FWD520WR,耐候系列,3854,68.85,265347.9,2026-01-16,2026-01-17,在途,4
PO01469,2025-02-01,2025-02,SUP003,FWD522,金属彩光系列,102,26.52,2705.04,2025-04-26,2025-05-10,已收货,1
PO01470,2025-01-08,2025-01,SUP013,FWD225,虹彩系列,1155,28.12,32484.38,2025-03-11,2025-03-09,已收货,6
PO01471,2025-05-27,2025-05,SUP060,FWD231WR,耐候系列,664,67.5,44820.0,2025-06-30,2025-07-01,在途,1
PO01472,2025-07-05,2025-07,SUP037,FWDD10M,钻石系列,5000,94.5,472500.0,2025-08-25,2025-09-04,在途,29
PO01473,2025-01-18,2025-01,SUP010,FWD6504A,水晶系列,1691,46.61,78821.74,2025-02-24,2025-02-21,已收货,13
PO01474,2024-12-20,2024-12,SUP034,FWD435B,着色系列,1624,51.75,84042.0,2025-01-23,2025-01-25,已收货,16
PO01475,2025-09-26,2025-09,SUP021,FWD532,金属彩光系列,4196,28.81,120907.74,2025-10-20,2025-10-20,已收货,13
PO01476,2025-03-20,2025-03,SUP002,FWD5874A,钻石系列,1284,210.0,269640.0,2025-04-06,2025-04-19,已收货,0
PO01477,2025-09-22,2025-09,SUP020,FWD6910,水晶系列,2551,35.89,91549.01,2025-10-18,2025-10-23,已收货,5
PO01478,2025-07-05,2025-07,SUP002,FWD5870B,钻石系列,3277,132.3,433547.1,2025-08-20,2025-08-31,待发货,14
PO01479,2025-07-23,2025-07,SUP059,FWDD10Y,钻石系列,383,83.7,32057.1,2025-09-04,2025-09-04,待发货,1
PO01480,2025-01-21,2025-01,SUP013,FWD6910,水晶系列,1025,39.6,40590.0,2025-04-03,2025-04-08,待发货,3
PO01481,2025-01-23,2025-01,SUP038,FWD500WR,耐候系列,4265,70.2,299403.0,2025-04-13,2025-04-19,待发货,5
PO01482,2025-09-26,2025-09,SUP038,FWDD25X,钻石系列,2084,202.5,422010.0,2025-10-12,2025-10-27,已收货,10
PO01483,2025-06-16,2025-06,SUP045,BHC9233POH,化妆品系列,2930,143.55,420601.5,2025-08-15,2025-08-15,已收货,25
PO01484,2025-05-05,2025-05,SUP031,FWD509,金属彩光系列,1665,21.68,36088.88,2025-06-16,2025-06-11,待发货,13
PO01485,2025-11-03,2025-11,SUP020,FWD306WR,耐候系列,2586,67.5,174555.0,2026-01-27,2026-02-03,在途,9
PO01486,2025-05-24,2025-05,SUP016,FWD491,着色系列,902,41.85,37748.7,2025-07-21,2025-07-27,在途,5
PO01487,2024-10-18,2024-10,SUP009,BHC9233POH,化妆品系列,1217,173.25,210845.25,2024-12-19,2024-12-28,已收货,11
PO01488,2024-12-11,2024-12,SUP007,FWD5870A,钻石系列,2264,151.2,342316.8,2025-01-10,2025-01-08,已收货,11
PO01489,2025-03-24,2025-03,SUP010,FWD505,金属彩光系列,2584,29.07,75116.88,2025-05-29,2025-06-06,在途,14
PO01490,2025-04-21,2025-04,SUP004,FWD151,银白系列,4766,20.62,98298.75,2025-07-08,2025-07-13,待发货,25
PO01491,2025-02-16,2025-02,SUP018,FWD6830,水晶系列,1741,62.48,108768.98,2025-03-06,2025-03-06,已收货,10
PO01492,2025-10-07,2025-10,SUP055,FWD123TS,银白系列,3623,27.07,98092.72,2025-11-09,2025-11-11,已收货,26
PO01493,2025-08-03,2025-08,SUP045,FWD6002,超白系列,2544,31.22,79420.5,2025-09-23,2025-09-24,在途,2
PO01494,2025-03-05,2025-03,SUP005,FWD524,金属彩光系列,1081,21.93,23706.33,2025-04-22,2025-04-27,在途,8
PO01495,2025-01-21,2025-01,SUP005,FWD5800A,钻石系列,2072,96.3,199533.6,2025-02-07,2025-02-07,已收货,11
PO01496,2024-12-24,2024-12,SUP029,FWD6504T,水晶系列,4904,62.48,306377.4,2025-02-27,2025-03-11,在途,3
PO01497,2025-04-15,2025-04,SUP027,FWD6235,水晶系列,2408,37.12,89397.0,2025-06-16,2025-07-01,已收货,1
PO01498,2025-05-22,2025-05,SUP003,FWD525WR,耐候系列,4394,58.73,258037.65,2025-06-08,2025-06-05,已收货,6
PO01499,2024-12-10,2024-12,SUP039,FWD7504,其他,175,72.0,12600.0,2025-01-30,2025-02-14,已收货,0
PO01500,2024-11-04,2024-11,SUP042,FWDV020,玻璃包银系列,2618,7051.65,18461219.7,2025-01-22,2025-01-17,已收货,8
PO01501,2025-02-19,2025-02,SUP045,FWD223,虹彩系列,605,27.56,16675.31,2025-03-13,2025-03-14,已收货,5
PO01502,2025-11-26,2025-11,SUP019,BHC9232MGH,化妆品系列,1517,189.75,287850.75,2026-01-16,2026-01-29,待发货,6
PO01503,2024-10-23,2024-10,SUP006,FWD6235,水晶系列,563,46.2,26010.6,2024-12-29,2024-12-28,已收货,0
PO01504,2025-05-02,2025-05,SUP023,FWD3504,金属彩光系列,714,21.93,15658.02,2025-06-20,2025-06-26,已收货,3
PO01505,2024-11-12,2024-11,SUP003,FWD7322,其他,3833,53.02,203244.82,2025-01-31,2025-02-07,在途,0
PO01506,2025-10-14,2025-10,SUP017,FWD5894,钻石系列,1048,174.38,182745.0,2025-12-23,2026-01-03,已收货,5
PO01507,2024-11-11,2024-11,SUP018,FWD123,银白系列,4743,21.6,102448.8,2025-01-15,2025-01-14,在途,30
PO01508,2024-10-22,2024-10,SUP035,FWD299,虹彩系列,2907,30.38,88300.13,2024-11-24,2024-12-01,已收货,3
PO01509,2025-03-04,2025-03,SUP047,FWD302,金色系列,3658,25.31,92593.12,2025-04-02,2025-04-12,已收货,16
PO01510,2025-01-25,2025-01,SUP026,FWD525,金属彩光系列,2256,22.44,50624.64,2025-03-27,2025-03-25,在途,10
PO01511,2024-10-21,2024-10,SUP023,FWDV580,玻璃包银系列,1630,1110.22,1809666.75,2024-12-06,2024-12-07,已收货,1
PO01512,2025-05-07,2025-05,SUP029,FWD300,金色系列,1631,25.03,40825.97,2025-07-23,2025-07-22,已收货,1
PO01513,2025-06-21,2025-06,SUP002,FWDD10M,钻石系列,1548,84.6,130960.8,2025-08-13,2025-08-25,待发货,13
PO01514,2025-09-26,2025-09,SUP050,FWD225WR,耐候系列,4957,60.08,297791.78,2025-10-14,2025-10-16,已收货,26
PO01515,2024-10-04,2024-10,SUP054,BHC9235BVH,化妆品系列,2046,178.2,364597.2,2024-10-19,2024-11-01,已收货,8
PO01516,2025-10-02,2025-10,SUP047,FWDV080B,玻璃包银系列,1036,2855.25,2958039.0,2025-10-19,2025-11-02,在途,1
PO01517,2025-10-19,2025-10,SUP055,FWD510,金属彩光系列,4329,25.75,111493.39,2025-11-19,2025-11-23,已收货,21
PO01518,2025-09-19,2025-09,SUP013,FWD421,着色系列,3015,41.85,126177.75,2025-11-04,2025-11-08,已收货,26
PO01519,2024-10-05,2024-10,SUP031,FWD219WR,耐候系列,2234,70.2,156826.8,2024-12-09,2024-12-11,待发货,22
PO01520,2025-04-21,2025-04,SUP036,FWD6602E,磁性珠光,3682,126.0,463932.0,2025-07-20,2025-07-17,已收货,2
PO01521,2025-03-03,2025-03,SUP030,BHC9227GOH,化妆品系列,1211,174.9,211803.9,2025-04-07,2025-04-06,已收货,3
PO01522,2024-10-24,2024-10,SUP034,FWDV155,玻璃包银系列,3956,1042.5,4124130.0,2024-12-31,2025-01-02,在途,29
PO01523,2025-05-17,2025-05,SUP045,FWD111M,银白系列,4140,18.49,76538.25,2025-06-08,2025-06-07,已收货,3
PO01524,2025-06-20,2025-06,SUP056,FWD5894,钻石系列,781,198.75,155223.75,2025-08-01,2025-08-03,已收货,1
PO01525,2025-03-15,2025-03,SUP043,FWD505,金属彩光系列,548,26.01,14253.48,2025-06-10,2025-06-12,在途,3
PO01526,2024-11-27,2024-11,SUP053,FWD435,着色系列,232,39.15,9082.8,2025-01-29,2025-01-28,待发货,1
PO01527,2025-09-04,2025-09,SUP044,FWD5872A,钻石系列,3386,182.7,618622.2,2025-10-05,2025-10-17,在途,27
PO01528,2025-10-04,2025-10,SUP044,FWD123,银白系列,4643,20.93,97154.78,2025-10-29,2025-10-31,待发货,1
PO01529,2025-09-19,2025-09,SUP014,FWD901KSW,耐候系列,3303,109.2,360687.6,2025-10-26,2025-11-03,已收货,33
PO01530,2025-04-08,2025-04,SUP023,FWD6001,超白系列,4877,28.97,141280.59,2025-05-18,2025-05-14,在途,25
PO01531,2025-09-13,2025-09,SUP022,FWD225WR,耐候系列,170,73.58,12507.75,2025-11-29,2025-12-05,已收货,0
PO01532,2025-08-02,2025-08,SUP003,FWD215,虹彩系列,536,28.41,15225.75,2025-09-28,2025-10-06,待发货,1
PO01533,2025-03-02,2025-03,SUP024,FWDV080B,玻璃包银系列,392,3045.6,1193875.2,2025-05-30,2025-06-07,已收货,2
PO01534,2025-10-03,2025-10,SUP055,BHC9234BOH,化妆品系列,2458,178.2,438015.6,2025-12-30,2025-12-29,已收货,6
PO01535,2025-04-03,2025-04,SUP012,FWD215,虹彩系列,3145,23.91,75185.16,2025-06-06,2025-06-20,待发货,2
PO01536,2025-05-13,2025-05,SUP033,BHC5518,化妆品系列,1063,60.75,64577.25,2025-06-07,2025-06-05,已收货,9
PO01537,2025-06-07,2025-06,SUP001,FWDV155,玻璃包银系列,4375,969.53,4241671.88,2025-08-12,2025-08-14,已收货,5
PO01538,2025-05-15,2025-05,SUP050,BHC9225BMTH,化妆品系列,866,188.1,162894.6,2025-07-03,2025-07-13,在途,7
PO01539,2025-03-12,2025-03,SUP032,FWD205A,虹彩系列,2386,25.59,61066.69,2025-03-28,2025-04-02,已收货,23
PO01540,2025-11-04,2025-11,SUP043,FWD500WR,耐候系列,3003,70.2,210810.6,2025-12-30,2025-12-29,已收货,19
PO01541,2025-03-02,2025-03,SUP059,FWD6820,水晶系列,4678,61.84,289275.83,2025-05-23,2025-05-24,待发货,3
PO01542,2025-01-14,2025-01,SUP055,FWD6500A,水晶系列,4648,40.42,187895.4,2025-04-01,2025-04-07,在途,30
PO01543,2025-03-28,2025-03,SUP016,FWDD23M,钻石系列,714,235.2,167932.8,2025-05-07,2025-05-10,在途,4
PO01544,2025-01-20,2025-01,SUP011,FWDV550,玻璃包银系列,108,992.33,107171.1,2025-02-20,2025-02-16,在途,0
PO01545,2025-10-27,2025-10,SUP055,FWD5516,金属彩光系列,4135,45.45,187935.75,2025-11-13,2025-11-08,已收货,0
PO01546,2025-01-21,2025-01,SUP016,FWD103,银白系列,4218,19.57,82567.35,2025-02-22,2025-02-25,已收货,25
PO01547,2024-10-20,2024-10,SUP046,BHC9237GRH,化妆品系列,3901,156.75,611481.75,2024-11-06,2024-11-17,待发货,22
PO01548,2024-11-13,2024-11,SUP057,FWD305,金色系列,4708,24.19,113874.75,2025-01-17,2025-01-24,已收货,19
PO01549,2025-02-20,2025-02,SUP019,FWD6205,水晶系列,1929,44.96,86732.66,2025-03-12,2025-03-19,已收货,13
PO01550,2025-08-05,2025-08,SUP057,FWD491,着色系列,3919,47.7,186936.3,2025-09-04,2025-09-13,已收货,27
PO01551,2024-11-01,2024-11,SUP025,FWD6300T,水晶系列,408,57.38,23409.0,2024-12-28,2024-12-23,已收货,4
PO01552,2025-08-10,2025-08,SUP058,FWD5893,钻石系列,2812,193.12,543067.5,2025-10-15,2025-10-12,待发货,18
PO01553,2025-03-13,2025-03,SUP056,FWDV095B,玻璃包银系列,3382,1495.2,5056766.4,2025-06-04,2025-06-18,待发货,13
PO01554,2025-11-07,2025-11,SUP057,FWD504WR,耐候系列,2348,64.8,152150.4,2026-02-03,2026-02-17,已收货,17
PO01555,2024-10-06,2024-10,SUP027,BHC9323PG,玻璃变色龙,2508,382.5,959310.0,2024-11-18,2024-11-15,已收货,9
PO01556,2025-02-08,2025-02,SUP042,FWD323WR,耐候系列,1999,64.8,129535.2,2025-03-22,2025-04-06,已收货,19
PO01557,2025-11-02,2025-11,SUP050,FWDD27M,钻石系列,3691,199.5,736354.5,2026-01-20,2026-01-29,待发货,19
PO01558,2025-05-13,2025-05,SUP042,FWD351,金色系列,4430,29.81,132069.38,2025-06-23,2025-06-26,已收货,36
PO01559,2024-10-01,2024-10,SUP032,FWD6224,水晶系列,4963,37.12,184251.38,2024-11-04,2024-11-16,已收货,10
PO01560,2025-11-07,2025-11,SUP051,FWD6683T,磁性珠光,742,213.75,158602.5,2025-12-28,2025-12-28,已收货,6
PO01561,2025-05-13,2025-05,SUP002,FWD7365,其他,3449,38.7,133476.3,2025-05-27,2025-06-03,在途,20
PO01562,2025-06-20,2025-06,SUP009,FWDV060B,玻璃包银系列,1411,3835.88,5412419.62,2025-08-30,2025-09-05,在途,5
PO01563,2025-06-05,2025-06,SUP017,FWD6001,超白系列,4661,30.94,144199.69,2025-08-31,2025-09-15,已收货,40
PO01564,2025-08-10,2025-08,SUP057,FWDD21X,钻石系列,245,198.75,48693.75,2025-09-30,2025-10-13,待发货,1
PO01565,2025-01-17,2025-01,SUP025,FWD6850,水晶系列,3188,72.67,231687.9,2025-02-25,2025-03-11,已收货,7
PO01566,2025-02-10,2025-02,SUP046,FWD6602,磁性珠光,456,100.12,45657.0,2025-05-02,2025-05-09,已收货,1
PO01567,2024-12-22,2024-12,SUP060,FWD6002T,超白系列,728,26.72,19451.25,2025-03-17,2025-03-18,已收货,7
PO01568,2024-10-15,2024-10,SUP046,FWD351,金色系列,447,30.66,13703.34,2025-01-13,2025-01-24,在途,4
PO01569,2025-04-01,2025-04,SUP049,FWD5894,钻石系列,608,187.5,114000.0,2025-04-24,2025-05-09,已收货,1
PO01570,2025-02-26,2025-02,SUP010,FWD224,虹彩系列,1569,28.97,45451.97,2025-04-21,2025-05-05,已收货,11
PO01571,2025-02-25,2025-02,SUP032,FWDV150B,玻璃包银系列,1809,1515.15,2740906.35,2025-03-22,2025-04-03,待发货,3
PO01572,2025-02-21,2025-02,SUP002,FWDD10L,钻石系列,1285,100.8,129528.0,2025-05-08,2025-05-17,已收货,3
PO01573,2025-06-28,2025-06,SUP053,FWD211,虹彩系列,1738,28.97,50347.69,2025-07-29,2025-07-25,已收货,14
PO01574,2025-06-14,2025-06,SUP003,FWD500WR,耐候系列,2827,64.12,181281.38,2025-08-24,2025-08-29,已收货,23
