wo_id,month,sku,component,plan_usage_kg,actual_usage_kg,unit_cost_rmb,variance_pct
WO00583,2025-08,FWD3112,合成云母,0.601,0.5953,62.55,-0.09
WO00583,2025-08,FWD3112,分散剂,0.4341,0.4258,60.06,0.05
WO00412,2024-11,FWD6303A,钛白粉,10.6163,10.3129,18.09,0.11
WO00412,2024-11,FWD6303A,分散剂,4.3681,3.9937,51.51,0.01
WO00453,2025-08,FWDV155,云母粉,4.0506,4.1277,75.95,0.04
WO00453,2025-08,FWDV155,色料,3.0686,2.9225,38.77,0.08
WO01837,2025-05,FWD435B,分散剂,5.6323,5.3641,33.49,0.11
WO01837,2025-05,FWD435B,珠光粉基材,7.5283,7.6,20.24,0.13
WO00565,2024-12,FWD205,包装材料,2.2752,2.1019,43.86,-0.04
WO00565,2024-12,FWD205,云母粉,1.5266,1.5412,46.12,-0.07
WO00565,2024-12,FWD205,色料,1.8349,1.8698,40.26,0.01
WO00565,2024-12,FWD205,合成云母,2.7009,2.6495,18.97,-0.07
WO00993,2025-01,FWD6500A,珠光粉基材,7.5551,7.7709,75.54,0.11
WO00993,2025-01,FWD6500A,包装材料,10.6757,10.6757,39.43,-0.06
WO00993,2025-01,FWD6500A,合成云母,8.7595,7.9253,44.92,-0.05
WO01284,2024-10,FWD435B,合成云母,1.883,1.883,26.63,0.06
WO01284,2024-10,FWD435B,色料,1.6233,1.5769,25.02,0.11
WO01451,2025-02,FWDD23M,云母粉,0.726,0.7191,74.28,0.11
WO01451,2025-02,FWDD23M,珠光粉基材,11.0024,10.7928,15.35,0.03
WO01451,2025-02,FWDD23M,分散剂,7.0929,7.3631,45.13,0.09
WO02206,2025-04,FWD525WR,珠光粉基材,6.1863,6.0096,11.45,-0.1
WO02206,2025-04,FWD525WR,色料,0.5524,0.5576,51.96,0.07
WO02206,2025-04,FWD525WR,钛白粉,1.6939,1.71,5.5,0.01
WO02206,2025-04,FWD525WR,分散剂,3.756,3.6845,27.02,0.06
WO00758,2025-03,FWD6830,钛白粉,0.023,0.0224,66.65,0.01
WO00758,2025-03,FWD6830,包装材料,0.5163,0.5359,39.52,0.07
WO02182,2025-10,FWD249,包装材料,3.2666,2.9866,35.62,0.04
WO02182,2025-10,FWD249,钛白粉,3.3818,3.3174,8.6,-0.04
WO02182,2025-10,FWD249,分散剂,0.4035,0.415,41.19,0.12
WO02182,2025-10,FWD249,合成云母,1.0953,1.0744,42.84,-0.06
WO00804,2025-04,FWDV155,色料,0.6837,0.6967,66.91,-0.09
WO00804,2025-04,FWDV155,合成云母,1.6086,1.5167,47.58,0.04
WO00804,2025-04,FWDV155,包装材料,1.3271,1.3777,28.84,-0.01
WO02286,2024-11,FWDV015,云母粉,2.2555,2.1696,74.76,0.03
WO02286,2024-11,FWDV015,分散剂,2.5631,2.3434,78.16,-0.02
WO02286,2024-11,FWDV015,钛白粉,2.4093,2.4093,50.53,0.12
WO02286,2024-11,FWDV015,合成云母,0.2307,0.2219,43.47,-0.09
WO01301,2024-11,FWD325,合成云母,2.5909,2.5416,23.06,0.08
WO01301,2024-11,FWD325,钛白粉,1.0909,1.1013,48.45,0.12
WO00075,2025-04,FWD524WR,云母粉,1.092,1.1128,44.95,-0.02
WO00075,2025-04,FWD524WR,珠光粉基材,1.2056,1.217,39.36,-0.05
WO01561,2025-08,FWD3500,珠光粉基材,2.2566,2.0417,22.12,0.02
WO01561,2025-08,FWD3500,色料,0.5531,0.5794,22.97,0.15
WO01561,2025-08,FWD3500,钛白粉,1.3274,1.3653,10.23,-0.08
WO01500,2025-04,FWDD10L,分散剂,1.6415,1.5321,50.54,0.14
WO01500,2025-04,FWDD10L,色料,4.2003,3.8803,66.37,-0.01
WO01500,2025-04,FWDD10L,钛白粉,4.7796,4.5975,28.6,-0.09
WO01500,2025-04,FWDD10L,合成云母,8.6419,8.4773,74.34,0.03
WO00501,2024-10,FWD216,珠光粉基材,7.2691,7.1306,20.75,0.04
WO00501,2024-10,FWD216,云母粉,1.2897,1.2774,27.68,0.07
WO00501,2024-10,FWD216,色料,1.6805,1.6485,49.23,0.05
WO00501,2024-10,FWD216,合成云母,4.846,4.7999,49.01,-0.03
WO02130,2025-09,FWDV015,云母粉,1.042,0.9428,31.29,0.14
WO02130,2025-09,FWDV015,包装材料,0.1325,0.1236,13.19,0.11
WO02130,2025-09,FWDV015,钛白粉,0.8654,0.8077,26.75,0.02
WO02130,2025-09,FWDV015,珠光粉基材,0.5916,0.586,29.95,-0.02
WO00017,2025-05,FWD6002A,分散剂,1.4933,1.3653,35.77,-0.1
WO00017,2025-05,FWD6002A,云母粉,1.5373,1.4201,5.48,0.07
WO00260,2024-10,BHC9327GP,色料,8.0931,8.3243,13.76,0.12
WO00260,2024-10,BHC9327GP,钛白粉,0.7471,0.7542,32.6,-0.03
WO00260,2024-10,BHC9327GP,分散剂,4.4823,4.1408,60.69,-0.1
WO00005,2025-03,FWD5892,云母粉,0.3174,0.2872,78.22,-0.05
WO00005,2025-03,FWD5892,包装材料,1.5437,1.5143,67.04,0.13
WO00005,2025-03,FWD5892,色料,0.5627,0.5251,38.04,0.09
WO02447,2025-07,FWD417,钛白粉,3.3388,3.1162,17.67,0.0
WO02447,2025-07,FWD417,合成云母,7.7691,7.3252,53.3,-0.03
WO02200,2024-10,FWD5871C,包装材料,2.7496,2.5401,60.01,0.1
WO02200,2024-10,FWD5871C,色料,2.1491,2.0673,79.39,0.01
WO02200,2024-10,FWD5871C,云母粉,2.2124,2.2966,33.86,0.03
WO02200,2024-10,FWD5871C,分散剂,1.4538,1.4815,69.37,-0.02
WO00713,2025-10,FWD411,钛白粉,3.9005,3.8262,32.28,0.04
WO00713,2025-10,FWD411,色料,3.6004,3.7033,70.38,0.08
WO00818,2025-05,FWD223,钛白粉,0.9608,0.9608,7.2,0.11
WO00818,2025-05,FWD223,分散剂,5.7942,5.2424,57.41,0.1
WO00818,2025-05,FWD223,色料,2.3584,2.1563,63.99,0.07
WO00818,2025-05,FWD223,云母粉,3.3484,3.0295,11.72,0.04
WO01077,2024-12,FWD307,云母粉,0.7711,0.7711,26.38,0.03
WO01077,2024-12,FWD307,包装材料,0.241,0.2479,27.81,-0.06
WO01077,2024-12,FWD307,分散剂,1.7672,1.6493,15.95,0.09
WO01077,2024-12,FWD307,珠光粉基材,1.237,1.1899,56.68,0.13
WO02105,2025-08,FWD5874A,合成云母,3.5603,3.7299,60.28,-0.02
WO02105,2025-08,FWD5874A,云母粉,5.4931,5.1269,54.97,0.02
WO02105,2025-08,FWD5874A,珠光粉基材,2.5431,2.3493,17.9,-0.03
WO01947,2024-11,FWD6504,钛白粉,5.7473,5.2547,67.85,-0.09
WO01947,2024-11,FWD6504,云母粉,3.4843,3.1525,25.14,0.11
WO01947,2024-11,FWD6504,分散剂,1.796,1.7276,28.25,-0.01
WO01947,2024-11,FWD6504,色料,5.7114,5.7658,54.71,-0.02
WO00279,2025-10,FWDV150,珠光粉基材,2.3283,2.3727,70.99,0.02
WO00279,2025-10,FWDV150,色料,3.3191,3.4456,73.41,-0.02
WO00279,2025-10,FWDV150,分散剂,4.508,4.6798,65.82,0.14
WO01977,2024-11,FWD6003,包装材料,3.2666,3.1732,62.94,0.06
WO01977,2024-11,FWD6003,云母粉,4.6116,4.5238,42.07,0.08
WO01977,2024-11,FWD6003,色料,7.3978,7.6796,35.43,0.01
WO01977,2024-11,FWD6003,分散剂,1.6333,1.6177,53.95,-0.07
WO00755,2025-04,BHC9233POH,色料,3.33,3.2348,47.74,0.08
WO00755,2025-04,BHC9233POH,钛白粉,4.8628,4.585,74.7,-0.01
WO00755,2025-04,BHC9233POH,珠光粉基材,8.4571,7.7322,16.4,-0.02
WO00421,2025-02,FWD415Y,云母粉,4.3997,4.4835,23.8,0.12
WO00421,2025-02,FWD415Y,钛白粉,4.9173,4.4958,16.61,-0.09
WO00554,2025-07,FWD205WR,包装材料,3.9766,3.5979,48.1,0.05
WO00554,2025-07,FWD205WR,分散剂,1.636,1.6048,67.26,-0.05
WO00554,2025-07,FWD205WR,钛白粉,4.2535,4.0914,12.89,0.1
WO00554,2025-07,FWD205WR,云母粉,1.9883,1.8368,72.36,-0.01
WO01005,2025-11,FWD520WR,钛白粉,0.7375,0.7094,55.47,-0.04
WO01005,2025-11,FWD520WR,包装材料,1.3275,1.277,43.74,0.02
WO01005,2025-11,FWD520WR,云母粉,1.6779,1.582,36.81,0.07
WO02019,2025-03,FWD6910,钛白粉,2.3631,2.3631,78.88,0.13
WO02019,2025-03,FWD6910,分散剂,4.9232,4.9232,8.35,0.1
WO02019,2025-03,FWD6910,合成云母,4.4899,4.5327,53.69,0.14
WO00226,2025-11,BHC89234BG,分散剂,6.3268,6.4473,34.88,0.09
WO00226,2025-11,BHC89234BG,色料,5.188,5.188,34.61,-0.05
WO00226,2025-11,BHC89234BG,包装材料,5.7363,5.6816,31.09,0.03
WO02271,2025-08,FWD6001,色料,4.1774,4.0182,63.96,-0.1
WO02271,2025-08,FWD6001,包装材料,8.6042,7.8667,49.53,0.03
WO02271,2025-08,FWD6001,钛白粉,7.9183,7.8429,60.49,-0.0
WO02271,2025-08,FWD6001,分散剂,2.4316,2.3853,71.45,0.07
WO02223,2025-07,FWD509,色料,2.1357,1.9933,64.11,0.01
WO02223,2025-07,FWD509,钛白粉,0.8543,0.8299,15.86,-0.04
WO02223,2025-07,FWD509,合成云母,7.0478,6.7793,61.29,0.07
WO02223,2025-07,FWD509,云母粉,2.8476,2.9832,19.52,0.06
WO00626,2024-11,FWD3504,包装材料,2.2995,2.2338,24.12,0.09
WO00626,2024-11,FWD3504,合成云母,7.3124,6.8249,47.33,0.01
WO00626,2024-11,FWD3504,珠光粉基材,5.0129,5.1561,50.75,-0.07
WO00602,2025-04,FWD5873A,云母粉,1.503,1.5603,62.65,-0.01
WO00602,2025-04,FWD5873A,钛白粉,2.2934,2.1842,11.7,-0.04
WO00602,2025-04,FWD5873A,色料,0.7904,0.7226,8.32,-0.07
WO02003,2024-12,FWD4012,包装材料,6.2408,6.538,16.13,-0.07
WO02003,2024-12,FWD4012,色料,8.9435,9.1138,20.67,0.07
WO02003,2024-12,FWD4012,钛白粉,8.4029,8.2429,30.41,-0.03
WO02042,2025-08,FWD6501,分散剂,8.3054,8.4636,55.28,-0.05
WO02042,2025-08,FWD6501,合成云母,0.7222,0.7291,64.19,0.09
WO02042,2025-08,FWD6501,钛白粉,7.6864,6.9544,27.73,0.15
WO02042,2025-08,FWD6501,珠光粉基材,3.3015,3.05,18.81,0.06
WO00157,2025-09,FWD5892,珠光粉基材,10.8718,10.0434,49.7,0.09
WO00157,2025-09,FWD5892,包装材料,4.8389,4.931,71.26,-0.01
WO01791,2025-06,FWDV580,色料,0.5554,0.566,52.39,0.02
WO01791,2025-06,FWDV580,包装材料,0.6285,0.6105,51.76,-0.05
WO01941,2025-04,FWD6500A,合成云母,3.4073,3.1802,62.91,0.03
WO01941,2025-04,FWD6500A,云母粉,3.2201,3.3121,50.03,0.01
WO01941,2025-04,FWD6500A,分散剂,6.0283,5.9709,31.16,0.14
WO00347,2024-11,FWD221WR,钛白粉,0.2362,0.2182,63.09,-0.04
WO00347,2024-11,FWD221WR,包装材料,0.5203,0.5104,7.04,0.14
WO01402,2024-12,FWD510,钛白粉,2.7914,2.8712,13.72,0.11
WO01402,2024-12,FWD510,珠光粉基材,1.4591,1.473,71.85,0.15
WO01402,2024-12,FWD510,云母粉,1.1419,1.0441,60.58,-0.1
WO01731,2025-06,FWD6850,云母粉,4.0895,4.2064,10.47,0.04
WO01731,2025-06,FWD6850,色料,3.8143,3.56,79.76,0.01
WO01731,2025-06,FWD6850,合成云母,1.6515,1.6358,44.8,0.09
WO01033,2025-03,BHC9232MGH,包装材料,13.4041,12.5105,8.91,0.0
WO01033,2025-03,BHC9232MGH,云母粉,14.4172,13.1815,40.28,-0.07
WO00737,2025-06,FWDV095B,合成云母,2.3628,2.3853,16.72,0.02
WO00737,2025-06,FWDV095B,钛白粉,6.883,7.2108,57.73,0.06
WO00737,2025-06,FWDV095B,包装材料,4.3147,3.986,39.08,0.1
WO00737,2025-06,FWDV095B,云母粉,8.5781,7.9246,44.39,0.07
WO02043,2024-11,FWD325,分散剂,12.2304,11.9974,11.23,0.06
WO02043,2024-11,FWD325,钛白粉,13.4185,12.9073,57.32,0.14
WO02043,2024-11,FWD325,色料,9.365,9.0082,36.95,-0.05
WO00585,2025-08,FWD400B,包装材料,1.0156,0.9769,22.57,-0.06
WO00585,2025-08,FWD400B,合成云母,1.8564,1.715,29.26,0.13
WO00585,2025-08,FWD400B,钛白粉,0.2402,0.2494,61.26,-0.03
WO00585,2025-08,FWD400B,云母粉,0.2184,0.2288,61.04,0.13
WO01620,2024-11,FWD306,色料,6.0828,5.5614,63.78,-0.1
WO01620,2024-11,FWD306,云母粉,6.815,6.815,66.16,0.06
WO01620,2024-11,FWD306,珠光粉基材,10.0816,9.6976,67.44,-0.05
WO01620,2024-11,FWD306,合成云母,8.392,8.4719,77.16,-0.04
WO02255,2025-10,FWDV015,珠光粉基材,2.1623,2.2241,62.11,-0.02
WO02255,2025-10,FWDV015,分散剂,3.2769,2.996,37.1,-0.08
WO02255,2025-10,FWDV015,色料,1.8502,1.7797,49.7,0.05
WO01776,2025-08,FWDV015,云母粉,5.791,5.9564,5.83,0.1
WO01776,2025-08,FWDV015,珠光粉基材,2.6059,2.5315,67.95,-0.03
WO01776,2025-08,FWDV015,钛白粉,8.0591,7.5218,67.65,-0.09
WO01707,2025-10,BHC9275BOH,合成云母,5.7995,5.4681,14.01,0.08
WO01707,2025-10,BHC9275BOH,色料,9.188,9.538,22.62,-0.06
WO01707,2025-10,BHC9275BOH,云母粉,6.3208,5.9596,22.91,0.1
WO00843,2025-05,FWD506,分散剂,1.313,1.2755,19.91,0.0
WO00843,2025-05,FWD506,云母粉,2.8578,2.6401,78.32,0.08
WO00843,2025-05,FWD506,包装材料,1.6413,1.6413,79.91,-0.02
WO01480,2024-12,FWD430,合成云母,6.6434,6.2638,8.36,0.12
WO01480,2024-12,FWD430,包装材料,9.2848,8.5774,57.48,-0.09
WO01480,2024-12,FWD430,钛白粉,4.5624,4.2582,41.33,0.02
WO01480,2024-12,FWD430,云母粉,13.2068,13.2068,5.56,-0.03
WO00184,2024-10,FWD152,珠光粉基材,0.2713,0.261,61.73,-0.06
WO00184,2024-10,FWD152,合成云母,0.2175,0.2216,73.18,0.07
WO00184,2024-10,FWD152,钛白粉,0.3411,0.3249,17.28,0.12
WO00184,2024-10,FWD152,包装材料,0.1397,0.1463,47.39,-0.09
WO02148,2025-05,FWDD29L,钛白粉,4.3884,4.3048,24.98,0.07
WO02148,2025-05,FWDD29L,云母粉,1.5692,1.5692,15.91,0.09
WO02148,2025-05,FWDD29L,分散剂,0.7713,0.7346,72.14,0.05
WO02148,2025-05,FWDD29L,色料,1.4894,1.4752,30.23,0.01
WO02382,2025-08,FWD5516,包装材料,0.4539,0.4625,50.59,-0.08
WO02382,2025-08,FWD5516,分散剂,0.1315,0.1365,52.75,0.13
WO02382,2025-08,FWD5516,色料,0.2291,0.2247,43.6,0.01
WO00124,2025-06,FWD6005T,分散剂,0.5837,0.5281,61.69,0.04
WO00124,2025-06,FWD6005T,包装材料,1.7296,1.6966,43.72,0.06
WO00579,2025-03,FWDD29L,云母粉,0.826,0.7788,15.02,-0.05
WO00579,2025-03,FWDD29L,合成云母,1.6435,1.6122,42.23,-0.07
WO00579,2025-03,FWDD29L,钛白粉,0.7919,0.8146,25.54,-0.01
WO00579,2025-03,FWDD29L,色料,0.1277,0.1314,59.16,0.02
WO02147,2025-03,FWDV020,珠光粉基材,1.0939,1.0209,19.89,0.09
WO02147,2025-03,FWDV020,色料,0.0794,0.0779,57.22,0.03
WO02147,2025-03,FWDV020,包装材料,0.11,0.1037,72.21,-0.07
WO02347,2025-04,FWD7365,分散剂,3.0399,3.0688,58.89,0.09
WO02347,2025-04,FWD7365,珠光粉基材,3.2366,3.2982,43.67,0.02
WO00955,2025-09,FWDD23X,合成云母,5.0319,4.6006,21.72,0.05
WO00955,2025-09,FWDD23X,色料,2.0039,1.8512,17.51,-0.09
WO00955,2025-09,FWDD23X,钛白粉,0.4453,0.4538,65.18,0.1
WO00955,2025-09,FWDD23X,珠光粉基材,3.9632,3.6235,39.75,0.0
WO01304,2025-09,FWD6003TWR,包装材料,1.2555,1.2197,55.28,-0.03
WO01304,2025-09,FWD6003TWR,珠光粉基材,0.1288,0.1165,51.76,-0.06
WO01304,2025-09,FWD6003TWR,分散剂,0.5634,0.5205,29.21,-0.05
WO01973,2025-11,FWD221,合成云母,1.9478,1.8364,37.93,-0.07
WO01973,2025-11,FWD221,包装材料,1.527,1.4689,23.94,0.02
WO01973,2025-11,FWD221,云母粉,2.3996,2.5139,37.2,0.08
WO01973,2025-11,FWD221,分散剂,2.8515,2.6071,69.39,-0.09
WO01753,2025-01,FWD304,珠光粉基材,4.7258,4.7708,32.38,-0.04
WO01753,2025-01,FWD304,云母粉,7.1618,6.7526,37.64,0.05
WO00801,2025-10,HC010AS,包装材料,6.1636,5.87,7.68,0.05
WO00801,2025-10,HC010AS,分散剂,1.4025,1.3223,52.69,-0.07
WO00801,2025-10,HC010AS,合成云母,6.9017,6.6388,22.44,0.02
WO00801,2025-10,HC010AS,色料,4.0229,3.9463,6.09,0.11
WO00254,2024-11,FWD6603B,云母粉,2.2916,2.117,42.06,0.06
WO00254,2024-11,FWD6603B,钛白粉,0.8814,0.8982,24.43,0.14
WO00254,2024-11,FWD6603B,包装材料,3.1729,3.2938,12.5,0.03
WO00254,2024-11,FWD6603B,色料,3.5255,3.2904,39.91,0.07
WO00735,2025-03,FWD303,分散剂,1.5847,1.5244,9.73,0.03
WO00735,2025-03,FWD303,珠光粉基材,1.2399,1.2399,58.13,-0.08
WO00735,2025-03,FWD303,包装材料,0.6815,0.6815,55.8,0.0
WO00735,2025-03,FWD303,色料,1.3877,1.4009,25.02,0.13
WO00788,2025-07,FWD5891,钛白粉,7.2034,6.929,69.92,0.02
WO00788,2025-07,FWD5891,分散剂,5.5226,5.4174,38.25,0.14
WO01919,2025-03,FWD101,包装材料,0.7274,0.6928,66.67,-0.07
WO01919,2025-03,FWD101,云母粉,2.8168,2.7095,15.08,0.12
WO00461,2025-10,FWDD10X,云母粉,4.6765,4.5874,54.12,0.0
WO00461,2025-10,FWDD10X,珠光粉基材,0.9353,0.8729,8.35,-0.04
WO01458,2024-11,FWDV220,珠光粉基材,6.489,6.3654,71.32,-0.08
WO01458,2024-11,FWDV220,合成云母,1.1798,1.0675,55.87,-0.01
WO02424,2025-02,FWDV150,包装材料,9.175,9.0002,13.2,0.1
WO02424,2025-02,FWDV150,合成云母,9.6777,10.0464,32.82,0.13
WO02424,2025-02,FWDV150,珠光粉基材,9.5521,9.734,9.29,0.11
WO02424,2025-02,FWDV150,分散剂,11.3117,11.4194,37.1,0.14
WO01618,2024-11,FWD205WR,色料,7.5432,7.8305,71.57,-0.04
WO01618,2024-11,FWD205WR,珠光粉基材,0.564,0.5855,35.64,-0.06
WO01618,2024-11,FWD205WR,分散剂,1.0575,1.0474,41.97,0.12
WO01618,2024-11,FWD205WR,合成云母,2.6789,2.4493,26.25,0.1
WO00530,2025-02,FWD5874A,包装材料,0.0547,0.0547,19.72,-0.1
WO00530,2025-02,FWD5874A,钛白粉,2.0788,2.0788,46.99,0.1
WO00530,2025-02,FWD5874A,珠光粉基材,1.5755,1.4705,60.42,0.09
WO00521,2025-01,FWD535,云母粉,3.4491,3.3834,34.71,-0.05
WO00521,2025-01,FWD535,钛白粉,2.2839,2.3056,37.73,0.12
WO00315,2025-10,FWD221,合成云母,7.3643,6.663,51.58,0.07
WO00315,2025-10,FWD221,分散剂,1.8792,1.9508,32.44,-0.05
WO01533,2024-10,FWD6820,合成云母,0.1305,0.1256,43.24,0.14
WO01533,2024-10,FWD6820,包装材料,2.5175,2.5654,43.13,0.05
WO01533,2024-10,FWD6820,钛白粉,0.6713,0.6841,66.16,0.1
WO01533,2024-10,FWD6820,珠光粉基材,3.2634,3.0148,60.55,-0.08
WO00654,2025-01,FWDV080,包装材料,2.0178,2.0754,78.32,-0.03
WO00654,2025-01,FWDV080,珠光粉基材,7.4183,6.7824,49.09,0.0
WO00654,2025-01,FWDV080,分散剂,11.157,11.5821,59.36,-0.04
WO02402,2025-09,FWD205A,珠光粉基材,0.2692,0.2564,35.64,-0.08
WO02402,2025-09,FWD205A,合成云母,2.6189,2.4193,14.43,0.03
WO00559,2025-07,FWD355,钛白粉,2.9706,2.8292,74.72,0.01
WO00559,2025-07,FWD355,珠光粉基材,7.0127,7.213,19.92,-0.02
WO00559,2025-07,FWD355,色料,5.9413,6.111,57.79,0.05
WO02030,2025-08,FWD216,分散剂,5.9195,5.4121,41.39,0.12
WO02030,2025-08,FWD216,色料,8.7822,9.1168,41.79,0.1
WO02262,2024-10,FWD217,珠光粉基材,2.1915,2.1498,45.27,0.03
WO02262,2024-10,FWD217,钛白粉,2.7838,2.8103,39.39,0.14
WO01726,2024-11,FWD5516,云母粉,2.8326,2.7786,41.96,-0.04
WO01726,2024-11,FWD5516,色料,7.322,7.043,29.65,0.06
WO01718,2024-10,BHC9337GP,云母粉,5.454,4.9346,10.39,0.05
WO01718,2024-10,BHC9337GP,钛白粉,5.5139,5.0413,31.5,0.07
WO00888,2024-11,FWD6910,包装材料,3.4402,3.3091,50.68,0.13
WO00888,2024-11,FWD6910,珠光粉基材,10.0791,10.0791,69.1,-0.08
WO00888,2024-11,FWD6910,合成云母,3.8627,3.7523,24.66,-0.08
WO00888,2024-11,FWD6910,钛白粉,9.1738,8.5622,78.17,-0.02
WO00102,2025-09,FWD510,合成云母,2.2032,2.2241,47.37,0.13
WO00102,2025-09,FWD510,分散剂,8.7438,8.6605,48.65,0.03
WO00524,2025-06,FWD301,色料,2.3532,2.1291,15.31,-0.08
WO00524,2025-06,FWD301,云母粉,1.7938,1.623,31.27,-0.07
WO00524,2025-06,FWD301,分散剂,3.144,2.9344,58.94,0.14
WO00490,2025-06,FWD6003,分散剂,1.7616,1.8288,38.75,-0.01
WO00490,2025-06,FWD6003,钛白粉,5.8512,5.4611,30.79,0.11
WO00490,2025-06,FWD6003,云母粉,8.8712,8.7022,46.17,0.09
WO01491,2025-08,FWD205WR,色料,9.7002,9.7002,56.13,0.13
WO01491,2025-08,FWD205WR,分散剂,5.1984,4.7528,43.73,0.01
WO01491,2025-08,FWD205WR,合成云母,1.2326,1.1622,39.67,-0.05
WO01491,2025-08,FWD205WR,钛白粉,9.5394,8.7217,52.33,0.01
WO02177,2025-02,FWD6860,云母粉,9.0234,8.7656,19.22,-0.09
WO02177,2025-02,FWD6860,珠光粉基材,9.0709,9.33,5.31,-0.04
WO02115,2025-11,BHC9323PG,云母粉,1.518,1.4602,30.76,0.15
WO02115,2025-11,BHC9323PG,合成云母,3.8074,3.6624,78.44,-0.08
WO02439,2024-11,FWD6003TWR,珠光粉基材,0.875,0.8334,52.85,-0.07
WO02439,2024-11,FWD6003TWR,包装材料,2.9831,3.0967,30.24,0.1
WO00300,2025-01,FWDV015,分散剂,0.663,0.6188,72.35,0.1
WO00300,2025-01,FWDV015,合成云母,0.1303,0.1291,22.18,0.13
WO00300,2025-01,FWDV015,色料,0.3871,0.4018,29.91,0.09
WO00300,2025-01,FWDV015,包装材料,0.1303,0.1241,26.06,0.06
WO02154,2025-04,FWD552,包装材料,5.3024,4.9489,73.5,0.15
WO02154,2025-04,FWD552,分散剂,0.2681,0.263,19.59,0.13
WO02154,2025-04,FWD552,云母粉,0.2383,0.2292,65.49,-0.09
WO01578,2025-04,FWD308,包装材料,2.7269,2.623,47.37,0.07
WO01578,2025-04,FWD308,钛白粉,5.6173,5.4568,17.76,-0.03
WO01578,2025-04,FWD308,合成云母,4.0357,4.2279,79.47,0.14
WO01578,2025-04,FWD308,珠光粉基材,5.6173,5.4568,57.17,0.11
WO00326,2025-04,FWD6003T,云母粉,2.4923,2.4211,63.08,-0.05
WO00326,2025-04,FWD6003T,钛白粉,3.7287,3.5511,45.68,-0.02
WO02093,2025-01,FWD7305WR,合成云母,1.266,1.1575,59.06,0.11
WO02093,2025-01,FWD7305WR,色料,2.0656,2.0263,43.06,0.1
WO01727,2025-04,BHC9233POH,包装材料,1.5098,1.3948,50.9,0.04
WO01727,2025-04,BHC9233POH,珠光粉基材,0.7206,0.6863,36.82,-0.08
WO00218,2025-08,FWD100,云母粉,8.9849,9.2416,11.73,-0.02
WO00218,2025-08,FWD100,珠光粉基材,8.8537,8.4321,13.22,0.06
WO01657,2024-11,FWD5800A,钛白粉,0.6076,0.6249,21.07,0.0
WO01657,2024-11,FWD5800A,色料,0.5823,0.549,30.64,0.09
WO00917,2025-01,FWD5870D,珠光粉基材,0.8868,0.8615,28.96,0.03
WO00917,2025-01,FWD5870D,色料,2.5091,2.294,72.04,-0.08
WO00917,2025-01,FWD5870D,钛白粉,1.5141,1.4132,24.71,0.05
WO00917,2025-01,FWD5870D,包装材料,1.5141,1.4708,48.63,-0.07
WO01669,2025-01,FWD001,云母粉,7.0576,7.1921,25.66,-0.06
WO01669,2025-01,FWD001,分散剂,7.6166,7.9068,32.6,0.04
WO01669,2025-01,FWD001,钛白粉,12.0189,11.6755,76.28,0.1
WO01997,2025-04,FWD6504T,钛白粉,3.8094,3.5554,11.63,-0.04
WO01997,2025-04,FWD6504T,珠光粉基材,2.2666,2.2882,8.29,0.01
WO01997,2025-04,FWD6504T,分散剂,3.7904,3.5738,43.88,0.08
WO00182,2024-12,FWD001,色料,1.5091,1.3798,40.34,-0.07
WO00182,2024-12,FWD001,包装材料,0.6139,0.5554,48.14,0.11
WO00182,2024-12,FWD001,合成云母,2.1997,2.0112,61.11,-0.04
WO00971,2025-08,FWD6002,分散剂,4.2891,4.2074,56.85,-0.05
WO00971,2025-08,FWD6002,包装材料,0.7448,0.7377,37.16,0.03
WO01515,2025-06,FWD6500,云母粉,5.0651,5.1133,36.15,0.07
WO01515,2025-06,FWD6500,色料,6.8401,6.3841,13.17,0.1
WO01515,2025-06,FWD6500,珠光粉基材,6.9699,6.7044,10.37,0.09
WO01515,2025-06,FWD6500,合成云母,6.8833,6.7522,68.37,-0.09
WO00331,2025-04,FWD901KSW,合成云母,10.0569,10.2484,40.71,0.04
WO00331,2025-04,FWD901KSW,云母粉,0.8275,0.7723,73.49,0.05
WO00331,2025-04,FWD901KSW,包装材料,2.737,2.6588,37.07,-0.04
WO00331,2025-04,FWD901KSW,分散剂,6.1741,5.7037,6.59,-0.04
WO01877,2025-04,FWD6163,包装材料,2.4173,2.4403,57.72,0.01
WO01877,2025-04,FWD6163,云母粉,6.8088,6.8736,47.22,-0.02
WO00240,2025-07,FWD151WR,分散剂,4.2786,4.2786,29.63,-0.06
WO00240,2025-07,FWD151WR,珠光粉基材,4.1119,4.0727,43.62,-0.05
WO00240,2025-07,FWD151WR,合成云母,7.2791,7.0712,12.69,0.04
WO00240,2025-07,FWD151WR,包装材料,1.9448,1.9819,21.09,0.15
WO01213,2025-03,FWD6307A,色料,1.8057,1.6682,75.57,0.0
WO01213,2025-03,FWD6307A,包装材料,7.1742,7.3792,10.0,0.0
WO01213,2025-03,FWD6307A,珠光粉基材,8.5407,7.9713,45.3,0.08
WO01213,2025-03,FWD6307A,云母粉,0.6833,0.6833,74.7,0.02
WO02371,2025-03,FWDD28X,分散剂,0.3709,0.3815,54.0,-0.08
WO02371,2025-03,FWDD28X,合成云母,2.0183,1.9029,26.21,0.05
WO02372,2025-05,FWDD25M,分散剂,5.7566,5.7566,71.69,-0.07
WO02372,2025-05,FWDD25M,合成云母,5.2891,4.7854,43.18,-0.1
