month,sku,category,base_price,observed_price,elasticity_coef,demand_index,competitor_price_index
2024-10,FWD6205,水晶系列,55.0,51.7,-0.66,0.54,1.23
2024-11,FWD6205,水晶系列,55.0,48.4,-1.06,1.95,1.27
2024-12,FWD6205,水晶系列,55.0,47.85,-0.68,1.46,1.1
2025-01,FWD6205,水晶系列,55.0,44.0,-0.69,1.89,0.94
2025-02,FWD6205,水晶系列,55.0,64.35,-1.4,1.04,1.04
2025-03,FWD6205,水晶系列,55.0,57.2,-0.55,1.2,0.92
2025-04,FWD6205,水晶系列,55.0,56.1,-2.68,1.78,0.81
2025-05,FWD6205,水晶系列,55.0,57.75,-2.25,1.87,1.16
2025-06,FWD6205,水晶系列,55.0,50.6,-2.18,1.42,1.24
2025-07,FWD6205,水晶系列,55.0,60.5,-2.68,1.64,0.85
2025-08,FWD6205,水晶系列,55.0,50.6,-1.36,1.33,1.2
2025-09,FWD6205,水晶系列,55.0,63.25,-2.28,0.69,0.82
2025-10,FWD6205,水晶系列,55.0,55.0,-2.79,1.33,1.11
2025-11,FWD6205,水晶系列,55.0,48.95,-2.94,1.02,1.29
2024-10,FWD6215,水晶系列,55.0,59.4,-1.6,0.54,1.3
2024-11,FWD6215,水晶系列,55.0,56.65,-1.84,0.67,0.87
2024-12,FWD6215,水晶系列,55.0,58.3,-2.45,1.59,1.16
2025-01,FWD6215,水晶系列,55.0,64.35,-2.37,0.86,1.16
2025-02,FWD6215,水晶系列,55.0,44.55,-1.51,1.72,1.08
2025-03,FWD6215,水晶系列,55.0,64.35,-0.61,1.68,1.1
2025-04,FWD6215,水晶系列,55.0,61.05,-2.23,1.32,0.94
2025-05,FWD6215,水晶系列,55.0,59.95,-1.56,1.75,1.1
2025-06,FWD6215,水晶系列,55.0,58.3,-1.93,1.53,0.98
2025-07,FWD6215,水晶系列,55.0,57.2,-2.62,1.31,0.81
2025-08,FWD6215,水晶系列,55.0,45.1,-2.83,1.0,1.03
2025-09,FWD6215,水晶系列,55.0,60.5,-2.42,1.06,1.25
2025-10,FWD6215,水晶系列,55.0,51.15,-2.79,1.17,0.85
2025-11,FWD6215,水晶系列,55.0,58.85,-2.44,0.6,1.09
2024-10,FWD6219,水晶系列,55.0,47.3,-1.62,0.83,0.81
2024-11,FWD6219,水晶系列,55.0,54.45,-2.3,1.1,1.11
2024-12,FWD6219,水晶系列,55.0,62.7,-1.4,0.94,0.95
2025-01,FWD6219,水晶系列,55.0,55.0,-1.07,1.86,0.96
2025-02,FWD6219,水晶系列,55.0,44.0,-0.81,0.92,0.89
2025-03,FWD6219,水晶系列,55.0,63.8,-1.14,0.76,0.95
2025-04,FWD6219,水晶系列,55.0,44.55,-2.99,0.62,1.15
2025-05,FWD6219,水晶系列,55.0,59.95,-2.23,1.01,1.27
2025-06,FWD6219,水晶系列,55.0,46.2,-2.0,1.3,0.96
2025-07,FWD6219,水晶系列,55.0,64.9,-2.3,1.89,0.99
2025-08,FWD6219,水晶系列,55.0,56.65,-0.91,1.07,0.88
2025-09,FWD6219,水晶系列,55.0,53.9,-2.59,0.86,1.18
2025-10,FWD6219,水晶系列,55.0,47.3,-2.45,1.69,1.14
2025-11,FWD6219,水晶系列,55.0,47.85,-2.27,0.83,0.84
2024-10,FWD6224,水晶系列,55.0,64.35,-1.4,0.71,0.99
2024-11,FWD6224,水晶系列,55.0,44.55,-2.88,1.74,1.1
2024-12,FWD6224,水晶系列,55.0,63.8,-2.02,1.54,1.1
2025-01,FWD6224,水晶系列,55.0,46.2,-1.89,0.94,0.88
2025-02,FWD6224,水晶系列,55.0,46.75,-2.65,0.95,1.0
2025-03,FWD6224,水晶系列,55.0,61.05,-1.65,1.86,0.98
2025-04,FWD6224,水晶系列,55.0,47.85,-2.4,1.11,1.1
2025-05,FWD6224,水晶系列,55.0,66.0,-1.81,0.51,0.91
2025-06,FWD6224,水晶系列,55.0,51.7,-2.68,0.55,0.91
2025-07,FWD6224,水晶系列,55.0,56.65,-0.9,1.25,0.95
2025-08,FWD6224,水晶系列,55.0,62.15,-1.05,0.51,0.88
2025-09,FWD6224,水晶系列,55.0,58.85,-1.96,0.57,1.09
2025-10,FWD6224,水晶系列,55.0,48.4,-1.39,1.43,1.04
2025-11,FWD6224,水晶系列,55.0,57.2,-1.78,0.5,1.12
2024-10,FWD6225,水晶系列,55.0,56.65,-2.54,1.01,0.85
2024-11,FWD6225,水晶系列,55.0,62.7,-2.63,1.06,1.16
2024-12,FWD6225,水晶系列,55.0,55.0,-2.3,1.27,0.98
2025-01,FWD6225,水晶系列,55.0,50.6,-0.58,1.59,1.09
2025-02,FWD6225,水晶系列,55.0,63.8,-1.45,0.84,0.94
2025-03,FWD6225,水晶系列,55.0,59.95,-1.05,1.97,0.87
2025-04,FWD6225,水晶系列,55.0,64.9,-2.41,1.48,1.03
2025-05,FWD6225,水晶系列,55.0,55.55,-0.71,0.61,0.97
2025-06,FWD6225,水晶系列,55.0,59.95,-2.28,1.76,1.02
2025-07,FWD6225,水晶系列,55.0,46.75,-1.04,0.94,1.18
2025-08,FWD6225,水晶系列,55.0,57.75,-2.51,1.87,1.26
2025-09,FWD6225,水晶系列,55.0,65.45,-1.32,1.14,1.01
2025-10,FWD6225,水晶系列,55.0,45.1,-1.93,0.77,1.04
2025-11,FWD6225,水晶系列,55.0,53.35,-0.76,0.69,1.19
2024-10,FWD6235,水晶系列,55.0,45.65,-2.6,1.55,0.96
2024-11,FWD6235,水晶系列,55.0,52.8,-1.63,0.61,1.16
2024-12,FWD6235,水晶系列,55.0,46.75,-2.85,0.6,0.86
2025-01,FWD6235,水晶系列,55.0,56.1,-1.8,1.89,0.81
2025-02,FWD6235,水晶系列,55.0,54.45,-1.43,1.14,0.97
2025-03,FWD6235,水晶系列,55.0,48.4,-2.66,1.23,1.07
2025-04,FWD6235,水晶系列,55.0,45.65,-1.54,0.71,1.21
2025-05,FWD6235,水晶系列,55.0,50.05,-1.71,1.27,1.01
2025-06,FWD6235,水晶系列,55.0,45.65,-0.72,0.93,0.88
2025-07,FWD6235,水晶系列,55.0,44.55,-2.22,0.54,1.17
2025-08,FWD6235,水晶系列,55.0,51.15,-1.87,1.86,1.08
2025-09,FWD6235,水晶系列,55.0,63.8,-1.66,0.72,0.92
2025-10,FWD6235,水晶系列,55.0,48.4,-1.26,0.89,0.97
2025-11,FWD6235,水晶系列,55.0,55.0,-1.35,1.07,1.11
2024-10,FWD6500A,水晶系列,55.0,54.45,-2.68,1.95,1.16
2024-11,FWD6500A,水晶系列,55.0,58.3,-2.74,0.8,1.14
2024-12,FWD6500A,水晶系列,55.0,56.65,-1.97,1.82,0.97
2025-01,FWD6500A,水晶系列,55.0,55.55,-2.47,0.56,0.85
2025-02,FWD6500A,水晶系列,55.0,63.25,-2.31,1.72,1.2
2025-03,FWD6500A,水晶系列,55.0,53.35,-2.59,0.94,1.02
2025-04,FWD6500A,水晶系列,55.0,63.25,-0.84,1.81,0.98
2025-05,FWD6500A,水晶系列,55.0,55.0,-0.99,1.99,0.96
2025-06,FWD6500A,水晶系列,55.0,64.9,-2.14,1.86,1.04
2025-07,FWD6500A,水晶系列,55.0,58.85,-0.91,0.97,1.18
2025-08,FWD6500A,水晶系列,55.0,65.45,-1.47,0.89,1.02
2025-09,FWD6500A,水晶系列,55.0,53.35,-2.27,0.75,1.21
2025-10,FWD6500A,水晶系列,55.0,59.4,-1.56,1.75,0.81
2025-11,FWD6500A,水晶系列,55.0,47.3,-1.98,0.51,1.01
2024-10,FWD6501,水晶系列,55.0,56.65,-2.68,0.99,1.07
2024-11,FWD6501,水晶系列,55.0,46.2,-2.17,1.73,0.83
2024-12,FWD6501,水晶系列,55.0,46.75,-1.95,1.17,1.01
2025-01,FWD6501,水晶系列,55.0,57.2,-1.77,0.85,0.96
2025-02,FWD6501,水晶系列,55.0,53.9,-2.95,1.67,0.93
2025-03,FWD6501,水晶系列,55.0,63.25,-0.81,0.61,1.09
2025-04,FWD6501,水晶系列,55.0,63.25,-2.25,1.49,1.25
2025-05,FWD6501,水晶系列,55.0,61.05,-2.53,0.94,1.05
2025-06,FWD6501,水晶系列,55.0,62.7,-1.62,1.9,1.15
2025-07,FWD6501,水晶系列,55.0,44.0,-1.18,1.87,1.29
2025-08,FWD6501,水晶系列,55.0,54.45,-1.19,1.82,0.99
2025-09,FWD6501,水晶系列,55.0,50.6,-0.84,1.48,1.03
2025-10,FWD6501,水晶系列,55.0,58.3,-2.49,1.29,0.85
2025-11,FWD6501,水晶系列,55.0,58.85,-1.87,1.92,1.29
2024-10,FWD6502,水晶系列,55.0,49.5,-2.64,1.17,1.17
2024-11,FWD6502,水晶系列,55.0,45.1,-2.61,1.35,1.15
2024-12,FWD6502,水晶系列,55.0,59.95,-2.21,1.09,1.0
2025-01,FWD6502,水晶系列,55.0,44.0,-1.18,0.8,1.12
2025-02,FWD6502,水晶系列,55.0,62.7,-1.32,1.68,1.2
2025-03,FWD6502,水晶系列,55.0,44.0,-1.93,0.6,0.87
2025-04,FWD6502,水晶系列,55.0,47.3,-1.02,1.73,1.22
2025-05,FWD6502,水晶系列,55.0,59.95,-0.77,1.28,1.05
2025-06,FWD6502,水晶系列,55.0,52.8,-2.33,0.88,1.28
2025-07,FWD6502,水晶系列,55.0,48.4,-1.64,1.63,1.01
2025-08,FWD6502,水晶系列,55.0,56.65,-1.87,0.53,1.19
2025-09,FWD6502,水晶系列,55.0,65.45,-2.58,1.31,1.0
2025-10,FWD6502,水晶系列,55.0,58.3,-1.19,1.55,0.99
2025-11,FWD6502,水晶系列,55.0,58.3,-0.87,0.88,1.26
2024-10,FWD6502A,水晶系列,55.0,63.25,-0.77,1.4,0.81
2024-11,FWD6502A,水晶系列,55.0,64.35,-0.54,0.92,1.16
2024-12,FWD6502A,水晶系列,55.0,63.25,-2.87,0.72,1.11
2025-01,FWD6502A,水晶系列,55.0,46.2,-1.09,1.35,0.91
2025-02,FWD6502A,水晶系列,55.0,58.3,-2.88,1.83,0.8
2025-03,FWD6502A,水晶系列,55.0,51.15,-2.73,1.09,1.04
2025-04,FWD6502A,水晶系列,55.0,55.55,-1.03,1.54,1.15
2025-05,FWD6502A,水晶系列,55.0,63.25,-2.85,0.83,1.06
2025-06,FWD6502A,水晶系列,55.0,58.3,-1.73,1.59,0.82
2025-07,FWD6502A,水晶系列,55.0,45.65,-2.36,0.92,0.94
2025-08,FWD6502A,水晶系列,55.0,52.8,-2.84,1.84,0.97
2025-09,FWD6502A,水晶系列,55.0,62.15,-1.28,0.79,1.12
2025-10,FWD6502A,水晶系列,55.0,55.55,-2.74,0.83,0.96
2025-11,FWD6502A,水晶系列,55.0,55.0,-2.2,0.8,1.11
2024-10,FWD6504A,水晶系列,55.0,64.35,-2.97,1.27,0.96
2024-11,FWD6504A,水晶系列,55.0,46.2,-2.3,1.76,1.03
2024-12,FWD6504A,水晶系列,55.0,46.2,-2.34,1.89,0.82
2025-01,FWD6504A,水晶系列,55.0,61.6,-0.78,1.49,1.0
2025-02,FWD6504A,水晶系列,55.0,59.4,-1.48,1.47,0.9
2025-03,FWD6504A,水晶系列,55.0,53.35,-1.25,0.66,1.06
2025-04,FWD6504A,水晶系列,55.0,65.45,-2.03,1.28,1.01
2025-05,FWD6504A,水晶系列,55.0,56.65,-2.79,1.74,0.99
2025-06,FWD6504A,水晶系列,55.0,59.95,-2.11,1.28,1.13
2025-07,FWD6504A,水晶系列,55.0,45.65,-2.6,1.8,1.16
2025-08,FWD6504A,水晶系列,55.0,51.15,-0.84,1.97,0.9
2025-09,FWD6504A,水晶系列,55.0,51.7,-2.53,1.31,1.09
2025-10,FWD6504A,水晶系列,55.0,53.9,-1.95,0.72,0.98
2025-11,FWD6504A,水晶系列,55.0,49.5,-2.09,0.87,1.13
2024-10,FWD6303A,水晶系列,55.0,55.0,-1.07,0.92,0.99
2024-11,FWD6303A,水晶系列,55.0,46.2,-1.35,1.86,1.15
2024-12,FWD6303A,水晶系列,55.0,45.1,-2.16,1.52,1.07
2025-01,FWD6303A,水晶系列,55.0,53.35,-2.33,1.32,1.1
2025-02,FWD6303A,水晶系列,55.0,62.15,-2.48,1.66,0.8
2025-03,FWD6303A,水晶系列,55.0,51.7,-1.03,0.74,1.21
2025-04,FWD6303A,水晶系列,55.0,60.5,-2.55,1.14,1.08
2025-05,FWD6303A,水晶系列,55.0,49.5,-1.38,0.6,0.99
2025-06,FWD6303A,水晶系列,55.0,45.1,-1.15,0.98,1.24
2025-07,FWD6303A,水晶系列,55.0,50.6,-2.07,0.66,0.92
2025-08,FWD6303A,水晶系列,55.0,54.45,-0.99,0.79,1.26
2025-09,FWD6303A,水晶系列,55.0,56.65,-1.66,1.21,1.24
2025-10,FWD6303A,水晶系列,55.0,58.3,-0.89,1.65,0.91
2025-11,FWD6303A,水晶系列,55.0,62.7,-0.84,1.93,1.2
2024-10,FWD6307A,水晶系列,55.0,64.35,-1.83,1.93,0.86
2024-11,FWD6307A,水晶系列,55.0,55.0,-0.8,0.71,0.86
2024-12,FWD6307A,水晶系列,55.0,58.3,-1.17,1.88,0.9
2025-01,FWD6307A,水晶系列,55.0,45.1,-1.05,1.16,0.84
2025-02,FWD6307A,水晶系列,55.0,62.15,-2.82,1.57,0.94
2025-03,FWD6307A,水晶系列,55.0,58.85,-2.52,1.23,1.24
2025-04,FWD6307A,水晶系列,55.0,51.7,-0.59,1.49,1.22
2025-05,FWD6307A,水晶系列,55.0,53.9,-1.27,1.2,1.18
2025-06,FWD6307A,水晶系列,55.0,61.05,-0.91,1.85,1.27
2025-07,FWD6307A,水晶系列,55.0,56.65,-1.31,1.21,0.99
2025-08,FWD6307A,水晶系列,55.0,53.35,-1.23,1.66,1.0
2025-09,FWD6307A,水晶系列,55.0,50.6,-1.86,1.41,1.16
2025-10,FWD6307A,水晶系列,55.0,62.7,-2.06,0.79,1.19
2025-11,FWD6307A,水晶系列,55.0,57.75,-2.96,1.05,0.88
2024-10,FWDD10A,钻石系列,100.0,91.0,-0.94,0.71,1.14
2024-11,FWDD10A,钻石系列,100.0,95.0,-1.29,1.67,1.11
2024-12,FWDD10A,钻石系列,100.0,87.0,-0.61,1.76,1.09
2025-01,FWDD10A,钻石系列,100.0,90.0,-1.1,1.44,0.81
2025-02,FWDD10A,钻石系列,100.0,108.0,-2.95,1.22,0.92
2025-03,FWDD10A,钻石系列,100.0,85.0,-2.87,1.24,1.12
2025-04,FWDD10A,钻石系列,100.0,116.0,-2.71,0.99,1.17
2025-05,FWDD10A,钻石系列,100.0,83.0,-2.76,1.56,1.25
2025-06,FWDD10A,钻石系列,100.0,81.0,-1.95,0.55,1.0
2025-07,FWDD10A,钻石系列,100.0,109.0,-1.6,1.5,1.22
2025-08,FWDD10A,钻石系列,100.0,104.0,-0.73,1.8,1.26
2025-09,FWDD10A,钻石系列,100.0,93.0,-2.49,1.26,1.16
2025-10,FWDD10A,钻石系列,100.0,116.0,-2.1,1.4,0.85
2025-11,FWDD10A,钻石系列,100.0,99.0,-1.57,0.64,0.93
2024-10,FWDD10L,钻石系列,120.0,139.2,-2.39,1.26,1.01
2024-11,FWDD10L,钻石系列,120.0,136.8,-1.42,1.52,0.92
2024-12,FWDD10L,钻石系列,120.0,138.0,-2.61,0.64,1.3
2025-01,FWDD10L,钻石系列,120.0,103.2,-1.76,1.49,1.01
2025-02,FWDD10L,钻石系列,120.0,121.2,-2.63,0.97,1.07
2025-03,FWDD10L,钻石系列,120.0,139.2,-2.34,1.85,1.29
2025-04,FWDD10L,钻石系列,120.0,102.0,-1.75,0.5,1.21
2025-05,FWDD10L,钻石系列,120.0,130.8,-1.28,1.49,0.81
2025-06,FWDD10L,钻石系列,120.0,98.4,-2.02,0.96,1.17
2025-07,FWDD10L,钻石系列,120.0,111.6,-1.03,1.38,1.08
2025-08,FWDD10L,钻石系列,120.0,105.6,-2.16,0.71,1.24
2025-09,FWDD10L,钻石系列,120.0,127.2,-2.0,1.59,1.24
2025-10,FWDD10L,钻石系列,120.0,105.6,-1.26,0.85,1.25
2025-11,FWDD10L,钻石系列,120.0,139.2,-0.89,1.07,1.16
2024-10,FWDD21L,钻石系列,280.0,246.4,-0.92,0.52,1.25
2024-11,FWDD21L,钻石系列,280.0,229.6,-2.86,0.58,1.21
2024-12,FWDD21L,钻石系列,280.0,232.4,-1.53,1.17,0.86
2025-01,FWDD21L,钻石系列,280.0,330.4,-2.99,1.78,1.07
2025-02,FWDD21L,钻石系列,280.0,282.8,-2.89,1.97,0.92
2025-03,FWDD21L,钻石系列,280.0,254.8,-1.25,1.0,1.24
2025-04,FWDD21L,钻石系列,280.0,243.6,-1.5,1.52,1.11
2025-05,FWDD21L,钻石系列,280.0,327.6,-2.42,1.56,1.12
2025-06,FWDD21L,钻石系列,280.0,235.2,-1.96,1.66,1.0
2025-07,FWDD21L,钻石系列,280.0,296.8,-1.67,1.27,1.21
2025-08,FWDD21L,钻石系列,280.0,238.0,-2.65,1.45,1.06
2025-09,FWDD21L,钻石系列,280.0,333.2,-2.13,1.64,0.95
2025-10,FWDD21L,钻石系列,280.0,302.4,-1.85,0.88,1.03
2025-11,FWDD21L,钻石系列,280.0,263.2,-2.99,1.58,0.84
2024-10,FWDD23L,钻石系列,280.0,336.0,-0.93,0.55,0.97
2024-11,FWDD23L,钻石系列,280.0,246.4,-1.63,1.67,0.92
2024-12,FWDD23L,钻石系列,280.0,271.6,-0.84,1.89,1.1
2025-01,FWDD23L,钻石系列,280.0,257.6,-1.45,0.71,1.08
2025-02,FWDD23L,钻石系列,280.0,308.0,-0.53,0.71,1.01
2025-03,FWDD23L,钻石系列,280.0,336.0,-2.42,1.6,0.98
2025-04,FWDD23L,钻石系列,280.0,305.2,-2.93,1.11,1.04
2025-05,FWDD23L,钻石系列,280.0,322.0,-1.8,1.26,1.04
2025-06,FWDD23L,钻石系列,280.0,238.0,-0.83,1.3,1.21
2025-07,FWDD23L,钻石系列,280.0,327.6,-2.46,1.15,1.06
2025-08,FWDD23L,钻石系列,280.0,263.2,-1.34,0.63,1.13
2025-09,FWDD23L,钻石系列,280.0,310.8,-0.8,0.74,1.26
2025-10,FWDD23L,钻石系列,280.0,240.8,-2.57,1.14,1.02
2025-11,FWDD23L,钻石系列,280.0,302.4,-1.71,0.52,1.15
2024-10,FWDD25L,钻石系列,280.0,296.8,-2.51,0.63,1.0
2024-11,FWDD25L,钻石系列,280.0,243.6,-0.96,1.33,1.12
2024-12,FWDD25L,钻石系列,280.0,305.2,-1.31,1.95,0.8
2025-01,FWDD25L,钻石系列,280.0,288.4,-2.27,1.71,1.08
2025-02,FWDD25L,钻石系列,280.0,260.4,-2.73,1.43,1.04
2025-03,FWDD25L,钻石系列,280.0,260.4,-2.62,1.4,1.05
2025-04,FWDD25L,钻石系列,280.0,285.6,-2.26,0.78,1.08
2025-05,FWDD25L,钻石系列,280.0,282.8,-0.6,0.98,1.26
2025-06,FWDD25L,钻石系列,280.0,330.4,-0.7,0.94,1.19
2025-07,FWDD25L,钻石系列,280.0,330.4,-2.73,1.08,1.04
2025-08,FWDD25L,钻石系列,280.0,288.4,-1.54,1.93,0.87
2025-09,FWDD25L,钻石系列,280.0,322.0,-0.61,1.8,0.98
2025-10,FWDD25L,钻石系列,280.0,282.8,-2.77,0.62,0.86
2025-11,FWDD25L,钻石系列,280.0,282.8,-0.56,0.56,1.24
2024-10,FWDD27L,钻石系列,280.0,229.6,-2.1,1.58,0.89
2024-11,FWDD27L,钻石系列,280.0,302.4,-2.33,0.77,1.27
2024-12,FWDD27L,钻石系列,280.0,324.8,-1.6,1.02,1.03
2025-01,FWDD27L,钻石系列,280.0,249.2,-2.88,0.52,0.87
2025-02,FWDD27L,钻石系列,280.0,238.0,-2.51,1.6,0.87
2025-03,FWDD27L,钻石系列,280.0,232.4,-1.42,1.26,1.22
2025-04,FWDD27L,钻石系列,280.0,254.8,-2.91,1.36,1.28
2025-05,FWDD27L,钻石系列,280.0,296.8,-2.0,1.02,1.3
2025-06,FWDD27L,钻石系列,280.0,319.2,-2.59,1.11,0.91
2025-07,FWDD27L,钻石系列,280.0,285.6,-2.7,1.08,1.24
2025-08,FWDD27L,钻石系列,280.0,330.4,-2.97,1.46,0.81
2025-09,FWDD27L,钻石系列,280.0,252.0,-2.66,0.76,0.99
2025-10,FWDD27L,钻石系列,280.0,240.8,-1.22,1.55,1.09
2025-11,FWDD27L,钻石系列,280.0,277.2,-2.09,1.69,1.12
2024-10,FWDD28L,钻石系列,280.0,302.4,-0.51,0.99,1.24
2024-11,FWDD28L,钻石系列,280.0,313.6,-1.27,1.64,0.95
2024-12,FWDD28L,钻石系列,280.0,330.4,-0.63,1.05,1.0
2025-01,FWDD28L,钻石系列,280.0,280.0,-1.06,0.57,0.99
2025-02,FWDD28L,钻石系列,280.0,313.6,-0.74,1.04,0.95
2025-03,FWDD28L,钻石系列,280.0,249.2,-0.65,1.0,0.83
2025-04,FWDD28L,钻石系列,280.0,271.6,-2.05,1.32,1.07
2025-05,FWDD28L,钻石系列,280.0,263.2,-0.94,1.81,0.9
2025-06,FWDD28L,钻石系列,280.0,254.8,-1.13,0.8,0.95
2025-07,FWDD28L,钻石系列,280.0,249.2,-1.15,1.91,0.98
2025-08,FWDD28L,钻石系列,280.0,271.6,-1.63,0.74,1.01
2025-09,FWDD28L,钻石系列,280.0,271.6,-1.76,1.09,0.95
2025-10,FWDD28L,钻石系列,280.0,240.8,-2.22,1.79,1.21
2025-11,FWDD28L,钻石系列,280.0,282.8,-1.82,0.51,1.05
2024-10,FWDD29L,钻石系列,350.0,315.0,-1.48,1.66,1.13
2024-11,FWDD29L,钻石系列,350.0,364.0,-1.07,0.83,1.21
2024-12,FWDD29L,钻石系列,350.0,315.0,-2.37,1.96,1.02
2025-01,FWDD29L,钻石系列,350.0,325.5,-1.51,1.3,0.98
2025-02,FWDD29L,钻石系列,350.0,392.0,-1.09,0.98,0.83
2025-03,FWDD29L,钻石系列,350.0,283.5,-0.51,0.76,0.93
2025-04,FWDD29L,钻石系列,350.0,381.5,-1.84,0.51,1.03
2025-05,FWDD29L,钻石系列,350.0,409.5,-2.3,1.64,1.18
2025-06,FWDD29L,钻石系列,350.0,378.0,-1.58,1.17,1.26
2025-07,FWDD29L,钻石系列,350.0,301.0,-1.77,1.96,0.96
2025-08,FWDD29L,钻石系列,350.0,409.5,-1.41,1.5,1.28
2025-09,FWDD29L,钻石系列,350.0,357.0,-2.99,0.54,1.01
2025-10,FWDD29L,钻石系列,350.0,420.0,-2.16,0.66,0.82
2025-11,FWDD29L,钻石系列,350.0,378.0,-2.67,0.51,1.3
2024-10,FWDD10M,钻石系列,120.0,104.4,-2.94,1.34,0.96
2024-11,FWDD10M,钻石系列,120.0,138.0,-2.14,0.71,1.03
2024-12,FWDD10M,钻石系列,120.0,128.4,-2.34,1.51,0.92
2025-01,FWDD10M,钻石系列,120.0,120.0,-2.44,1.79,1.18
2025-02,FWDD10M,钻石系列,120.0,134.4,-2.53,1.59,0.85
2025-03,FWDD10M,钻石系列,120.0,127.2,-2.64,1.36,0.94
2025-04,FWDD10M,钻石系列,120.0,115.2,-0.83,0.78,1.03
2025-05,FWDD10M,钻石系列,120.0,122.4,-2.34,1.76,0.99
2025-06,FWDD10M,钻石系列,120.0,128.4,-2.54,0.67,0.83
2025-07,FWDD10M,钻石系列,120.0,106.8,-2.09,0.79,1.16
2025-08,FWDD10M,钻石系列,120.0,110.4,-2.12,1.93,0.93
2025-09,FWDD10M,钻石系列,120.0,142.8,-1.11,1.7,1.21
2025-10,FWDD10M,钻石系列,120.0,123.6,-1.44,0.99,0.84
2025-11,FWDD10M,钻石系列,120.0,140.4,-1.34,1.02,0.98
2024-10,FWDD21M,钻石系列,280.0,249.2,-1.11,1.18,0.82
2024-11,FWDD21M,钻石系列,280.0,238.0,-1.09,0.78,1.22
2024-12,FWDD21M,钻石系列,280.0,246.4,-1.96,1.16,0.99
2025-01,FWDD21M,钻石系列,280.0,240.8,-0.51,0.63,0.96
2025-02,FWDD21M,钻石系列,280.0,333.2,-1.81,1.58,1.18
2025-03,FWDD21M,钻石系列,280.0,308.0,-1.13,0.89,0.85
2025-04,FWDD21M,钻石系列,280.0,226.8,-1.12,0.89,0.86
2025-05,FWDD21M,钻石系列,280.0,296.8,-0.56,1.09,0.81
2025-06,FWDD21M,钻石系列,280.0,229.6,-1.45,1.36,0.84
2025-07,FWDD21M,钻石系列,280.0,252.0,-0.92,1.69,0.92
2025-08,FWDD21M,钻石系列,280.0,260.4,-1.45,0.61,1.17
2025-09,FWDD21M,钻石系列,280.0,257.6,-0.65,0.55,0.96
2025-10,FWDD21M,钻石系列,280.0,291.2,-1.46,0.71,1.21
2025-11,FWDD21M,钻石系列,280.0,302.4,-0.71,1.13,0.91
2024-10,FWDD23M,钻石系列,280.0,330.4,-0.99,1.93,0.91
2024-11,FWDD23M,钻石系列,280.0,316.4,-1.05,1.3,1.08
2024-12,FWDD23M,钻石系列,280.0,257.6,-0.61,1.02,1.27
2025-01,FWDD23M,钻石系列,280.0,296.8,-1.36,0.59,0.98
2025-02,FWDD23M,钻石系列,280.0,268.8,-0.96,1.05,1.23
2025-03,FWDD23M,钻石系列,280.0,243.6,-2.64,1.58,0.85
2025-04,FWDD23M,钻石系列,280.0,277.2,-2.36,1.65,1.02
2025-05,FWDD23M,钻石系列,280.0,291.2,-1.83,0.6,1.16
2025-06,FWDD23M,钻石系列,280.0,226.8,-2.27,0.93,0.93
2025-07,FWDD23M,钻石系列,280.0,282.8,-0.76,1.56,1.12
2025-08,FWDD23M,钻石系列,280.0,322.0,-2.38,1.06,1.26
2025-09,FWDD23M,钻石系列,280.0,229.6,-2.79,1.48,0.88
2025-10,FWDD23M,钻石系列,280.0,277.2,-0.55,0.68,1.12
2025-11,FWDD23M,钻石系列,280.0,268.8,-2.2,1.52,0.86
2024-10,FWDD25M,钻石系列,280.0,277.2,-1.32,0.69,1.25
2024-11,FWDD25M,钻石系列,280.0,313.6,-0.6,1.86,0.91
2024-12,FWDD25M,钻石系列,280.0,235.2,-2.6,1.14,1.14
2025-01,FWDD25M,钻石系列,280.0,229.6,-2.79,1.26,0.91
2025-02,FWDD25M,钻石系列,280.0,240.8,-1.45,1.39,0.92
2025-03,FWDD25M,钻石系列,280.0,232.4,-1.58,0.98,0.91
2025-04,FWDD25M,钻石系列,280.0,310.8,-1.85,0.67,0.81
2025-05,FWDD25M,钻石系列,280.0,282.8,-2.66,1.18,0.8
2025-06,FWDD25M,钻石系列,280.0,263.2,-1.39,1.39,1.11
2025-07,FWDD25M,钻石系列,280.0,266.0,-1.18,0.79,0.93
2025-08,FWDD25M,钻石系列,280.0,224.0,-2.21,1.98,0.8
2025-09,FWDD25M,钻石系列,280.0,266.0,-1.06,1.71,0.92
2025-10,FWDD25M,钻石系列,280.0,294.0,-1.76,1.83,1.17
2025-11,FWDD25M,钻石系列,280.0,263.2,-2.23,0.58,1.1
2024-10,FWDD27M,钻石系列,280.0,274.4,-1.74,1.09,0.92
2024-11,FWDD27M,钻石系列,280.0,254.8,-1.05,1.41,1.16
2024-12,FWDD27M,钻石系列,280.0,268.8,-2.49,1.53,1.14
2025-01,FWDD27M,钻石系列,280.0,232.4,-2.26,1.57,0.87
2025-02,FWDD27M,钻石系列,280.0,285.6,-1.03,0.64,0.84
2025-03,FWDD27M,钻石系列,280.0,285.6,-2.39,0.7,0.89
2025-04,FWDD27M,钻石系列,280.0,308.0,-2.88,0.65,0.92
2025-05,FWDD27M,钻石系列,280.0,235.2,-2.06,0.97,0.87
2025-06,FWDD27M,钻石系列,280.0,282.8,-2.75,1.32,0.98
2025-07,FWDD27M,钻石系列,280.0,226.8,-2.41,1.33,0.9
