month,warehouse,carrier,destination,shipment_count,total_weight_kg,total_cost_rmb,cost_per_kg,fuel_surcharge_rmb
2025-05,广州仓,京东物流,杭州,17,1.27,806.45,11.32,12.56
2025-05,广州仓,京东物流,Singapore,46,11.84,3001.44,29.17,124.41
2025-06,广州仓,京东物流,Seoul,44,25.92,4335.12,5.6,81.24
2025-06,广州仓,京东物流,广州,13,25.68,834.6,24.99,144.32
2025-07,广州仓,京东物流,西安,25,27.42,6617.36,23.71,183.3
2025-07,广州仓,京东物流,成都,27,15.04,2327.44,24.4,95.75
2025-07,广州仓,京东物流,Seoul,29,1.23,248.46,28.77,23.05
2025-08,广州仓,京东物流,重庆,17,29.46,1610.48,17.49,82.65
2025-08,广州仓,京东物流,广州,31,5.11,3352.16,26.61,89.85
2025-08,广州仓,京东物流,武汉,11,17.1,6147.45,29.33,140.28
2025-08,广州仓,京东物流,Tokyo,9,3.12,695.76,13.82,15.08
2025-08,广州仓,京东物流,Frankfurt,48,14.04,1604.07,9.97,184.92
2025-09,广州仓,京东物流,广州,17,2.8,1265.6,28.15,108.87
2025-09,广州仓,京东物流,重庆,24,38.25,3243.6,23.73,89.53
2025-09,广州仓,京东物流,杭州,34,5.05,2954.25,6.39,23.99
2025-09,广州仓,京东物流,Tokyo,48,4.74,1373.02,27.8,94.78
2025-10,广州仓,京东物流,成都,39,15.48,3722.94,12.6,71.55
2025-10,广州仓,京东物流,深圳,48,17.61,2107.33,10.59,8.26
2025-11,广州仓,京东物流,北京,7,29.85,2776.05,28.48,0.32
2025-11,广州仓,京东物流,武汉,15,7.73,6794.67,21.29,138.53
2025-11,广州仓,京东物流,Tokyo,45,27.15,4787.45,9.04,60.89
2025-11,广州仓,京东物流,南京,31,13.52,1794.78,16.09,46.11
2025-11,广州仓,京东物流,Frankfurt,42,9.75,2096.25,21.19,43.11
2024-10,广州仓,中外运,Tokyo,7,5.84,843.88,16.39,20.03
2024-10,广州仓,中外运,Singapore,41,4.93,3391.84,12.27,36.31
2024-10,广州仓,中外运,上海,11,9.64,1706.28,25.37,78.73
2024-10,广州仓,中外运,南京,16,27.45,3943.65,20.89,98.84
2024-11,广州仓,中外运,Frankfurt,22,3.29,908.04,27.61,46.44
2024-11,广州仓,中外运,Los Angeles,5,3.38,1666.34,6.07,121.9
2024-12,广州仓,中外运,北京,44,19.56,4577.04,5.24,179.86
2024-12,广州仓,中外运,南京,17,31.8,4348.65,16.12,2.91
2024-12,广州仓,中外运,Singapore,26,15.0,870.0,19.97,33.84
2024-12,广州仓,中外运,杭州,47,18.94,8418.83,3.2,10.89
2025-01,广州仓,中外运,成都,13,0.97,539.32,23.86,111.89
2025-01,广州仓,中外运,Singapore,40,30.3,4557.12,10.98,126.04
2025-02,广州仓,中外运,西安,12,12.32,2929.08,10.78,107.0
2025-02,广州仓,中外运,上海,34,4.43,4430.0,4.83,90.85
2025-02,广州仓,中外运,Seoul,49,18.72,8835.84,15.78,10.44
2025-02,广州仓,中外运,广州,22,1.3,213.2,23.42,7.95
2025-03,广州仓,中外运,Frankfurt,37,1.56,385.32,28.29,121.87
2025-03,广州仓,中外运,成都,39,11.1,703.0,21.31,95.35
2025-03,广州仓,中外运,南京,24,29.85,2835.75,8.75,188.94
2025-04,广州仓,中外运,西安,39,9.15,1610.4,15.46,25.26
2025-04,广州仓,中外运,重庆,19,9.04,998.92,17.24,196.62
2025-04,广州仓,中外运,Frankfurt,35,18.8,1461.7,9.55,89.87
2025-04,广州仓,中外运,杭州,38,25.92,8432.64,28.42,189.39
2025-05,广州仓,中外运,武汉,33,28.95,1933.86,19.39,31.46
2025-05,广州仓,中外运,杭州,50,25.65,6412.5,19.27,83.08
2025-05,广州仓,中外运,Seoul,12,7.65,1015.92,18.16,17.05
2025-06,广州仓,中外运,Tokyo,21,5.49,2289.33,24.82,148.7
2025-06,广州仓,中外运,重庆,47,7.16,1460.64,16.21,177.89
2025-06,广州仓,中外运,北京,45,4.7,317.25,22.09,134.62
2025-06,广州仓,中外运,广州,19,1.9,563.35,19.51,97.5
2025-07,广州仓,中外运,北京,18,22.88,726.44,22.95,111.84
2025-07,广州仓,中外运,成都,47,15.48,3756.48,3.75,137.28
2025-07,广州仓,中外运,Tokyo,41,14.3,1387.1,15.79,176.7
2025-07,广州仓,中外运,重庆,21,9.15,6780.15,17.9,99.86
2025-08,广州仓,中外运,Singapore,24,5.48,1139.84,25.69,24.45
2025-08,广州仓,中外运,武汉,11,4.94,780.52,23.11,114.51
2025-08,广州仓,中外运,Frankfurt,15,0.51,370.26,13.83,139.9
2025-08,广州仓,中外运,广州,33,4.72,1087.96,25.58,21.05
2025-09,广州仓,中外运,武汉,11,35.72,2259.29,19.8,71.43
2025-09,广州仓,中外运,北京,38,4.24,1587.88,7.75,28.01
2025-09,广州仓,中外运,Los Angeles,17,21.04,4749.78,22.38,146.18
2025-09,广州仓,中外运,Frankfurt,50,10.1,4630.85,4.09,22.88
2025-10,广州仓,中外运,广州,31,4.44,2912.64,14.74,198.64
2025-10,广州仓,中外运,Tokyo,36,22.65,2110.98,14.77,137.58
2025-11,广州仓,中外运,重庆,30,3.46,2833.74,4.32,21.04
2025-11,广州仓,中外运,Frankfurt,49,15.36,537.6,7.48,97.25
2025-11,广州仓,中外运,北京,36,48.3,2627.52,20.09,101.57
2025-11,广州仓,中外运,Los Angeles,26,6.57,2183.43,10.15,108.74
2025-11,广州仓,中外运,武汉,16,2.1,652.4,11.19,161.87
2024-10,广州仓,DHL,重庆,18,5.84,318.28,20.92,72.25
2024-10,广州仓,DHL,Singapore,43,7.77,2059.05,21.52,27.04
2024-11,广州仓,DHL,南京,38,2.89,410.38,25.24,190.82
2024-11,广州仓,DHL,上海,15,20.31,3229.29,26.33,74.13
2024-11,广州仓,DHL,杭州,18,7.07,4114.74,19.13,28.16
2024-12,广州仓,DHL,广州,32,26.58,4297.1,11.29,174.72
2024-12,广州仓,DHL,Singapore,44,19.16,3434.43,23.26,177.08
2024-12,广州仓,DHL,Tokyo,47,5.06,2924.68,5.29,28.02
2024-12,广州仓,DHL,上海,44,27.18,6169.86,11.23,163.39
2024-12,广州仓,DHL,Frankfurt,41,4.59,3231.36,9.6,2.82
2025-01,广州仓,DHL,成都,36,5.43,2530.38,16.62,20.33
2025-01,广州仓,DHL,Los Angeles,26,34.8,2662.2,21.02,59.65
2025-01,广州仓,DHL,上海,9,17.0,2312.0,7.0,64.46
2025-01,广州仓,DHL,西安,38,0.76,680.96,5.56,100.05
2025-02,广州仓,DHL,杭州,46,28.6,5369.65,28.6,99.41
2025-02,广州仓,DHL,上海,6,26.4,7136.8,19.53,70.58
2025-03,广州仓,DHL,西安,15,3.32,1060.74,11.52,9.36
2025-03,广州仓,DHL,南京,43,5.67,5420.52,29.33,154.1
2025-03,广州仓,DHL,Seoul,17,31.16,7673.15,23.72,20.74
2025-03,广州仓,DHL,武汉,24,2.24,1211.84,11.6,60.55
2025-04,广州仓,DHL,北京,40,19.26,5180.94,6.8,115.5
2025-04,广州仓,DHL,武汉,32,5.0,1265.0,15.66,99.89
2025-04,广州仓,DHL,上海,11,34.55,6260.46,21.93,27.78
2025-04,广州仓,DHL,Frankfurt,9,8.34,2193.42,10.85,179.92
2025-04,广州仓,DHL,重庆,29,6.78,3176.43,11.2,93.0
2025-05,广州仓,DHL,北京,24,4.56,1874.16,2.39,80.98
2025-05,广州仓,DHL,Los Angeles,27,3.74,2655.4,19.84,158.49
2025-05,广州仓,DHL,成都,6,21.39,6709.33,28.93,111.28
2025-05,广州仓,DHL,南京,23,3.51,361.53,26.53,32.46
2025-05,广州仓,DHL,杭州,39,9.21,2434.51,16.82,0.67
2025-06,广州仓,DHL,北京,41,14.6,5956.8,28.39,64.87
2025-06,广州仓,DHL,西安,44,1.28,286.72,18.14,196.9
2025-07,广州仓,DHL,成都,23,4.89,1036.68,15.22,80.3
2025-07,广州仓,DHL,Los Angeles,26,16.24,1019.06,17.37,64.47
2025-07,广州仓,DHL,北京,15,15.72,4721.24,6.25,66.44
2025-08,广州仓,DHL,Singapore,17,4.08,424.32,9.37,136.92
2025-08,广州仓,DHL,Los Angeles,9,12.12,3781.44,4.5,25.93
2025-09,广州仓,DHL,重庆,17,8.65,6383.7,19.03,29.24
2025-09,广州仓,DHL,北京,5,35.2,3245.44,29.71,157.39
2025-10,广州仓,DHL,广州,30,7.34,3303.0,23.95,173.9
2025-10,广州仓,DHL,杭州,5,16.62,3756.12,27.19,124.58
2025-10,广州仓,DHL,西安,18,17.92,1240.96,28.48,7.74
2025-10,广州仓,DHL,南京,49,3.24,819.72,21.29,186.0
2025-11,广州仓,DHL,北京,26,26.28,7901.52,15.52,72.42
2025-11,广州仓,DHL,上海,24,7.76,1272.64,28.86,131.12
2025-11,广州仓,DHL,深圳,48,18.09,1242.18,22.57,132.58
2024-10,广州仓,FedEx,成都,15,4.34,1115.38,5.08,86.77
2024-10,广州仓,FedEx,Seoul,19,1.58,504.81,6.17,18.3
2024-10,广州仓,FedEx,Frankfurt,11,14.85,2215.62,26.83,26.93
2024-11,广州仓,FedEx,杭州,39,5.6,1579.2,24.39,61.57
2024-11,广州仓,FedEx,Frankfurt,10,11.36,355.0,28.46,0.09
2024-12,广州仓,FedEx,广州,21,21.28,4500.72,3.13,70.39
2024-12,广州仓,FedEx,Seoul,25,8.48,3146.08,13.83,69.32
2024-12,广州仓,FedEx,南京,42,1.75,649.25,7.91,38.27
2024-12,广州仓,FedEx,上海,26,5.35,775.75,3.75,174.49
2025-01,广州仓,FedEx,武汉,14,36.95,3813.24,9.47,40.83
2025-01,广州仓,FedEx,上海,37,17.88,1478.08,22.04,144.56
2025-01,广州仓,FedEx,Seoul,7,4.6,362.48,10.74,10.48
2025-01,广州仓,FedEx,广州,23,12.0,1135.2,15.65,77.61
2025-01,广州仓,FedEx,Tokyo,48,3.66,1784.25,4.08,84.31
2025-02,广州仓,FedEx,广州,14,15.48,2314.26,7.93,66.95
2025-02,广州仓,FedEx,武汉,43,19.5,6149.0,12.51,17.42
2025-02,广州仓,FedEx,北京,28,22.76,3021.39,4.36,34.45
2025-02,广州仓,FedEx,Tokyo,43,1.75,498.75,6.9,161.48
2025-03,广州仓,FedEx,武汉,17,3.8,1402.2,9.73,87.92
2025-03,广州仓,FedEx,Seoul,11,15.9,1918.6,19.42,122.2
2025-03,广州仓,FedEx,重庆,10,6.95,460.09,26.01,52.97
2025-03,广州仓,FedEx,南京,27,13.86,2337.72,28.38,114.11
2025-03,广州仓,FedEx,成都,34,10.52,1662.16,19.72,135.39
2025-04,广州仓,FedEx,Tokyo,14,3.02,200.83,29.18,164.36
2025-04,广州仓,FedEx,Los Angeles,46,28.74,1274.14,25.4,107.26
2025-04,广州仓,FedEx,南京,31,49.9,1836.32,17.4,85.78
2025-04,广州仓,FedEx,西安,31,4.77,189.21,16.32,179.83
2025-05,广州仓,FedEx,Tokyo,29,5.26,781.11,21.8,113.15
2025-05,广州仓,FedEx,广州,48,4.46,1717.1,22.47,148.31
2025-05,广州仓,FedEx,南京,37,10.02,3221.43,26.03,16.67
2025-05,广州仓,FedEx,重庆,7,5.21,3532.38,22.42,129.39
2025-06,广州仓,FedEx,上海,11,28.5,5318.1,4.29,73.66
2025-06,广州仓,FedEx,西安,47,3.56,330.19,15.92,52.34
2025-06,广州仓,FedEx,深圳,34,23.1,4190.34,5.89,59.43
2025-06,广州仓,FedEx,Los Angeles,48,6.44,750.26,27.48,78.3
2025-07,广州仓,FedEx,深圳,46,2.18,404.39,4.87,196.94
2025-07,广州仓,FedEx,Los Angeles,25,4.38,1843.98,18.68,35.18
2025-07,广州仓,FedEx,西安,9,5.82,599.46,24.44,149.16
2025-08,广州仓,FedEx,Singapore,35,8.52,5469.84,24.3,134.63
2025-08,广州仓,FedEx,成都,13,6.72,396.48,12.01,6.54
2025-09,广州仓,FedEx,Frankfurt,40,8.74,2980.34,28.08,94.97
2025-09,广州仓,FedEx,深圳,46,23.6,5221.5,17.53,62.46
2025-10,广州仓,FedEx,杭州,25,3.76,2564.32,26.2,179.57
2025-10,广州仓,FedEx,西安,14,13.44,2204.16,15.87,127.54
2025-10,广州仓,FedEx,成都,28,14.7,3381.0,15.23,48.2
2025-10,广州仓,FedEx,北京,34,16.76,3519.6,25.69,150.29
2025-11,广州仓,FedEx,杭州,14,37.96,7724.86,5.27,6.48
2025-11,广州仓,FedEx,成都,48,21.04,583.86,12.99,69.78
2025-11,广州仓,FedEx,上海,31,11.13,2730.56,29.11,59.16
2025-11,广州仓,FedEx,Frankfurt,43,8.64,4224.96,11.96,67.79
2025-11,广州仓,FedEx,重庆,32,12.06,3971.76,18.62,114.8
2024-10,成都仓,顺丰,Los Angeles,39,21.15,1332.45,3.62,167.82
2024-10,成都仓,顺丰,深圳,45,18.08,1889.36,3.44,140.16
2024-10,成都仓,顺丰,南京,17,2.24,493.36,4.79,174.53
2024-11,成都仓,顺丰,重庆,28,16.98,1788.56,26.01,1.0
2024-11,成都仓,顺丰,杭州,23,5.98,2377.05,13.13,16.93
2024-12,成都仓,顺丰,Frankfurt,17,17.92,6334.72,13.64,86.05
2024-12,成都仓,顺丰,西安,30,10.04,1167.15,15.42,120.99
2024-12,成都仓,顺丰,Tokyo,46,48.45,6666.72,19.01,105.27
2024-12,成都仓,顺丰,Singapore,37,3.6,702.0,12.54,51.41
2024-12,成都仓,顺丰,重庆,48,33.2,5677.2,14.45,150.16
2025-01,成都仓,顺丰,广州,44,0.7,167.3,2.88,129.58
2025-01,成都仓,顺丰,Tokyo,39,7.85,3265.6,4.73,89.15
2025-02,成都仓,顺丰,成都,18,3.92,2936.08,9.64,92.29
2025-02,成都仓,顺丰,南京,27,3.81,469.9,11.42,153.47
2025-02,成都仓,顺丰,Tokyo,14,29.95,4462.55,16.8,182.3
2025-03,成都仓,顺丰,Singapore,23,31.5,3515.4,6.18,135.47
2025-03,成都仓,顺丰,Frankfurt,17,10.41,1648.25,22.93,141.44
2025-03,成都仓,顺丰,Tokyo,42,29.36,807.4,21.34,77.95
2025-03,成都仓,顺丰,西安,15,17.15,600.25,17.96,179.31
2025-04,成都仓,顺丰,北京,35,1.58,516.66,17.68,68.81
2025-04,成都仓,顺丰,成都,40,29.04,9370.24,8.8,198.61
2025-04,成都仓,顺丰,武汉,15,26.64,1971.36,16.3,127.05
2025-05,成都仓,顺丰,南京,14,9.76,1259.04,2.32,138.03
2025-05,成都仓,顺丰,Los Angeles,44,12.86,4455.99,18.59,102.19
2025-05,成都仓,顺丰,武汉,23,14.28,3431.96,22.65,112.58
2025-05,成都仓,顺丰,深圳,31,1.15,862.5,19.2,106.65
2025-06,成都仓,顺丰,Singapore,12,2.16,1870.56,8.27,139.14
2025-06,成都仓,顺丰,西安,7,5.92,2865.28,10.68,158.48
2025-06,成都仓,顺丰,南京,48,16.44,1002.84,13.99,133.4
2025-06,成都仓,顺丰,杭州,25,9.45,8410.5,12.23,43.37
2025-06,成都仓,顺丰,重庆,37,28.41,3731.18,23.26,145.56
2025-07,成都仓,顺丰,重庆,25,4.34,822.43,19.88,73.99
2025-07,成都仓,顺丰,Singapore,32,9.3,7653.9,9.44,123.07
2025-08,成都仓,顺丰,北京,44,0.56,538.72,20.69,186.4
2025-08,成都仓,顺丰,Singapore,27,15.96,6495.72,3.49,113.23
2025-08,成都仓,顺丰,杭州,19,10.11,566.16,8.74,73.2
2025-09,成都仓,顺丰,广州,10,23.58,7474.86,14.04,84.37
2025-09,成都仓,顺丰,Frankfurt,48,37.88,4895.99,17.31,131.06
2025-09,成都仓,顺丰,北京,32,6.39,847.74,6.43,107.18
2025-09,成都仓,顺丰,Los Angeles,48,27.6,7820.0,19.47,89.27
2025-10,成都仓,顺丰,北京,34,7.53,3508.98,5.03,66.04
2025-10,成都仓,顺丰,成都,7,2.48,773.76,11.08,25.82
2025-11,成都仓,顺丰,武汉,38,20.55,2819.46,28.83,105.32
2025-11,成都仓,顺丰,Seoul,42,2.52,253.68,18.2,43.21
2024-10,成都仓,德邦,Singapore,33,17.0,805.8,29.11,146.4
2024-10,成都仓,德邦,西安,35,22.83,4436.63,9.63,107.02
2024-10,成都仓,德邦,上海,41,12.3,2853.6,15.95,145.69
2024-10,成都仓,德邦,北京,7,9.44,4408.48,4.38,102.09
2024-10,成都仓,德邦,Tokyo,37,12.24,2749.92,15.57,57.06
2024-11,成都仓,德邦,深圳,24,7.26,3408.57,2.89,74.18
2024-11,成都仓,德邦,Los Angeles,16,8.01,3652.56,3.68,174.31
2024-11,成都仓,德邦,Seoul,40,21.78,1510.08,8.91,83.72
2024-11,成都仓,德邦,Frankfurt,49,11.25,1488.75,24.91,188.3
2024-11,成都仓,德邦,北京,27,9.34,9134.52,8.6,140.53
2024-12,成都仓,德邦,深圳,42,11.97,841.89,18.13,183.73
2024-12,成都仓,德邦,Tokyo,28,7.99,6631.7,27.25,149.31
2025-01,成都仓,德邦,广州,40,5.42,902.43,20.84,106.21
2025-01,成都仓,德邦,重庆,39,4.6,433.55,5.37,57.2
2025-01,成都仓,德邦,Frankfurt,27,4.12,479.98,28.19,127.35
2025-01,成都仓,德邦,北京,46,7.68,1868.8,22.93,89.18
2025-01,成都仓,德邦,武汉,50,7.32,1625.04,11.16,59.26
2025-02,成都仓,德邦,重庆,12,18.6,2467.6,19.71,167.31
2025-02,成都仓,德邦,Frankfurt,21,9.83,6104.43,17.99,6.21
2025-02,成都仓,德邦,杭州,25,25.96,5633.32,4.75,162.38
2025-02,成都仓,德邦,深圳,33,4.53,323.14,23.45,101.44
2025-03,成都仓,德邦,Singapore,48,6.34,1147.54,3.58,199.74
2025-03,成都仓,德邦,南京,18,44.95,7021.19,6.67,31.21
2025-03,成都仓,德邦,杭州,43,17.24,1741.24,19.81,142.14
2025-03,成都仓,德邦,Tokyo,24,3.87,152.22,14.27,100.84
2025-03,成都仓,德邦,广州,41,1.73,544.95,3.23,21.04
2025-04,成都仓,德邦,杭州,15,13.96,1497.21,28.12,94.44
2025-04,成都仓,德邦,深圳,48,8.01,1201.5,17.54,86.94
2025-04,成都仓,德邦,上海,30,3.37,967.19,14.46,157.28
2025-04,成都仓,德邦,广州,12,23.08,4437.13,21.03,94.34
2025-04,成都仓,德邦,Seoul,40,9.16,1914.44,20.0,6.01
2025-05,成都仓,德邦,北京,8,15.76,7320.52,25.1,60.43
2025-05,成都仓,德邦,Singapore,10,7.98,5530.14,22.17,49.66
2025-06,成都仓,德邦,深圳,42,1.66,622.5,24.89,135.07
2025-06,成都仓,德邦,上海,20,22.36,2157.74,24.02,181.95
2025-07,成都仓,德邦,深圳,21,27.05,1044.13,2.69,166.26
2025-07,成都仓,德邦,Frankfurt,29,26.34,1641.86,6.12,63.56
2025-08,成都仓,德邦,Frankfurt,15,25.7,3084.0,6.04,32.47
2025-08,成都仓,德邦,成都,40,26.68,2347.84,10.96,36.89
2025-08,成都仓,德邦,上海,42,8.7,800.4,14.3,118.11
2025-08,成都仓,德邦,杭州,14,20.97,6242.07,6.16,82.82
2025-09,成都仓,德邦,深圳,5,2.48,1292.08,3.13,104.71
2025-09,成都仓,德邦,武汉,33,29.48,3589.19,16.24,28.55
2025-10,成都仓,德邦,北京,38,22.32,4369.14,22.52,39.94
2025-10,成都仓,德邦,Singapore,28,4.59,1331.1,28.29,54.12
2025-10,成都仓,德邦,Seoul,47,0.87,221.85,23.78,190.33
2025-10,成都仓,德邦,广州,26,16.95,2440.8,6.56,72.47
2025-11,成都仓,德邦,Seoul,37,5.35,3070.9,19.54,90.27
2025-11,成都仓,德邦,深圳,28,28.44,3938.94,13.92,9.58
2025-11,成都仓,德邦,成都,26,12.0,342.0,7.15,93.24
2025-11,成都仓,德邦,北京,48,39.8,5402.85,4.39,133.6
2024-10,成都仓,京东物流,Singapore,34,9.19,2637.53,29.6,51.87
2024-10,成都仓,京东物流,Seoul,43,4.5,1251.0,19.31,94.9
2024-11,成都仓,京东物流,Singapore,29,12.2,5453.4,20.12,26.83
2024-11,成都仓,京东物流,上海,7,4.36,595.14,10.18,28.14
2024-11,成都仓,京东物流,Frankfurt,35,2.71,924.11,14.72,169.29
2024-12,成都仓,京东物流,南京,21,4.4,1773.2,11.31,40.05
2024-12,成都仓,京东物流,广州,15,10.98,1976.4,9.78,148.73
2024-12,成都仓,京东物流,Frankfurt,27,25.55,3832.5,22.08,33.87
2025-01,成都仓,京东物流,成都,21,10.62,3150.6,5.07,167.68
2025-01,成都仓,京东物流,北京,17,8.56,1600.72,20.51,119.73
2025-01,成都仓,京东物流,Singapore,49,19.59,6196.97,20.93,44.45
2025-01,成都仓,京东物流,上海,38,7.52,836.6,22.94,56.47
2025-02,成都仓,京东物流,Tokyo,12,18.96,6958.32,22.4,135.55
2025-02,成都仓,京东物流,广州,28,2.62,765.04,16.77,130.13
2025-02,成都仓,京东物流,上海,16,12.2,2254.56,21.23,15.05
2025-02,成都仓,京东物流,南京,17,4.0,764.0,6.22,180.07
2025-03,成都仓,京东物流,Singapore,46,27.56,2383.94,6.04,196.59
2025-03,成都仓,京东物流,Frankfurt,18,37.76,5107.04,20.45,168.24
2025-04,成都仓,京东物流,Seoul,50,8.08,3292.6,22.93,136.61
2025-04,成都仓,京东物流,Frankfurt,9,29.01,1721.26,28.58,100.44
2025-05,成都仓,京东物流,Tokyo,20,7.35,845.25,4.64,20.12
2025-05,成都仓,京东物流,成都,20,9.42,1290.54,13.51,78.1
2025-05,成都仓,京东物流,Frankfurt,46,14.2,2747.7,23.58,12.06
2025-05,成都仓,京东物流,武汉,11,20.43,4358.4,8.94,109.64
2025-06,成都仓,京东物流,深圳,10,18.04,6584.6,3.11,122.99
2025-06,成都仓,京东物流,西安,11,7.37,5424.32,17.21,192.22
2025-06,成都仓,京东物流,Tokyo,47,7.34,2179.98,17.81,80.89
2025-07,成都仓,京东物流,西安,39,19.17,1923.39,29.22,172.74
2025-07,成都仓,京东物流,Seoul,22,6.8,1191.36,9.97,46.74
2025-07,成都仓,京东物流,南京,36,13.53,3878.6,15.21,166.91
2025-07,成都仓,京东物流,广州,8,20.52,5978.16,25.15,133.2
2025-07,成都仓,京东物流,Los Angeles,15,13.86,3929.31,5.23,73.98
2025-08,成都仓,京东物流,广州,42,7.83,3507.84,16.81,194.04
2025-08,成都仓,京东物流,南京,24,32.44,8053.23,20.71,183.78
2025-08,成都仓,京东物流,北京,17,11.7,813.15,21.08,66.12
2025-08,成都仓,京东物流,西安,17,25.32,1890.56,15.91,112.61
2025-09,成都仓,京东物流,Frankfurt,40,4.58,283.96,19.63,73.5
2025-09,成都仓,京东物流,Tokyo,21,19.04,1380.4,28.65,116.58
2025-09,成都仓,京东物流,深圳,5,1.87,1200.54,27.46,180.79
2025-09,成都仓,京东物流,重庆,31,10.38,2200.56,24.27,161.97
2025-09,成都仓,京东物流,西安,43,21.87,7202.52,19.61,141.18
2025-10,成都仓,京东物流,成都,37,4.5,324.0,16.94,62.37
2025-10,成都仓,京东物流,南京,23,17.12,2294.08,16.95,2.88
2025-10,成都仓,京东物流,Los Angeles,14,21.64,4484.89,19.2,12.58
2025-10,成都仓,京东物流,西安,43,8.6,7052.0,29.25,92.61
2025-11,成都仓,京东物流,Singapore,19,23.2,2233.0,10.72,138.96
2025-11,成都仓,京东物流,深圳,41,24.57,2653.56,4.94,153.64
2024-10,成都仓,中外运,重庆,9,3.18,2442.24,4.23,186.43
2024-10,成都仓,中外运,广州,41,6.96,1374.6,7.08,156.77
2024-10,成都仓,中外运,上海,10,12.96,2747.52,11.08,90.96
2024-10,成都仓,中外运,深圳,37,3.32,1822.68,27.99,127.77
2024-11,成都仓,中外运,重庆,36,12.6,844.2,7.24,146.54
2024-11,成都仓,中外运,Tokyo,44,27.78,3907.72,9.08,86.68
2024-11,成都仓,中外运,武汉,43,27.6,6423.9,19.95,11.91
2024-12,成都仓,中外运,广州,39,38.6,2424.08,18.33,173.32
2024-12,成都仓,中外运,杭州,27,22.98,7430.2,8.91,6.38
2024-12,成都仓,中外运,成都,38,3.18,807.72,25.65,88.52
2024-12,成都仓,中外运,武汉,28,3.51,758.16,7.56,13.64
2025-01,成都仓,中外运,广州,32,15.87,4676.36,11.72,181.57
2025-01,成都仓,中外运,Tokyo,41,21.72,6595.64,18.33,182.46
2025-01,成都仓,中外运,武汉,26,8.66,2368.51,27.62,123.13
2025-02,成都仓,中外运,成都,25,19.86,1158.5,15.56,185.11
2025-02,成都仓,中外运,杭州,8,9.57,8019.66,6.62,183.14
2025-02,成都仓,中外运,Frankfurt,47,14.1,2554.92,24.17,83.33
2025-03,成都仓,中外运,Seoul,18,7.91,5252.24,26.55,100.96
2025-03,成都仓,中外运,Singapore,22,2.18,1658.98,5.48,98.59
2025-03,成都仓,中外运,Frankfurt,22,28.2,4927.95,10.33,73.97
2025-03,成都仓,中外运,深圳,23,42.8,2251.28,27.34,186.03
2025-03,成都仓,中外运,Tokyo,40,12.56,637.42,15.68,170.08
2025-04,成都仓,中外运,上海,48,27.65,3522.61,17.24,180.79
2025-04,成都仓,中外运,广州,7,12.78,4447.44,25.92,45.52
2025-04,成都仓,中外运,成都,38,9.0,607.5,14.55,89.79
2025-04,成都仓,中外运,杭州,39,2.84,180.34,29.97,152.88
2025-05,成都仓,中外运,Los Angeles,5,14.04,1141.92,4.92,54.58
2025-05,成都仓,中外运,西安,13,9.66,2572.78,14.98,7.05
2025-05,成都仓,中外运,Tokyo,34,11.84,1610.24,14.59,89.97
2025-05,成都仓,中外运,Singapore,43,13.78,3589.69,2.57,173.43
2025-06,成都仓,中外运,广州,11,4.69,2124.57,21.01,48.59
2025-06,成都仓,中外运,深圳,44,39.68,3799.36,23.49,70.5
2025-06,成都仓,中外运,Singapore,16,20.04,3607.2,26.66,62.54
2025-06,成都仓,中外运,北京,24,5.57,4132.94,25.58,97.16
2025-07,成都仓,中外运,杭州,43,21.0,2541.0,6.87,141.38
2025-07,成都仓,中外运,西安,34,23.04,3824.64,5.02,151.81
2025-08,成都仓,中外运,Los Angeles,10,15.08,2239.38,5.15,138.09
2025-08,成都仓,中外运,杭州,7,31.88,6766.53,20.87,91.06
2025-08,成都仓,中外运,重庆,41,9.78,2577.03,9.94,95.74
2025-09,成都仓,中外运,武汉,8,1.38,1258.56,14.31,140.18
2025-09,成都仓,中外运,Seoul,39,18.82,941.0,13.48,54.85
2025-09,成都仓,中外运,南京,29,9.03,6935.04,7.81,161.45
2025-10,成都仓,中外运,广州,48,14.56,1230.32,17.97,20.58
2025-10,成都仓,中外运,成都,18,10.6,347.15,21.94,112.78
2025-10,成都仓,中外运,Tokyo,19,5.76,175.68,21.52,135.8
2025-11,成都仓,中外运,南京,36,4.29,1613.04,27.69,36.03
2025-11,成都仓,中外运,北京,23,5.74,4408.32,2.57,164.98
2025-11,成都仓,中外运,上海,30,18.96,2900.88,26.27,180.5
2025-11,成都仓,中外运,Tokyo,39,18.06,1089.62,10.29,61.6
2025-11,成都仓,中外运,Seoul,18,3.35,2921.2,11.63,101.76
2024-10,成都仓,DHL,Singapore,42,12.48,2803.84,29.7,45.65
2024-10,成都仓,DHL,西安,16,9.6,7795.2,16.97,43.35
2024-10,成都仓,DHL,Seoul,50,5.41,3467.81,9.11,186.36
2024-10,成都仓,DHL,武汉,19,1.34,933.98,9.25,199.16
2024-11,成都仓,DHL,南京,30,7.25,613.35,4.76,41.52
2024-11,成都仓,DHL,西安,33,16.84,4445.76,11.49,97.03
2024-12,成都仓,DHL,北京,6,7.74,4690.44,20.89,183.64
2024-12,成都仓,DHL,Seoul,11,5.04,225.54,21.63,18.65
2024-12,成都仓,DHL,杭州,45,3.88,456.87,11.42,89.85
2025-01,成都仓,DHL,深圳,48,11.96,3988.66,11.32,51.91
2025-01,成都仓,DHL,北京,35,25.68,4151.6,2.37,55.51
