wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO01218,2025-08,2025-08-18,2025-08-26,FWD7504,产线-06,3554,2985,0.84,24,计划,夜班
WO01219,2025-08,2025-08-02,2025-08-16,BHC9234BOH,产线-03,3438,3060,0.89,32,计划,早班
WO01220,2025-07,2025-07-14,2025-07-26,FWD425,产线-03,3563,3242,0.91,30,计划,早班
WO01221,2025-11,2025-11-06,2025-11-12,FWD121WR,产线-04,1593,1338,0.84,3,计划,中班
WO01222,2025-03,2025-03-22,2025-03-30,FWD153,产线-07,3156,2904,0.92,26,计划,夜班
WO01223,2024-10,2024-10-24,2024-11-01,FWD6005,产线-04,3497,3322,0.95,11,已完成,夜班
WO01224,2025-06,2025-06-22,2025-06-25,FWD6307A,产线-03,6253,5253,0.84,28,生产中,夜班
WO01225,2025-06,2025-06-26,2025-07-05,FWDV080B,产线-03,1891,1532,0.81,37,计划,早班
WO01226,2025-08,2025-08-05,2025-08-06,FWD7331,产线-04,300,255,0.85,6,已完成,中班
WO01227,2025-05,2025-05-10,2025-05-19,FWD205WR,产线-04,2298,2091,0.91,38,已完成,夜班
WO01228,2025-10,2025-10-05,2025-10-13,FWD402,产线-04,3394,3190,0.94,33,计划,夜班
WO01229,2024-11,2024-11-26,2024-12-10,FWD7365,产线-05,6153,5292,0.86,35,已完成,早班
WO01230,2025-02,2025-02-22,2025-03-07,FWD552,产线-04,1561,1561,1.0,26,生产中,早班
WO01231,2025-10,2025-10-01,2025-10-02,FWD6850,产线-03,1799,1583,0.88,24,已完成,中班
WO01232,2024-10,2024-10-12,2024-10-14,FWD151WR,产线-05,4047,3359,0.83,33,生产中,夜班
WO01233,2025-01,2025-01-03,2025-01-10,BHC89234BG,产线-03,7887,6704,0.85,89,生产中,夜班
WO01234,2024-10,2024-10-14,2024-10-17,FWD153,产线-01,2829,2490,0.88,13,生产中,中班
WO01235,2025-03,2025-03-05,2025-03-15,FWD3302,产线-05,6596,5343,0.81,125,计划,早班
WO01236,2025-06,2025-06-03,2025-06-14,FWD552,产线-03,3030,2727,0.9,43,已完成,夜班
WO01237,2024-12,2024-12-06,2024-12-08,FWD323WR,产线-03,6296,5918,0.94,38,已完成,早班
WO01238,2024-12,2024-12-08,2024-12-12,FWD5870A,产线-03,1251,1163,0.93,14,计划,早班
WO01239,2025-04,2025-04-02,2025-04-06,FWD524,产线-01,618,538,0.87,11,已完成,中班
WO01240,2025-03,2025-03-27,2025-04-07,FWD225,产线-03,5586,4916,0.88,24,计划,夜班
WO01241,2025-10,2025-10-11,2025-10-21,FWD408,产线-01,5602,4538,0.81,9,已完成,夜班
WO01242,2025-10,2025-10-11,2025-10-18,FWD522WR,产线-01,4978,4878,0.98,55,已完成,中班
WO01243,2025-11,2025-11-06,2025-11-14,FWD323WR,产线-04,4860,3985,0.82,33,已完成,早班
WO01244,2025-10,2025-10-02,2025-10-15,FWD201,产线-04,1972,1775,0.9,9,计划,中班
WO01245,2024-11,2024-11-16,2024-11-24,FWD101WR,产线-08,7212,5770,0.8,117,已完成,夜班
WO01246,2025-03,2025-03-16,2025-03-25,FWD6018T,产线-03,4007,3206,0.8,12,已完成,夜班
WO01247,2025-04,2025-04-07,2025-04-11,FWD7305WR,产线-04,1341,1314,0.98,21,计划,早班
WO01248,2024-12,2024-12-24,2024-12-31,FWD421,产线-07,7253,6383,0.88,10,生产中,早班
WO01249,2025-04,2025-04-25,2025-04-27,FWD235,产线-07,1752,1699,0.97,32,已完成,夜班
WO01250,2025-03,2025-03-24,2025-04-04,FWD6224,产线-05,2745,2663,0.97,47,已完成,夜班
WO01251,2025-03,2025-03-22,2025-04-02,FWD525,产线-08,1370,1343,0.98,26,生产中,中班
WO01252,2025-04,2025-04-18,2025-04-28,FWDV220,产线-02,2059,1688,0.82,9,已完成,早班
WO01253,2025-04,2025-04-27,2025-05-04,FWDD10Y,产线-04,7407,6444,0.87,77,已完成,中班
WO01254,2025-11,2025-11-02,2025-11-06,FWD111M,产线-02,4974,4128,0.83,99,已完成,早班
WO01255,2025-09,2025-09-22,2025-09-23,FWDV040B,产线-04,6041,5437,0.9,4,已完成,中班
WO01256,2024-11,2024-11-10,2024-11-23,FWD522WR,产线-07,1415,1217,0.86,3,生产中,中班
WO01257,2024-10,2024-10-24,2024-10-31,FWD5870B,产线-03,2296,1975,0.86,16,已完成,中班
WO01258,2024-10,2024-10-05,2024-10-19,FWD3504,产线-01,3497,2833,0.81,34,计划,早班
WO01259,2024-11,2024-11-07,2024-11-08,BHC9325BR,产线-05,1871,1590,0.85,30,已完成,夜班
WO01260,2025-10,2025-10-08,2025-10-17,BHC89233BR,产线-08,2686,2444,0.91,16,生产中,中班
WO01261,2025-10,2025-10-15,2025-10-18,FWD303WR,产线-08,2378,2283,0.96,7,已完成,早班
WO01262,2025-07,2025-07-02,2025-07-14,BHC9326BM ,产线-05,4505,4145,0.92,15,已完成,中班
WO01263,2024-11,2024-11-24,2024-11-29,FWD491,产线-05,4412,4236,0.96,11,已完成,早班
WO01264,2025-10,2025-10-25,2025-11-03,BHC9338GR,产线-03,3263,2969,0.91,65,计划,中班
WO01265,2024-12,2024-12-09,2024-12-16,FWDD29X,产线-07,4806,3845,0.8,84,生产中,中班
WO01266,2025-11,2025-11-14,2025-11-25,FWD151,产线-04,4703,4656,0.99,69,已完成,早班
WO01267,2025-08,2025-08-24,2025-08-25,FWD362,产线-04,1685,1500,0.89,16,已完成,早班
WO01268,2025-07,2025-07-27,2025-08-02,FWD217,产线-05,1851,1536,0.83,23,已完成,早班
WO01269,2024-10,2024-10-20,2024-10-25,FWD508,产线-05,449,418,0.93,3,已完成,早班
WO01270,2025-05,2025-05-02,2025-05-04,FWD415Y,产线-08,1063,904,0.85,16,已完成,夜班
WO01271,2025-07,2025-07-28,2025-07-30,FWD173,产线-01,4111,3412,0.83,49,已完成,早班
WO01272,2025-01,2025-01-26,2025-01-27,FWD306WR,产线-04,1487,1338,0.9,8,已完成,早班
WO01273,2025-04,2025-04-25,2025-04-26,FWD524,产线-05,1426,1298,0.91,17,已完成,早班
WO01274,2025-08,2025-08-03,2025-08-11,FWD205WR,产线-05,1492,1492,1.0,0,生产中,早班
WO01275,2025-11,2025-11-02,2025-11-08,BHC9337GP,产线-06,5536,4816,0.87,29,已完成,早班
WO01276,2025-08,2025-08-11,2025-08-21,FWD6850,产线-05,2549,2447,0.96,26,计划,夜班
WO01277,2025-10,2025-10-03,2025-10-05,FWD111,产线-01,1814,1760,0.97,33,已完成,早班
WO01278,2025-06,2025-06-14,2025-06-24,FWD225,产线-04,4635,4264,0.92,52,已完成,夜班
WO01279,2025-05,2025-05-01,2025-05-14,FWD101WR,产线-02,1979,1880,0.95,27,已完成,早班
WO01280,2025-01,2025-01-11,2025-01-24,FWD6602E,产线-03,4924,4185,0.85,73,已完成,夜班
WO01281,2025-07,2025-07-22,2025-07-27,FWD111,产线-01,5320,4841,0.91,16,已完成,夜班
WO01282,2025-11,2025-11-11,2025-11-16,FWDD27L,产线-07,5542,4655,0.84,107,计划,中班
WO01283,2025-05,2025-05-20,2025-06-01,FWDV020,产线-03,5118,4964,0.97,59,计划,夜班
WO01284,2024-10,2024-10-06,2024-10-14,FWD435B,产线-05,6579,6184,0.94,19,计划,夜班
WO01285,2025-11,2025-11-23,2025-11-26,FWD425,产线-06,3933,3422,0.87,55,生产中,早班
WO01286,2025-02,2025-02-05,2025-02-19,FWD5874A,产线-08,858,729,0.85,15,已完成,夜班
WO01287,2025-06,2025-06-22,2025-07-05,FWD249,产线-01,3792,3109,0.82,40,生产中,中班
WO01288,2025-01,2025-01-01,2025-01-10,FWD5800D,产线-03,6139,6078,0.99,34,已完成,早班
WO01289,2025-03,2025-03-12,2025-03-21,FWD303,产线-07,5779,5721,0.99,24,计划,早班
WO01290,2025-03,2025-03-10,2025-03-16,BHC9232MGH,产线-08,1843,1622,0.88,23,已完成,早班
WO01291,2025-05,2025-05-12,2025-05-22,FWD491,产线-03,3370,2797,0.83,49,计划,中班
WO01292,2024-12,2024-12-01,2024-12-04,FWD307,产线-04,5068,4916,0.97,54,已完成,中班
WO01293,2025-05,2025-05-22,2025-06-02,FWD430,产线-08,5218,4644,0.89,6,已完成,早班
WO01294,2025-05,2025-05-21,2025-05-25,FWD6884,产线-04,1293,1190,0.92,24,已完成,早班
WO01295,2025-09,2025-09-01,2025-09-08,FWD6002,产线-05,2323,2067,0.89,17,已完成,中班
WO01296,2024-12,2024-12-27,2024-12-29,FWDV095B,产线-07,4777,3965,0.83,60,计划,中班
WO01297,2025-05,2025-05-20,2025-05-26,BHC9232MGH,产线-05,1595,1436,0.9,24,已完成,早班
WO01298,2025-05,2025-05-16,2025-05-30,FWD5800A,产线-07,3070,2855,0.93,9,已完成,夜班
WO01299,2024-11,2024-11-23,2024-11-30,FWDV550,产线-05,3848,3117,0.81,15,计划,夜班
WO01300,2024-10,2024-10-11,2024-10-15,BHC9321RY,产线-02,441,384,0.87,4,生产中,早班
WO01301,2024-11,2024-11-21,2024-11-26,FWD325,产线-08,4373,4329,0.99,72,已完成,中班
WO01302,2025-03,2025-03-17,2025-03-26,FWD6603B,产线-04,928,863,0.93,13,计划,夜班
WO01303,2025-11,2025-11-01,2025-11-12,BHC9230YBH,产线-04,3958,3483,0.88,55,已完成,中班
WO01304,2025-09,2025-09-28,2025-10-09,FWD6003TWR,产线-02,1847,1533,0.83,19,已完成,夜班
WO01305,2025-10,2025-10-23,2025-10-25,BHC9321RY,产线-08,1928,1754,0.91,14,已完成,中班
WO01306,2024-11,2024-11-09,2024-11-16,FWD122,产线-07,2827,2770,0.98,42,已完成,中班
WO01307,2025-10,2025-10-14,2025-10-25,FWD123TS,产线-04,2372,2325,0.98,44,生产中,夜班
WO01308,2025-11,2025-11-03,2025-11-08,FWDV220,产线-01,4437,4082,0.92,58,已完成,中班
WO01309,2025-10,2025-10-11,2025-10-16,BHC89235G,产线-03,7680,7680,1.0,31,已完成,中班
WO01310,2025-08,2025-08-10,2025-08-18,FWD5892,产线-04,5816,5758,0.99,47,已完成,夜班
WO01311,2025-02,2025-02-19,2025-02-21,FWD503,产线-06,7312,6435,0.88,83,已完成,夜班
WO01312,2025-07,2025-07-28,2025-08-09,FWD6303A,产线-07,1665,1399,0.84,12,已完成,夜班
WO01313,2025-05,2025-05-27,2025-05-29,FWD300,产线-07,4670,4390,0.94,16,已完成,夜班
WO01314,2025-11,2025-11-20,2025-11-24,BHC9237GRH,产线-02,7290,6634,0.91,55,已完成,早班
WO01315,2025-06,2025-06-28,2025-07-09,FWD535,产线-03,7907,6721,0.85,58,已完成,夜班
WO01316,2024-11,2024-11-24,2024-12-05,FWD330,产线-01,3565,3315,0.93,59,已完成,中班
WO01317,2025-02,2025-02-25,2025-03-10,FWD413,产线-01,2268,1905,0.84,27,已完成,早班
WO01318,2024-10,2024-10-09,2024-10-21,BHC89230GY,产线-07,7990,7590,0.95,82,生产中,夜班
WO01319,2024-12,2024-12-20,2024-12-28,HC010AS,产线-08,7801,7333,0.94,122,已完成,中班
WO01320,2024-10,2024-10-15,2024-10-26,FWD119,产线-03,1060,954,0.9,11,已完成,夜班
WO01321,2025-09,2025-09-02,2025-09-06,FWD435,产线-04,4642,3992,0.86,37,已完成,夜班
WO01322,2025-05,2025-05-26,2025-06-01,FWD5870A,产线-06,1484,1336,0.9,13,生产中,夜班
WO01323,2025-09,2025-09-02,2025-09-12,FWD305,产线-07,4160,3994,0.96,9,生产中,早班
WO01324,2025-10,2025-10-18,2025-10-30,FWD6504T,产线-07,6837,6700,0.98,7,计划,中班
WO01325,2025-10,2025-10-12,2025-10-21,FWD123,产线-05,3439,3095,0.9,27,已完成,早班
WO01326,2025-01,2025-01-07,2025-01-17,FWD205M,产线-08,5099,4946,0.97,86,已完成,中班
WO01327,2025-11,2025-11-23,2025-12-02,FWD524,产线-03,6155,5047,0.82,36,已完成,早班
WO01328,2025-09,2025-09-05,2025-09-10,FWD111M,产线-07,6417,5454,0.85,57,已完成,夜班
WO01329,2025-06,2025-06-27,2025-07-07,FWD221,产线-05,7018,6527,0.93,16,计划,早班
WO01330,2025-09,2025-09-05,2025-09-15,FWD111MT,产线-03,3167,2597,0.82,37,已完成,早班
WO01331,2025-01,2025-01-13,2025-01-21,FWD411,产线-07,5983,4906,0.82,67,生产中,中班
WO01332,2025-11,2025-11-27,2025-12-10,FWDV220,产线-04,1691,1640,0.97,8,已完成,夜班
WO01333,2025-01,2025-01-12,2025-01-14,FWD6601,产线-02,3548,3406,0.96,57,已完成,早班
WO01334,2025-08,2025-08-17,2025-08-19,BHC9227GOH,产线-02,4031,3991,0.99,66,已完成,夜班
WO01335,2025-05,2025-05-18,2025-05-25,FWD7305,产线-08,2184,1835,0.84,26,已完成,中班
WO01336,2025-05,2025-05-08,2025-05-20,FWD530,产线-07,674,593,0.88,11,已完成,中班
WO01337,2025-07,2025-07-05,2025-07-19,FWDD10L,产线-08,4448,3914,0.88,59,已完成,早班
WO01338,2025-05,2025-05-23,2025-06-03,FWD7331,产线-03,3074,2582,0.84,49,已完成,夜班
WO01339,2025-03,2025-03-02,2025-03-07,FWD103,产线-06,5282,5176,0.98,64,已完成,夜班
WO01340,2025-06,2025-06-21,2025-06-29,FWD217,产线-02,4043,3275,0.81,80,已完成,夜班
WO01341,2025-06,2025-06-18,2025-06-23,FWD5894,产线-03,1981,1922,0.97,16,已完成,中班
WO01342,2025-04,2025-04-15,2025-04-29,FWD421,产线-02,5842,5258,0.9,1,计划,早班
WO01343,2025-10,2025-10-04,2025-10-09,FWD506,产线-01,5031,4125,0.82,22,已完成,夜班
WO01344,2025-07,2025-07-25,2025-07-27,FWD323M,产线-02,3585,3226,0.9,52,已完成,夜班
WO01345,2024-11,2024-11-26,2024-12-06,FWD302WR,产线-06,1307,1150,0.88,7,计划,夜班
WO01346,2025-11,2025-11-22,2025-12-06,FWD491,产线-08,2856,2399,0.84,1,计划,中班
WO01347,2025-11,2025-11-12,2025-11-14,FWD5518,产线-04,4348,3609,0.83,52,生产中,中班
WO01348,2025-11,2025-11-19,2025-11-29,FWD6303A,产线-02,3184,3120,0.98,53,已完成,夜班
WO01349,2025-06,2025-06-04,2025-06-15,FWDD28L,产线-08,6593,6066,0.92,127,计划,早班
WO01350,2025-09,2025-09-09,2025-09-18,FWD524WR,产线-04,3443,2995,0.87,58,已完成,早班
WO01351,2025-05,2025-05-01,2025-05-13,FWD7365,产线-03,7049,5639,0.8,133,已完成,夜班
WO01352,2025-09,2025-09-16,2025-09-19,FWD524,产线-01,2924,2690,0.92,16,生产中,中班
WO01353,2025-09,2025-09-18,2025-09-28,FWD6820,产线-02,4337,3860,0.89,23,已完成,夜班
WO01354,2025-05,2025-05-22,2025-06-01,FWD8205WR,产线-03,6764,5479,0.81,8,生产中,夜班
WO01355,2025-06,2025-06-24,2025-06-29,FWD5518WR,产线-05,7787,6307,0.81,48,已完成,夜班
WO01356,2024-12,2024-12-25,2025-01-02,FWD6820,产线-07,3451,3416,0.99,66,计划,早班
WO01357,2025-06,2025-06-04,2025-06-15,FWD307,产线-01,1229,1082,0.88,14,计划,早班
WO01358,2025-11,2025-11-02,2025-11-07,FWD7351,产线-06,3812,3393,0.89,13,已完成,早班
WO01359,2025-05,2025-05-22,2025-05-29,FWD522WR,产线-07,7575,6514,0.86,140,已完成,中班
WO01360,2025-10,2025-10-05,2025-10-15,FWD101,产线-04,7243,7171,0.99,93,计划,早班
WO01361,2024-11,2024-11-02,2024-11-04,FWDD10M,产线-03,949,940,0.99,0,已完成,夜班
WO01362,2025-06,2025-06-05,2025-06-12,FWDD27M,产线-08,4866,4817,0.99,15,生产中,早班
WO01363,2024-11,2024-11-07,2024-11-20,FWD6224,产线-01,294,250,0.85,2,计划,夜班
WO01364,2025-08,2025-08-15,2025-08-25,FWD300WR,产线-02,7840,6742,0.86,1,已完成,夜班
WO01365,2025-07,2025-07-03,2025-07-11,FWD101WR,产线-08,1619,1376,0.85,30,已完成,中班
WO01366,2025-09,2025-09-02,2025-09-11,FWD306WR,产线-06,2867,2552,0.89,21,已完成,早班
WO01367,2025-03,2025-03-09,2025-03-17,FWDD21L,产线-07,7644,6956,0.91,11,生产中,中班
WO01368,2025-05,2025-05-25,2025-05-31,FWD100,产线-05,3588,3050,0.85,33,已完成,夜班
WO01369,2025-06,2025-06-26,2025-07-08,FWD6601A,产线-03,2240,1882,0.84,4,已完成,夜班
WO01370,2024-12,2024-12-14,2024-12-21,FWD6502A,产线-05,534,518,0.97,10,已完成,中班
WO01371,2024-12,2024-12-06,2024-12-13,BHC9320YB,产线-05,289,243,0.84,1,计划,夜班
WO01372,2025-11,2025-11-19,2025-11-27,FWD301,产线-07,2968,2523,0.85,49,已完成,中班
WO01373,2025-06,2025-06-01,2025-06-05,FWDD25M,产线-05,3208,2855,0.89,33,已完成,中班
WO01374,2025-06,2025-06-04,2025-06-06,FWDD23M,产线-08,1232,1060,0.86,1,计划,夜班
WO01375,2024-12,2024-12-16,2024-12-25,BHC9230YBH,产线-03,1279,1164,0.91,18,已完成,早班
WO01376,2024-11,2024-11-25,2024-11-29,FWD5895,产线-06,4698,4275,0.91,69,已完成,早班
WO01377,2025-08,2025-08-22,2025-09-01,FWD225,产线-01,6818,5727,0.84,59,已完成,夜班
WO01378,2025-03,2025-03-10,2025-03-23,FWD6504A,产线-05,1554,1399,0.9,16,计划,中班
WO01379,2025-05,2025-05-25,2025-06-05,FWD235WR,产线-02,3516,3270,0.93,37,已完成,中班
WO01380,2025-06,2025-06-11,2025-06-15,FWD6307A,产线-08,4175,3841,0.92,6,计划,中班
WO01381,2025-03,2025-03-03,2025-03-14,FWD351WR,产线-05,1362,1158,0.85,5,已完成,中班
WO01382,2024-10,2024-10-19,2024-10-20,FWD306,产线-06,1340,1085,0.81,5,已完成,夜班
WO01383,2025-03,2025-03-01,2025-03-14,FWD6504A,产线-08,6187,5816,0.94,12,已完成,早班
WO01384,2025-05,2025-05-26,2025-06-02,FWD5871A,产线-08,3288,2795,0.85,3,计划,夜班
WO01385,2025-07,2025-07-01,2025-07-10,FWD532,产线-05,2536,2206,0.87,30,已完成,早班
WO01386,2025-05,2025-05-14,2025-05-28,FWD535,产线-07,4911,4273,0.87,69,计划,早班
WO01387,2024-12,2024-12-06,2024-12-15,FWD6002AWR,产线-04,4523,4116,0.91,23,生产中,夜班
WO01388,2025-05,2025-05-02,2025-05-10,FWD5893,产线-02,2010,1930,0.96,13,已完成,早班
WO01389,2025-11,2025-11-18,2025-11-28,FWD153,产线-08,5732,5617,0.98,53,已完成,夜班
WO01390,2025-10,2025-10-12,2025-10-13,FWD231,产线-06,2796,2796,1.0,13,计划,夜班
WO01391,2025-06,2025-06-10,2025-06-18,FWD111,产线-05,5463,5026,0.92,60,已完成,夜班
WO01392,2025-01,2025-01-24,2025-01-27,BHC5518,产线-05,2509,2007,0.8,4,计划,早班
WO01393,2025-10,2025-10-28,2025-11-06,FWD503,产线-08,2512,2487,0.99,1,计划,早班
WO01394,2025-08,2025-08-23,2025-09-05,BHC89237BG,产线-01,467,453,0.97,8,生产中,早班
WO01395,2025-04,2025-04-14,2025-04-16,FWD6005T,产线-02,1491,1402,0.94,7,已完成,中班
WO01396,2024-11,2024-11-24,2024-11-27,FWD224,产线-06,3534,3251,0.92,50,已完成,中班
WO01397,2025-04,2025-04-19,2025-04-25,FWD411,产线-07,4577,4074,0.89,72,已完成,夜班
WO01398,2025-11,2025-11-02,2025-11-12,FWDV080,产线-06,769,661,0.86,9,计划,中班
WO01399,2024-11,2024-11-04,2024-11-18,FWDV095,产线-06,5003,4553,0.91,55,已完成,夜班
WO01400,2025-11,2025-11-08,2025-11-16,FWD6003T,产线-04,4419,4331,0.98,23,已完成,中班
WO01401,2025-04,2025-04-20,2025-05-02,FWD221,产线-08,4962,4813,0.97,13,已完成,中班
WO01402,2024-12,2024-12-21,2024-12-28,FWD510,产线-03,3554,3021,0.85,12,已完成,早班
WO01403,2024-11,2024-11-02,2024-11-07,FWD3504,产线-08,3418,3418,1.0,48,已完成,中班
WO01404,2024-10,2024-10-09,2024-10-18,FWDV095,产线-03,3559,3025,0.85,58,计划,中班
WO01405,2025-01,2025-01-11,2025-01-22,FWD231WR,产线-06,6970,6691,0.96,46,已完成,夜班
WO01406,2025-04,2025-04-07,2025-04-21,FWD211WR,产线-03,6904,6766,0.98,115,生产中,中班
WO01407,2025-11,2025-11-21,2025-11-24,BHC9327GP,产线-04,7052,6347,0.9,138,已完成,早班
WO01408,2025-07,2025-07-18,2025-07-21,FWD6018,产线-02,7331,6305,0.86,20,生产中,中班
WO01409,2025-04,2025-04-27,2025-04-30,FWD407,产线-07,5088,4427,0.87,62,计划,中班
WO01410,2025-10,2025-10-21,2025-11-03,FWD217,产线-08,5541,5098,0.92,72,已完成,中班
WO01411,2025-09,2025-09-09,2025-09-14,BHC9320YB,产线-08,7278,6405,0.88,24,已完成,早班
WO01412,2025-03,2025-03-13,2025-03-24,BHC9325BR,产线-07,6768,6024,0.89,33,生产中,中班
WO01413,2025-02,2025-02-07,2025-02-14,FWDD27X,产线-04,3062,2970,0.97,36,生产中,早班
WO01414,2024-11,2024-11-28,2024-12-08,FWD417,产线-05,4396,3737,0.85,74,已完成,中班
WO01415,2025-08,2025-08-04,2025-08-07,FWD6603,产线-07,3363,2758,0.82,66,已完成,夜班
WO01416,2024-12,2024-12-08,2024-12-13,FWD5892,产线-08,5194,4311,0.83,51,已完成,夜班
WO01417,2024-12,2024-12-21,2024-12-24,FWD502,产线-01,5516,5130,0.93,49,生产中,夜班
WO01418,2025-11,2025-11-25,2025-12-04,FWD5870A,产线-08,6642,5646,0.85,50,已完成,夜班
WO01419,2025-08,2025-08-25,2025-08-29,BHC9225BMTH,产线-07,2641,2139,0.81,49,已完成,中班
WO01420,2025-03,2025-03-04,2025-03-11,FWD323,产线-02,7291,5833,0.8,110,已完成,夜班
WO01421,2025-07,2025-07-10,2025-07-20,FWDD10L,产线-02,6943,6526,0.94,62,已完成,早班
WO01422,2025-02,2025-02-28,2025-03-08,FWD410,产线-07,5132,5029,0.98,12,已完成,夜班
WO01423,2025-06,2025-06-23,2025-06-26,FWDV040,产线-06,5653,5144,0.91,27,已完成,夜班
WO01424,2025-08,2025-08-28,2025-09-04,FWD289,产线-03,3588,3373,0.94,4,已完成,中班
WO01425,2025-07,2025-07-02,2025-07-09,FWD6504A,产线-08,6201,5891,0.95,49,生产中,早班
WO01426,2025-11,2025-11-21,2025-11-27,FWD6502A,产线-05,7831,6500,0.83,101,生产中,早班
WO01427,2024-10,2024-10-18,2024-10-19,FWD308,产线-04,2700,2430,0.9,9,已完成,中班
WO01428,2024-12,2024-12-22,2025-01-04,FWDD21X,产线-04,1748,1486,0.85,31,已完成,早班
WO01429,2024-12,2024-12-23,2024-12-24,FWD6007,产线-03,1031,1000,0.97,8,已完成,早班
WO01430,2025-11,2025-11-08,2025-11-19,FWD505,产线-05,2081,1727,0.83,20,生产中,中班
WO01431,2025-06,2025-06-07,2025-06-17,FWD6820,产线-08,1933,1894,0.98,0,计划,中班
WO01432,2025-01,2025-01-17,2025-01-31,BHC9323PG,产线-06,6274,5207,0.83,120,已完成,中班
WO01433,2025-08,2025-08-19,2025-08-27,FWD504,产线-02,7460,6565,0.88,20,已完成,早班
WO01434,2024-12,2024-12-01,2024-12-07,FWD6850,产线-03,4708,3861,0.82,51,计划,中班
WO01435,2024-10,2024-10-01,2024-10-11,FWD235WR,产线-05,7038,5701,0.81,109,计划,中班
WO01436,2025-01,2025-01-15,2025-01-29,FWD307,产线-07,6353,5527,0.87,31,已完成,夜班
WO01437,2025-01,2025-01-23,2025-01-29,FWD6850,产线-08,5390,4797,0.89,35,已完成,早班
WO01438,2025-09,2025-09-10,2025-09-21,FWD408,产线-06,599,521,0.87,4,已完成,早班
WO01439,2025-04,2025-04-08,2025-04-09,FWD502,产线-07,3192,3096,0.97,26,生产中,夜班
WO01440,2024-10,2024-10-27,2024-11-05,FWD215,产线-08,2158,2136,0.99,30,生产中,早班
WO01441,2024-10,2024-10-25,2024-11-02,FWD401,产线-05,5915,5028,0.85,27,计划,夜班
WO01442,2025-01,2025-01-05,2025-01-06,FWD351WR,产线-01,3933,3422,0.87,70,生产中,早班
WO01443,2025-02,2025-02-10,2025-02-17,FWD103,产线-04,1545,1421,0.92,8,生产中,早班
WO01444,2025-08,2025-08-03,2025-08-12,FWD111WR,产线-04,4294,4122,0.96,44,已完成,夜班
WO01445,2025-04,2025-04-07,2025-04-13,FWD524,产线-01,982,972,0.99,9,已完成,夜班
WO01446,2025-04,2025-04-03,2025-04-11,FWD5871A,产线-08,6563,5316,0.81,45,计划,早班
WO01447,2025-07,2025-07-21,2025-07-22,FWD6205,产线-04,7281,7135,0.98,115,已完成,早班
WO01448,2025-08,2025-08-05,2025-08-19,FWD5871C,产线-04,5061,4099,0.81,15,已完成,夜班
WO01449,2025-05,2025-05-28,2025-06-01,BHC9275BOH,产线-05,4838,3919,0.81,18,已完成,夜班
WO01450,2025-05,2025-05-16,2025-05-18,FWD6001,产线-03,5563,4840,0.87,106,已完成,中班
WO01451,2025-02,2025-02-06,2025-02-11,FWDD23M,产线-05,5319,5319,1.0,102,生产中,早班
WO01452,2025-10,2025-10-14,2025-10-21,FWD5870C,产线-08,5738,5451,0.95,40,已完成,早班
WO01453,2024-11,2024-11-15,2024-11-25,FWDD21L,产线-05,7468,6198,0.83,1,已完成,早班
WO01454,2024-12,2024-12-27,2025-01-02,FWD6219,产线-03,379,326,0.86,1,已完成,早班
WO01455,2024-10,2024-10-14,2024-10-24,FWD6881,产线-04,4054,3811,0.94,24,已完成,早班
WO01456,2025-01,2025-01-04,2025-01-05,FWD6602E,产线-06,5339,4271,0.8,19,已完成,早班
WO01457,2024-11,2024-11-04,2024-11-05,FWD6219,产线-03,2077,1724,0.83,19,已完成,夜班
WO01458,2024-11,2024-11-09,2024-11-11,FWDV220,产线-03,4894,4013,0.82,80,已完成,早班
WO01459,2025-08,2025-08-20,2025-08-30,FWD415Y,产线-06,6052,5144,0.85,25,已完成,夜班
WO01460,2024-11,2024-11-13,2024-11-23,FWD436 ,产线-01,7944,6514,0.82,49,生产中,中班
WO01461,2025-06,2025-06-09,2025-06-10,FWD524WR,产线-06,1136,1079,0.95,4,计划,夜班
WO01462,2024-11,2024-11-24,2024-12-05,FWD235WR,产线-03,5626,5457,0.97,51,已完成,早班
WO01463,2025-05,2025-05-03,2025-05-17,FWD435B,产线-04,5703,4791,0.84,25,已完成,中班
WO01464,2025-06,2025-06-18,2025-06-29,FWD402,产线-07,4475,3893,0.87,25,已完成,中班
WO01465,2024-11,2024-11-12,2024-11-15,FWD901KSW,产线-07,2682,2494,0.93,40,已完成,早班
WO01466,2025-04,2025-04-25,2025-04-26,FWD231,产线-07,530,445,0.84,9,生产中,中班
WO01467,2025-02,2025-02-14,2025-02-20,FWD524,产线-03,1314,1143,0.87,22,已完成,早班
WO01468,2025-06,2025-06-09,2025-06-15,FWD6300T,产线-01,1965,1827,0.93,36,生产中,中班
WO01469,2025-11,2025-11-08,2025-11-16,BHC9326BM ,产线-01,2528,2174,0.86,3,生产中,早班
WO01470,2025-09,2025-09-20,2025-09-22,FWD123T,产线-08,7569,7493,0.99,26,已完成,夜班
WO01471,2024-11,2024-11-25,2024-12-04,FWD421,产线-04,7671,7287,0.95,136,生产中,夜班
WO01472,2024-10,2024-10-24,2024-11-04,FWD231,产线-02,7280,6188,0.85,13,已完成,中班
WO01473,2025-10,2025-10-25,2025-10-30,FWDV220,产线-04,5191,4464,0.86,76,已完成,早班
