wo_id,month,sku,production_line,sample_qty,defect_qty,defect_rate,defect_type,pass,inspector
WO01214,2025-11,BHC9237GRH,产线-01,32,0,0.0,粒径偏差,True,QC-C
WO01215,2024-10,FWD5800A,产线-04,30,1,0.03333,色差,False,QC-C
WO01216,2025-05,FWD6224,产线-03,47,2,0.04255,无,False,QC-A
WO01216,2025-05,FWD6224,产线-03,47,2,0.04255,无,False,QC-C
WO01217,2025-05,FWD5892,产线-01,99,3,0.0303,粒径偏差,False,QC-C
WO01218,2025-08,FWD7504,产线-06,40,2,0.05,色差,False,QC-B
WO01218,2025-08,FWD7504,产线-06,96,3,0.03125,无,False,QC-B
WO01219,2025-08,BHC9234BOH,产线-03,78,0,0.0,色差,True,QC-B
WO01219,2025-08,BHC9234BOH,产线-03,52,2,0.03846,杂质,False,QC-A
WO01220,2025-07,FWD425,产线-03,32,1,0.03125,无,False,QC-C
WO01220,2025-07,FWD425,产线-03,64,2,0.03125,粒径偏差,False,QC-A
WO01221,2025-11,FWD121WR,产线-04,38,0,0.0,无,True,QC-B
WO01222,2025-03,FWD153,产线-07,72,3,0.04167,无,False,QC-C
WO01222,2025-03,FWD153,产线-07,78,3,0.03846,无,False,QC-A
WO01223,2024-10,FWD6005,产线-04,62,1,0.01613,杂质,True,QC-B
WO01223,2024-10,FWD6005,产线-04,99,2,0.0202,杂质,True,QC-C
WO01224,2025-06,FWD6307A,产线-03,54,0,0.0,无,True,QC-A
WO01225,2025-06,FWDV080B,产线-03,33,1,0.0303,无,False,QC-B
WO01225,2025-06,FWDV080B,产线-03,60,3,0.05,色差,False,QC-B
WO01226,2025-08,FWD7331,产线-04,22,1,0.04545,无,False,QC-C
WO01226,2025-08,FWD7331,产线-04,53,0,0.0,色差,True,QC-C
WO01227,2025-05,FWD205WR,产线-04,86,3,0.03488,无,False,QC-A
WO01228,2025-10,FWD402,产线-04,75,2,0.02667,无,True,QC-B
WO01229,2024-11,FWD7365,产线-05,59,0,0.0,无,True,QC-A
WO01230,2025-02,FWD552,产线-04,70,2,0.02857,粒径偏差,True,QC-A
WO01230,2025-02,FWD552,产线-04,97,0,0.0,粒径偏差,True,QC-C
WO01231,2025-10,FWD6850,产线-03,28,0,0.0,杂质,True,QC-B
WO01231,2025-10,FWD6850,产线-03,26,1,0.03846,粒径偏差,False,QC-C
WO01232,2024-10,FWD151WR,产线-05,71,2,0.02817,杂质,True,QC-B
WO01232,2024-10,FWD151WR,产线-05,39,1,0.02564,杂质,True,QC-A
WO01233,2025-01,BHC89234BG,产线-03,69,0,0.0,无,True,QC-C
WO01234,2024-10,FWD153,产线-01,92,0,0.0,粒径偏差,True,QC-A
WO01234,2024-10,FWD153,产线-01,56,1,0.01786,无,True,QC-B
WO01235,2025-03,FWD3302,产线-05,96,0,0.0,色差,True,QC-C
WO01236,2025-06,FWD552,产线-03,92,0,0.0,无,True,QC-C
WO01237,2024-12,FWD323WR,产线-03,29,0,0.0,无,True,QC-C
WO01237,2024-12,FWD323WR,产线-03,21,1,0.04762,色差,False,QC-C
WO01238,2024-12,FWD5870A,产线-03,78,0,0.0,粒径偏差,True,QC-B
WO01238,2024-12,FWD5870A,产线-03,82,0,0.0,无,True,QC-A
WO01239,2025-04,FWD524,产线-01,42,0,0.0,无,True,QC-A
WO01239,2025-04,FWD524,产线-01,91,1,0.01099,无,True,QC-A
WO01240,2025-03,FWD225,产线-03,76,3,0.03947,色差,False,QC-C
WO01240,2025-03,FWD225,产线-03,92,4,0.04348,无,False,QC-C
WO01241,2025-10,FWD408,产线-01,22,1,0.04545,粒径偏差,False,QC-B
WO01242,2025-10,FWD522WR,产线-01,87,3,0.03448,无,False,QC-C
WO01242,2025-10,FWD522WR,产线-01,51,2,0.03922,杂质,False,QC-A
WO01243,2025-11,FWD323WR,产线-04,41,1,0.02439,无,True,QC-B
WO01243,2025-11,FWD323WR,产线-04,60,3,0.05,无,False,QC-B
WO01244,2025-10,FWD201,产线-04,47,0,0.0,无,True,QC-B
WO01245,2024-11,FWD101WR,产线-08,74,0,0.0,杂质,True,QC-A
WO01246,2025-03,FWD6018T,产线-03,40,2,0.05,粒径偏差,False,QC-C
WO01246,2025-03,FWD6018T,产线-03,71,1,0.01408,无,True,QC-B
WO01247,2025-04,FWD7305WR,产线-04,28,1,0.03571,无,False,QC-B
WO01247,2025-04,FWD7305WR,产线-04,73,2,0.0274,无,True,QC-A
WO01248,2024-12,FWD421,产线-07,50,1,0.02,杂质,True,QC-C
WO01249,2025-04,FWD235,产线-07,69,1,0.01449,杂质,True,QC-B
WO01250,2025-03,FWD6224,产线-05,79,3,0.03797,粒径偏差,False,QC-A
WO01250,2025-03,FWD6224,产线-05,75,0,0.0,无,True,QC-C
WO01251,2025-03,FWD525,产线-08,47,1,0.02128,杂质,True,QC-B
WO01251,2025-03,FWD525,产线-08,62,0,0.0,粒径偏差,True,QC-B
WO01252,2025-04,FWDV220,产线-02,53,2,0.03774,无,False,QC-C
WO01253,2025-04,FWDD10Y,产线-04,93,2,0.02151,色差,True,QC-A
WO01254,2025-11,FWD111M,产线-02,40,0,0.0,无,True,QC-B
WO01255,2025-09,FWDV040B,产线-04,47,1,0.02128,无,True,QC-C
WO01255,2025-09,FWDV040B,产线-04,53,1,0.01887,无,True,QC-A
WO01256,2024-11,FWD522WR,产线-07,74,3,0.04054,粒径偏差,False,QC-B
WO01256,2024-11,FWD522WR,产线-07,27,0,0.0,粒径偏差,True,QC-B
WO01257,2024-10,FWD5870B,产线-03,61,0,0.0,粒径偏差,True,QC-B
WO01257,2024-10,FWD5870B,产线-03,53,0,0.0,无,True,QC-C
WO01258,2024-10,FWD3504,产线-01,24,1,0.04167,色差,False,QC-A
WO01259,2024-11,BHC9325BR,产线-05,36,0,0.0,无,True,QC-C
WO01259,2024-11,BHC9325BR,产线-05,89,0,0.0,无,True,QC-B
WO01260,2025-10,BHC89233BR,产线-08,49,0,0.0,无,True,QC-B
WO01260,2025-10,BHC89233BR,产线-08,51,1,0.01961,无,True,QC-B
WO01261,2025-10,FWD303WR,产线-08,31,1,0.03226,粒径偏差,False,QC-B
WO01261,2025-10,FWD303WR,产线-08,87,4,0.04598,无,False,QC-B
WO01262,2025-07,BHC9326BM ,产线-05,40,0,0.0,无,True,QC-C
WO01262,2025-07,BHC9326BM ,产线-05,24,1,0.04167,杂质,False,QC-C
WO01263,2024-11,FWD491,产线-05,47,1,0.02128,色差,True,QC-A
WO01264,2025-10,BHC9338GR,产线-03,100,4,0.04,无,False,QC-C
WO01265,2024-12,FWDD29X,产线-07,41,1,0.02439,无,True,QC-A
WO01266,2025-11,FWD151,产线-04,85,3,0.03529,无,False,QC-A
WO01267,2025-08,FWD362,产线-04,21,0,0.0,无,True,QC-B
WO01268,2025-07,FWD217,产线-05,54,2,0.03704,无,False,QC-B
WO01269,2024-10,FWD508,产线-05,71,0,0.0,色差,True,QC-A
WO01269,2024-10,FWD508,产线-05,98,2,0.02041,粒径偏差,True,QC-A
WO01270,2025-05,FWD415Y,产线-08,40,2,0.05,无,False,QC-B
WO01270,2025-05,FWD415Y,产线-08,46,2,0.04348,无,False,QC-C
WO01271,2025-07,FWD173,产线-01,66,3,0.04545,无,False,QC-A
WO01272,2025-01,FWD306WR,产线-04,51,2,0.03922,粒径偏差,False,QC-B
WO01273,2025-04,FWD524,产线-05,38,0,0.0,无,True,QC-C
WO01274,2025-08,FWD205WR,产线-05,42,2,0.04762,无,False,QC-B
WO01275,2025-11,BHC9337GP,产线-06,58,0,0.0,杂质,True,QC-B
WO01275,2025-11,BHC9337GP,产线-06,22,1,0.04545,杂质,False,QC-B
WO01276,2025-08,FWD6850,产线-05,44,1,0.02273,无,True,QC-B
WO01277,2025-10,FWD111,产线-01,45,2,0.04444,无,False,QC-B
WO01278,2025-06,FWD225,产线-04,99,0,0.0,粒径偏差,True,QC-A
WO01278,2025-06,FWD225,产线-04,73,1,0.0137,杂质,True,QC-C
WO01279,2025-05,FWD101WR,产线-02,58,1,0.01724,无,True,QC-A
WO01280,2025-01,FWD6602E,产线-03,90,1,0.01111,杂质,True,QC-C
WO01280,2025-01,FWD6602E,产线-03,80,0,0.0,无,True,QC-B
WO01281,2025-07,FWD111,产线-01,83,3,0.03614,粒径偏差,False,QC-B
WO01282,2025-11,FWDD27L,产线-07,59,2,0.0339,无,False,QC-B
WO01283,2025-05,FWDV020,产线-03,60,0,0.0,粒径偏差,True,QC-A
WO01283,2025-05,FWDV020,产线-03,44,0,0.0,无,True,QC-B
WO01284,2024-10,FWD435B,产线-05,97,3,0.03093,无,False,QC-A
WO01285,2025-11,FWD425,产线-06,23,1,0.04348,色差,False,QC-C
WO01285,2025-11,FWD425,产线-06,70,2,0.02857,粒径偏差,True,QC-A
WO01286,2025-02,FWD5874A,产线-08,30,0,0.0,无,True,QC-A
WO01287,2025-06,FWD249,产线-01,24,0,0.0,无,True,QC-C
WO01287,2025-06,FWD249,产线-01,83,2,0.0241,无,True,QC-A
WO01288,2025-01,FWD5800D,产线-03,30,1,0.03333,无,False,QC-A
WO01288,2025-01,FWD5800D,产线-03,56,1,0.01786,无,True,QC-A
WO01289,2025-03,FWD303,产线-07,48,1,0.02083,无,True,QC-B
WO01289,2025-03,FWD303,产线-07,28,0,0.0,色差,True,QC-A
WO01290,2025-03,BHC9232MGH,产线-08,88,4,0.04545,无,False,QC-A
WO01291,2025-05,FWD491,产线-03,21,1,0.04762,无,False,QC-A
WO01291,2025-05,FWD491,产线-03,29,0,0.0,无,True,QC-C
WO01292,2024-12,FWD307,产线-04,88,1,0.01136,无,True,QC-A
WO01292,2024-12,FWD307,产线-04,37,0,0.0,无,True,QC-C
WO01293,2025-05,FWD430,产线-08,77,2,0.02597,无,True,QC-B
WO01294,2025-05,FWD6884,产线-04,67,0,0.0,杂质,True,QC-B
WO01295,2025-09,FWD6002,产线-05,54,2,0.03704,色差,False,QC-B
WO01295,2025-09,FWD6002,产线-05,40,1,0.025,无,True,QC-A
WO01296,2024-12,FWDV095B,产线-07,83,3,0.03614,无,False,QC-B
WO01297,2025-05,BHC9232MGH,产线-05,59,0,0.0,无,True,QC-B
WO01297,2025-05,BHC9232MGH,产线-05,92,3,0.03261,无,False,QC-B
WO01298,2025-05,FWD5800A,产线-07,58,1,0.01724,杂质,True,QC-C
WO01299,2024-11,FWDV550,产线-05,35,1,0.02857,无,True,QC-C
WO01299,2024-11,FWDV550,产线-05,34,1,0.02941,无,True,QC-A
WO01300,2024-10,BHC9321RY,产线-02,63,3,0.04762,杂质,False,QC-C
WO01301,2024-11,FWD325,产线-08,77,2,0.02597,无,True,QC-A
WO01301,2024-11,FWD325,产线-08,55,1,0.01818,无,True,QC-B
WO01302,2025-03,FWD6603B,产线-04,73,0,0.0,杂质,True,QC-C
WO01303,2025-11,BHC9230YBH,产线-04,90,2,0.02222,无,True,QC-A
WO01304,2025-09,FWD6003TWR,产线-02,78,0,0.0,色差,True,QC-A
WO01305,2025-10,BHC9321RY,产线-08,68,0,0.0,粒径偏差,True,QC-A
WO01306,2024-11,FWD122,产线-07,66,0,0.0,无,True,QC-B
WO01307,2025-10,FWD123TS,产线-04,26,1,0.03846,色差,False,QC-A
WO01307,2025-10,FWD123TS,产线-04,33,1,0.0303,粒径偏差,False,QC-C
WO01308,2025-11,FWDV220,产线-01,41,2,0.04878,色差,False,QC-C
WO01308,2025-11,FWDV220,产线-01,60,0,0.0,无,True,QC-C
WO01309,2025-10,BHC89235G,产线-03,20,0,0.0,色差,True,QC-B
WO01310,2025-08,FWD5892,产线-04,32,1,0.03125,无,False,QC-B
WO01311,2025-02,FWD503,产线-06,34,0,0.0,无,True,QC-B
WO01311,2025-02,FWD503,产线-06,98,3,0.03061,无,False,QC-B
WO01312,2025-07,FWD6303A,产线-07,43,0,0.0,色差,True,QC-A
WO01313,2025-05,FWD300,产线-07,29,0,0.0,无,True,QC-B
WO01314,2025-11,BHC9237GRH,产线-02,83,2,0.0241,无,True,QC-B
WO01314,2025-11,BHC9237GRH,产线-02,89,2,0.02247,粒径偏差,True,QC-A
WO01315,2025-06,FWD535,产线-03,23,1,0.04348,无,False,QC-A
WO01316,2024-11,FWD330,产线-01,31,1,0.03226,粒径偏差,False,QC-C
WO01317,2025-02,FWD413,产线-01,71,0,0.0,无,True,QC-A
WO01317,2025-02,FWD413,产线-01,47,0,0.0,杂质,True,QC-B
WO01318,2024-10,BHC89230GY,产线-07,90,1,0.01111,杂质,True,QC-C
WO01319,2024-12,HC010AS,产线-08,46,1,0.02174,无,True,QC-A
WO01319,2024-12,HC010AS,产线-08,44,0,0.0,色差,True,QC-A
WO01320,2024-10,FWD119,产线-03,41,0,0.0,粒径偏差,True,QC-B
WO01321,2025-09,FWD435,产线-04,67,3,0.04478,无,False,QC-B
WO01322,2025-05,FWD5870A,产线-06,81,1,0.01235,杂质,True,QC-C
WO01322,2025-05,FWD5870A,产线-06,25,0,0.0,粒径偏差,True,QC-A
WO01323,2025-09,FWD305,产线-07,77,0,0.0,无,True,QC-C
WO01324,2025-10,FWD6504T,产线-07,88,4,0.04545,无,False,QC-A
WO01325,2025-10,FWD123,产线-05,78,3,0.03846,色差,False,QC-A
WO01326,2025-01,FWD205M,产线-08,60,0,0.0,杂质,True,QC-A
WO01327,2025-11,FWD524,产线-03,94,0,0.0,色差,True,QC-C
WO01327,2025-11,FWD524,产线-03,90,1,0.01111,无,True,QC-C
WO01328,2025-09,FWD111M,产线-07,31,0,0.0,色差,True,QC-A
WO01329,2025-06,FWD221,产线-05,54,2,0.03704,无,False,QC-C
WO01329,2025-06,FWD221,产线-05,49,0,0.0,无,True,QC-B
WO01330,2025-09,FWD111MT,产线-03,32,0,0.0,色差,True,QC-C
WO01331,2025-01,FWD411,产线-07,67,2,0.02985,杂质,True,QC-A
WO01332,2025-11,FWDV220,产线-04,51,0,0.0,无,True,QC-A
WO01332,2025-11,FWDV220,产线-04,66,1,0.01515,无,True,QC-C
WO01333,2025-01,FWD6601,产线-02,78,0,0.0,杂质,True,QC-C
WO01333,2025-01,FWD6601,产线-02,86,1,0.01163,无,True,QC-B
WO01334,2025-08,BHC9227GOH,产线-02,35,0,0.0,无,True,QC-C
WO01334,2025-08,BHC9227GOH,产线-02,72,3,0.04167,粒径偏差,False,QC-C
WO01335,2025-05,FWD7305,产线-08,65,3,0.04615,粒径偏差,False,QC-C
WO01336,2025-05,FWD530,产线-07,44,2,0.04545,无,False,QC-B
WO01336,2025-05,FWD530,产线-07,53,2,0.03774,无,False,QC-A
WO01337,2025-07,FWDD10L,产线-08,58,0,0.0,杂质,True,QC-A
WO01338,2025-05,FWD7331,产线-03,33,1,0.0303,无,False,QC-C
WO01338,2025-05,FWD7331,产线-03,79,2,0.02532,粒径偏差,True,QC-B
WO01339,2025-03,FWD103,产线-06,43,2,0.04651,无,False,QC-C
WO01340,2025-06,FWD217,产线-02,39,1,0.02564,无,True,QC-A
WO01340,2025-06,FWD217,产线-02,62,2,0.03226,无,False,QC-B
WO01341,2025-06,FWD5894,产线-03,46,2,0.04348,粒径偏差,False,QC-B
WO01342,2025-04,FWD421,产线-02,47,2,0.04255,色差,False,QC-C
WO01342,2025-04,FWD421,产线-02,21,1,0.04762,粒径偏差,False,QC-C
WO01343,2025-10,FWD506,产线-01,84,0,0.0,粒径偏差,True,QC-B
WO01343,2025-10,FWD506,产线-01,60,2,0.03333,色差,False,QC-B
WO01344,2025-07,FWD323M,产线-02,32,0,0.0,无,True,QC-C
WO01344,2025-07,FWD323M,产线-02,35,0,0.0,无,True,QC-A
WO01345,2024-11,FWD302WR,产线-06,34,1,0.02941,无,True,QC-A
WO01346,2025-11,FWD491,产线-08,58,2,0.03448,无,False,QC-A
WO01346,2025-11,FWD491,产线-08,91,3,0.03297,粒径偏差,False,QC-B
WO01347,2025-11,FWD5518,产线-04,81,0,0.0,杂质,True,QC-A
WO01348,2025-11,FWD6303A,产线-02,46,0,0.0,无,True,QC-C
WO01349,2025-06,FWDD28L,产线-08,57,1,0.01754,无,True,QC-B
WO01350,2025-09,FWD524WR,产线-04,62,0,0.0,杂质,True,QC-B
WO01351,2025-05,FWD7365,产线-03,98,2,0.02041,粒径偏差,True,QC-B
WO01351,2025-05,FWD7365,产线-03,44,1,0.02273,无,True,QC-B
WO01352,2025-09,FWD524,产线-01,96,2,0.02083,无,True,QC-A
WO01353,2025-09,FWD6820,产线-02,76,3,0.03947,无,False,QC-B
WO01353,2025-09,FWD6820,产线-02,94,2,0.02128,色差,True,QC-B
WO01354,2025-05,FWD8205WR,产线-03,44,0,0.0,色差,True,QC-C
WO01355,2025-06,FWD5518WR,产线-05,96,4,0.04167,无,False,QC-B
WO01355,2025-06,FWD5518WR,产线-05,49,2,0.04082,无,False,QC-B
WO01356,2024-12,FWD6820,产线-07,31,1,0.03226,色差,False,QC-C
WO01357,2025-06,FWD307,产线-01,93,4,0.04301,无,False,QC-B
WO01358,2025-11,FWD7351,产线-06,97,0,0.0,杂质,True,QC-A
WO01358,2025-11,FWD7351,产线-06,35,0,0.0,杂质,True,QC-A
WO01359,2025-05,FWD522WR,产线-07,99,4,0.0404,无,False,QC-C
WO01360,2025-10,FWD101,产线-04,95,4,0.04211,杂质,False,QC-B
WO01361,2024-11,FWDD10M,产线-03,92,4,0.04348,无,False,QC-A
WO01361,2024-11,FWDD10M,产线-03,96,0,0.0,无,True,QC-C
WO01362,2025-06,FWDD27M,产线-08,23,0,0.0,无,True,QC-A
WO01363,2024-11,FWD6224,产线-01,45,1,0.02222,无,True,QC-C
WO01364,2025-08,FWD300WR,产线-02,43,1,0.02326,无,True,QC-B
WO01365,2025-07,FWD101WR,产线-08,20,0,0.0,粒径偏差,True,QC-C
WO01366,2025-09,FWD306WR,产线-06,96,1,0.01042,杂质,True,QC-B
WO01367,2025-03,FWDD21L,产线-07,32,0,0.0,色差,True,QC-A
WO01368,2025-05,FWD100,产线-05,77,0,0.0,粒径偏差,True,QC-B
WO01369,2025-06,FWD6601A,产线-03,83,2,0.0241,无,True,QC-B
WO01370,2024-12,FWD6502A,产线-05,37,0,0.0,杂质,True,QC-A
WO01370,2024-12,FWD6502A,产线-05,95,4,0.04211,粒径偏差,False,QC-B
WO01371,2024-12,BHC9320YB,产线-05,44,0,0.0,粒径偏差,True,QC-C
WO01372,2025-11,FWD301,产线-07,20,0,0.0,无,True,QC-B
WO01373,2025-06,FWDD25M,产线-05,52,0,0.0,无,True,QC-C
WO01374,2025-06,FWDD23M,产线-08,58,1,0.01724,杂质,True,QC-C
WO01374,2025-06,FWDD23M,产线-08,78,0,0.0,杂质,True,QC-B
WO01375,2024-12,BHC9230YBH,产线-03,88,1,0.01136,无,True,QC-B
WO01376,2024-11,FWD5895,产线-06,87,0,0.0,色差,True,QC-A
WO01377,2025-08,FWD225,产线-01,54,0,0.0,粒径偏差,True,QC-B
WO01378,2025-03,FWD6504A,产线-05,42,2,0.04762,粒径偏差,False,QC-A
WO01379,2025-05,FWD235WR,产线-02,79,1,0.01266,杂质,True,QC-B
WO01379,2025-05,FWD235WR,产线-02,62,0,0.0,粒径偏差,True,QC-B
WO01380,2025-06,FWD6307A,产线-08,76,3,0.03947,杂质,False,QC-C
WO01381,2025-03,FWD351WR,产线-05,77,2,0.02597,色差,True,QC-C
WO01382,2024-10,FWD306,产线-06,93,2,0.02151,粒径偏差,True,QC-B
WO01382,2024-10,FWD306,产线-06,78,2,0.02564,粒径偏差,True,QC-B
WO01383,2025-03,FWD6504A,产线-08,52,1,0.01923,无,True,QC-B
WO01384,2025-05,FWD5871A,产线-08,87,0,0.0,无,True,QC-C
WO01384,2025-05,FWD5871A,产线-08,86,0,0.0,无,True,QC-B
WO01385,2025-07,FWD532,产线-05,77,2,0.02597,无,True,QC-B
WO01385,2025-07,FWD532,产线-05,67,0,0.0,色差,True,QC-C
WO01386,2025-05,FWD535,产线-07,85,2,0.02353,无,True,QC-A
WO01387,2024-12,FWD6002AWR,产线-04,27,1,0.03704,无,False,QC-A
WO01387,2024-12,FWD6002AWR,产线-04,60,2,0.03333,色差,False,QC-A
WO01388,2025-05,FWD5893,产线-02,26,0,0.0,无,True,QC-C
WO01388,2025-05,FWD5893,产线-02,55,1,0.01818,杂质,True,QC-B
WO01389,2025-11,FWD153,产线-08,39,0,0.0,无,True,QC-A
WO01389,2025-11,FWD153,产线-08,98,3,0.03061,无,False,QC-B
WO01390,2025-10,FWD231,产线-06,21,0,0.0,无,True,QC-A
WO01391,2025-06,FWD111,产线-05,61,0,0.0,粒径偏差,True,QC-A
WO01392,2025-01,BHC5518,产线-05,64,1,0.01562,无,True,QC-B
WO01392,2025-01,BHC5518,产线-05,27,0,0.0,色差,True,QC-A
WO01393,2025-10,FWD503,产线-08,58,0,0.0,无,True,QC-C
WO01394,2025-08,BHC89237BG,产线-01,65,2,0.03077,无,False,QC-B
WO01394,2025-08,BHC89237BG,产线-01,75,2,0.02667,无,True,QC-B
WO01395,2025-04,FWD6005T,产线-02,31,0,0.0,无,True,QC-A
WO01395,2025-04,FWD6005T,产线-02,89,0,0.0,无,True,QC-C
WO01396,2024-11,FWD224,产线-06,76,0,0.0,粒径偏差,True,QC-B
WO01397,2025-04,FWD411,产线-07,42,1,0.02381,无,True,QC-B
WO01397,2025-04,FWD411,产线-07,88,2,0.02273,无,True,QC-C
WO01398,2025-11,FWDV080,产线-06,73,3,0.0411,无,False,QC-B
WO01398,2025-11,FWDV080,产线-06,72,3,0.04167,粒径偏差,False,QC-A
WO01399,2024-11,FWDV095,产线-06,52,1,0.01923,无,True,QC-C
WO01400,2025-11,FWD6003T,产线-04,54,1,0.01852,无,True,QC-B
WO01400,2025-11,FWD6003T,产线-04,82,1,0.0122,色差,True,QC-C
WO01401,2025-04,FWD221,产线-08,27,0,0.0,无,True,QC-C
WO01402,2024-12,FWD510,产线-03,44,2,0.04545,色差,False,QC-B
WO01403,2024-11,FWD3504,产线-08,51,1,0.01961,粒径偏差,True,QC-B
WO01403,2024-11,FWD3504,产线-08,36,0,0.0,无,True,QC-A
WO01404,2024-10,FWDV095,产线-03,100,2,0.02,无,True,QC-B
WO01404,2024-10,FWDV095,产线-03,57,1,0.01754,色差,True,QC-B
WO01405,2025-01,FWD231WR,产线-06,26,1,0.03846,杂质,False,QC-A
WO01406,2025-04,FWD211WR,产线-03,73,2,0.0274,杂质,True,QC-A
WO01406,2025-04,FWD211WR,产线-03,99,1,0.0101,无,True,QC-B
WO01407,2025-11,BHC9327GP,产线-04,100,3,0.03,杂质,False,QC-C
WO01408,2025-07,FWD6018,产线-02,63,2,0.03175,无,False,QC-A
WO01409,2025-04,FWD407,产线-07,44,2,0.04545,无,False,QC-A
WO01410,2025-10,FWD217,产线-08,37,0,0.0,色差,True,QC-A
WO01411,2025-09,BHC9320YB,产线-08,40,1,0.025,无,True,QC-B
WO01412,2025-03,BHC9325BR,产线-07,32,0,0.0,色差,True,QC-C
WO01413,2025-02,FWDD27X,产线-04,87,0,0.0,杂质,True,QC-A
WO01414,2024-11,FWD417,产线-05,30,1,0.03333,无,False,QC-B
WO01414,2024-11,FWD417,产线-05,37,0,0.0,无,True,QC-B
WO01415,2025-08,FWD6603,产线-07,24,1,0.04167,无,False,QC-C
WO01416,2024-12,FWD5892,产线-08,94,4,0.04255,粒径偏差,False,QC-A
WO01417,2024-12,FWD502,产线-01,51,2,0.03922,无,False,QC-A
WO01418,2025-11,FWD5870A,产线-08,72,2,0.02778,杂质,True,QC-A
WO01419,2025-08,BHC9225BMTH,产线-07,77,0,0.0,杂质,True,QC-C
WO01420,2025-03,FWD323,产线-02,70,3,0.04286,无,False,QC-A
WO01420,2025-03,FWD323,产线-02,44,0,0.0,杂质,True,QC-A
WO01421,2025-07,FWDD10L,产线-02,36,0,0.0,无,True,QC-A
WO01422,2025-02,FWD410,产线-07,41,0,0.0,无,True,QC-B
WO01422,2025-02,FWD410,产线-07,71,3,0.04225,粒径偏差,False,QC-C
WO01423,2025-06,FWDV040,产线-06,87,3,0.03448,无,False,QC-C
WO01423,2025-06,FWDV040,产线-06,36,0,0.0,粒径偏差,True,QC-B
WO01424,2025-08,FWD289,产线-03,38,1,0.02632,杂质,True,QC-A
WO01424,2025-08,FWD289,产线-03,94,1,0.01064,粒径偏差,True,QC-B
WO01425,2025-07,FWD6504A,产线-08,32,0,0.0,粒径偏差,True,QC-A
WO01426,2025-11,FWD6502A,产线-05,91,2,0.02198,杂质,True,QC-A
WO01426,2025-11,FWD6502A,产线-05,95,0,0.0,粒径偏差,True,QC-A
WO01427,2024-10,FWD308,产线-04,97,1,0.01031,无,True,QC-C
WO01427,2024-10,FWD308,产线-04,87,4,0.04598,杂质,False,QC-B
WO01428,2024-12,FWDD21X,产线-04,76,1,0.01316,杂质,True,QC-B
WO01429,2024-12,FWD6007,产线-03,97,1,0.01031,无,True,QC-C
WO01429,2024-12,FWD6007,产线-03,66,1,0.01515,色差,True,QC-A
WO01430,2025-11,FWD505,产线-05,90,0,0.0,色差,True,QC-B
WO01431,2025-06,FWD6820,产线-08,86,4,0.04651,杂质,False,QC-C
WO01431,2025-06,FWD6820,产线-08,58,0,0.0,色差,True,QC-B
WO01432,2025-01,BHC9323PG,产线-06,63,0,0.0,无,True,QC-B
WO01432,2025-01,BHC9323PG,产线-06,32,0,0.0,色差,True,QC-C
WO01433,2025-08,FWD504,产线-02,30,1,0.03333,无,False,QC-B
WO01434,2024-12,FWD6850,产线-03,77,1,0.01299,色差,True,QC-B
WO01435,2024-10,FWD235WR,产线-05,66,3,0.04545,杂质,False,QC-C
WO01436,2025-01,FWD307,产线-07,57,2,0.03509,无,False,QC-C
WO01436,2025-01,FWD307,产线-07,23,0,0.0,粒径偏差,True,QC-C
WO01437,2025-01,FWD6850,产线-08,43,0,0.0,杂质,True,QC-A
WO01438,2025-09,FWD408,产线-06,73,1,0.0137,无,True,QC-A
WO01438,2025-09,FWD408,产线-06,83,4,0.04819,粒径偏差,False,QC-A
WO01439,2025-04,FWD502,产线-07,52,2,0.03846,无,False,QC-A
WO01439,2025-04,FWD502,产线-07,51,1,0.01961,杂质,True,QC-B
WO01440,2024-10,FWD215,产线-08,85,4,0.04706,无,False,QC-C
WO01440,2024-10,FWD215,产线-08,25,0,0.0,粒径偏差,True,QC-B
WO01441,2024-10,FWD401,产线-05,66,1,0.01515,无,True,QC-B
WO01442,2025-01,FWD351WR,产线-01,90,4,0.04444,无,False,QC-B
WO01442,2025-01,FWD351WR,产线-01,79,3,0.03797,色差,False,QC-A
WO01443,2025-02,FWD103,产线-04,50,0,0.0,无,True,QC-C
WO01443,2025-02,FWD103,产线-04,34,1,0.02941,杂质,True,QC-C
WO01444,2025-08,FWD111WR,产线-04,57,1,0.01754,粒径偏差,True,QC-B
WO01444,2025-08,FWD111WR,产线-04,54,0,0.0,色差,True,QC-A
WO01445,2025-04,FWD524,产线-01,22,0,0.0,色差,True,QC-C
WO01445,2025-04,FWD524,产线-01,45,0,0.0,色差,True,QC-B
WO01446,2025-04,FWD5871A,产线-08,40,2,0.05,粒径偏差,False,QC-B
WO01446,2025-04,FWD5871A,产线-08,21,1,0.04762,无,False,QC-A
WO01447,2025-07,FWD6205,产线-04,95,1,0.01053,色差,True,QC-C
WO01448,2025-08,FWD5871C,产线-04,75,2,0.02667,无,True,QC-B
WO01449,2025-05,BHC9275BOH,产线-05,47,2,0.04255,无,False,QC-B
WO01450,2025-05,FWD6001,产线-03,70,1,0.01429,色差,True,QC-B
WO01451,2025-02,FWDD23M,产线-05,42,2,0.04762,色差,False,QC-A
WO01452,2025-10,FWD5870C,产线-08,28,0,0.0,粒径偏差,True,QC-A
WO01452,2025-10,FWD5870C,产线-08,88,4,0.04545,无,False,QC-C
WO01453,2024-11,FWDD21L,产线-05,95,1,0.01053,无,True,QC-C
